=== v11 gen rows 3642-7199 (3558 clips) ===
[gen] fold1_room1_mix4397 walk tier=safe car_drive+crossing noise=45.1dBA peak=0.002 (7s)
[gen] fold1_room1_mix4398 static tier=critical car_drive+car_drive+siren noise=64.3dBA peak=0.126 (10s)
[gen] fold1_room1_mix4399 walk tier=safe car_drive+car_drive+siren noise=52.1dBA peak=0.107 (10s)
[gen] fold1_room1_mix4400 static tier=caution car_drive+car_drive+bike_bell+bike_bell noise=60.8dBA peak=0.005 (24s)
[gen] fold1_room1_mix4401 static tier=caution car_drive noise=50.7dBA peak=0.002 (3s)
[gen] fold1_room1_mix4402 static tier=na none noise=62.8dBA peak=0.000 (0s)
[gen] fold1_room1_mix4403 static tier=caution car_drive noise=53.6dBA peak=0.002 (4s)
[gen] fold1_room1_mix4404 static tier=safe car_drive+horn noise=45.2dBA peak=0.015 (6s)
[gen] fold1_room1_mix4405 walk tier=caution car_drive+car_drive+car_drive+bike_bell+crossing noise=47.1dBA peak=0.004 (19s)
[gen] fold1_room1_mix4406 static tier=na crossing noise=61.4dBA peak=0.002 (4s)
[gen] fold1_room1_mix4407 walk tier=critical car_drive+car_drive+horn noise=52.3dBA peak=0.041 (9s)
[gen] fold1_room1_mix4408 walk tier=caution car_drive+siren noise=41.3dBA peak=0.037 (6s)
[gen] fold1_room1_mix4409 walk tier=safe car_drive+car_drive noise=49.9dBA peak=0.002 (7s)
[gen] fold1_room1_mix4410 walk tier=critical car_drive+bike_bell+bike_bell noise=56.0dBA peak=0.003 (31s)
[gen] fold1_room1_mix4411 static tier=safe car_drive+bike_bell noise=58.3dBA peak=0.001 (6s)
[gen] fold1_room1_mix4412 static tier=critical car_drive+siren+crossing noise=63.6dBA peak=0.123 (10s)
[gen] fold1_room1_mix4413 static tier=safe car_drive+car_drive+siren noise=45.7dBA peak=0.027 (9s)
[gen] fold1_room1_mix4414 walk tier=critical car_drive noise=48.6dBA peak=0.005 (3s)
[gen] fold1_room1_mix4415 walk tier=safe car_drive noise=43.2dBA peak=0.001 (3s)
[gen] fold1_room1_mix4416 static tier=caution car_drive+car_drive noise=60.7dBA peak=0.004 (6s)
[gen] fold1_room1_mix4417 static tier=safe car_drive+car_drive+bike_bell noise=63.8dBA peak=0.006 (10s)
[3642-7199] 775/3558 5001s elapsed, 6.45s/clip
[gen] fold1_room1_mix4418 walk tier=critical car_drive+horn noise=52.3dBA peak=0.003 (7s)
[gen] fold1_room1_mix4419 walk tier=na horn noise=62.3dBA peak=0.006 (3s)
[gen] fold1_room1_mix4420 static tier=na bike_bell noise=44.3dBA peak=0.002 (4s)
[gen] fold1_room1_mix4421 walk tier=safe car_drive+car_drive noise=49.6dBA peak=0.004 (6s)
[gen] fold1_room1_mix4422 static tier=critical car_drive+horn noise=50.6dBA peak=0.006 (6s)
[gen] fold1_room1_mix4423 static tier=caution car_drive noise=45.3dBA peak=0.002 (3s)
[gen] fold1_room1_mix4424 walk tier=critical car_drive+car_drive+horn noise=64.6dBA peak=0.030 (16s)
[gen] fold1_room1_mix4425 walk tier=critical car_drive noise=47.7dBA peak=0.004 (3s)
[gen] fold1_room1_mix4426 walk tier=caution car_drive+car_drive+car_drive noise=44.6dBA peak=0.004 (8s)
[gen] fold1_room1_mix4427 static tier=critical car_drive+backup_beep noise=48.7dBA peak=0.004 (5s)
[gen] fold1_room1_mix4428 walk tier=safe car_drive+car_drive+car_drive+siren+horn noise=45.4dBA peak=0.016 (12s)
[gen] fold1_room1_mix4429 walk tier=critical car_drive+car_drive+car_drive noise=43.5dBA peak=0.004 (8s)
[gen] fold1_room1_mix4430 static tier=critical car_drive+car_drive+horn noise=45.4dBA peak=0.076 (7s)
[gen] fold1_room1_mix4431 static tier=caution car_drive+backup_beep noise=53.4dBA peak=0.003 (5s)
[gen] fold1_room1_mix4432 walk tier=caution car_drive noise=55.2dBA peak=0.003 (3s)
[gen] fold1_room1_mix4433 static tier=critical car_drive+backup_beep noise=48.7dBA peak=0.003 (5s)
[gen] fold1_room1_mix4434 walk tier=caution car_drive+car_drive noise=64.9dBA peak=0.004 (5s)
[gen] fold1_room1_mix4435 static tier=critical car_drive noise=61.5dBA peak=0.003 (3s)
[gen] fold1_room1_mix4436 static tier=safe car_drive noise=61.1dBA peak=0.001 (3s)
[gen] fold1_room1_mix4437 walk tier=caution car_drive+car_drive+backup_beep noise=57.7dBA peak=0.004 (8s)
[gen] fold1_room1_mix4438 walk tier=caution car_drive noise=63.7dBA peak=0.002 (3s)
[gen] fold1_room1_mix4439 static tier=caution car_drive+car_drive noise=61.8dBA peak=0.004 (5s)
[gen] fold1_room1_mix4440 static tier=na none noise=50.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix4441 walk tier=safe car_drive+car_drive+horn noise=41.6dBA peak=0.019 (8s)
[gen] fold1_room1_mix4442 walk tier=critical car_drive noise=46.8dBA peak=0.004 (3s)
[3642-7199] 800/3558 5142s elapsed, 6.43s/clip
[gen] fold1_room1_mix4443 walk tier=caution car_drive+crossing noise=48.8dBA peak=0.003 (6s)
[gen] fold1_room1_mix4444 walk tier=caution car_drive noise=48.5dBA peak=0.001 (3s)
[gen] fold1_room1_mix4445 walk tier=caution car_drive+siren+siren noise=54.2dBA peak=0.086 (8s)
[gen] fold1_room1_mix4446 walk tier=critical car_drive+car_drive+siren noise=52.0dBA peak=0.034 (8s)
[gen] fold1_room1_mix4447 static tier=caution car_drive+siren+backup_beep noise=50.6dBA peak=0.026 (7s)
[gen] fold1_room1_mix4448 walk tier=caution car_drive+car_drive+crossing noise=55.7dBA peak=0.002 (8s)
[gen] fold1_room1_mix4449 walk tier=critical car_drive+crossing noise=59.8dBA peak=0.004 (6s)
[gen] fold1_room1_mix4450 walk tier=critical car_drive+car_drive+siren+bike_bell noise=40.6dBA peak=0.036 (18s)
[gen] fold1_room1_mix4451 static tier=na bike_bell noise=61.9dBA peak=0.001 (13s)
[gen] fold1_room1_mix4452 static tier=caution car_drive+car_drive+backup_beep noise=47.6dBA peak=0.002 (9s)
[gen] fold1_room1_mix4453 walk tier=safe car_drive+car_drive+car_drive noise=50.1dBA peak=0.005 (9s)
[gen] fold1_room1_mix4454 static tier=na backup_beep noise=63.7dBA peak=0.001 (2s)
[gen] fold1_room1_mix4455 walk tier=critical car_drive noise=55.6dBA peak=0.005 (3s)
[gen] fold1_room1_mix4456 walk tier=na none noise=49.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4457 walk tier=na none noise=44.8dBA peak=0.000 (0s)
[gen] fold1_room1_mix4458 walk tier=caution car_drive+backup_beep noise=58.9dBA peak=0.003 (5s)
[gen] fold1_room1_mix4459 static tier=critical car_drive+car_drive+car_drive+backup_beep noise=44.8dBA peak=0.004 (11s)
[gen] fold1_room1_mix4460 static tier=na crossing noise=49.4dBA peak=0.002 (4s)
[gen] fold1_room1_mix4461 static tier=safe car_drive+car_drive+siren noise=59.7dBA peak=0.043 (8s)
[gen] fold1_room1_mix4462 walk tier=na crossing noise=54.5dBA peak=0.000 (4s)
[gen] fold1_room1_mix4463 walk tier=na backup_beep noise=59.2dBA peak=0.002 (2s)
[gen] fold1_room1_mix4464 walk tier=caution car_drive+horn noise=52.8dBA peak=0.021 (6s)
[gen] fold1_room1_mix4465 static tier=critical car_drive+bike_bell noise=64.6dBA peak=0.006 (16s)
[gen] fold1_room1_mix4466 static tier=safe car_drive+siren noise=62.1dBA peak=0.016 (8s)
[gen] fold1_room1_mix4467 walk tier=critical car_drive+car_drive+backup_beep noise=43.2dBA peak=0.007 (9s)
[3642-7199] 825/3558 5316s elapsed, 6.44s/clip
[gen] fold1_room1_mix4468 walk tier=safe car_drive+siren noise=46.5dBA peak=0.044 (15s)
[gen] fold1_room1_mix4469 static tier=na crossing noise=60.2dBA peak=0.001 (7s)
[gen] fold1_room1_mix4470 walk tier=safe car_drive+car_drive+car_drive noise=46.3dBA peak=0.003 (19s)
[gen] fold1_room1_mix4471 static tier=na bike_bell noise=42.5dBA peak=0.000 (5s)
[gen] fold1_room1_mix4472 static tier=safe car_drive+crossing noise=52.8dBA peak=0.001 (10s)
[gen] fold1_room1_mix4473 static tier=safe car_drive+car_drive noise=58.6dBA peak=0.001 (10s)
[gen] fold1_room1_mix4474 walk tier=na horn noise=45.7dBA peak=0.022 (2s)
[gen] fold1_room1_mix4475 static tier=caution car_drive+car_drive+bike_bell noise=54.9dBA peak=0.005 (22s)
[gen] fold1_room1_mix4476 walk tier=safe car_drive+car_drive+backup_beep noise=46.2dBA peak=0.002 (9s)
[gen] fold1_room1_mix4477 walk tier=safe car_drive+siren noise=57.3dBA peak=0.046 (5s)
[gen] fold1_room1_mix4478 static tier=caution car_drive noise=42.0dBA peak=0.002 (3s)
[gen] fold1_room1_mix4479 walk tier=caution car_drive+car_drive+backup_beep noise=46.2dBA peak=0.002 (7s)
[gen] fold1_room1_mix4480 static tier=na backup_beep noise=53.4dBA peak=0.000 (2s)
[gen] fold1_room1_mix4481 walk tier=critical car_drive+car_drive+bike_bell noise=64.4dBA peak=0.004 (9s)
[gen] fold1_room1_mix4482 walk tier=safe car_drive+car_drive+crossing noise=61.3dBA peak=0.002 (8s)
[gen] fold1_room1_mix4483 walk tier=na none noise=48.0dBA peak=0.000 (0s)
[gen] fold1_room1_mix4484 static tier=critical car_drive+car_drive noise=51.2dBA peak=0.005 (5s)
[gen] fold1_room1_mix4485 static tier=critical car_drive+car_drive+horn noise=48.3dBA peak=0.011 (8s)
[gen] fold1_room1_mix4486 static tier=critical car_drive+car_drive noise=42.4dBA peak=0.005 (5s)
[gen] fold1_room1_mix4487 static tier=caution car_drive noise=62.2dBA peak=0.002 (3s)
[gen] fold1_room1_mix4488 static tier=critical car_drive+bike_bell+bike_bell noise=41.7dBA peak=0.004 (16s)
[gen] fold1_room1_mix4489 static tier=na none noise=57.7dBA peak=0.000 (0s)
[gen] fold1_room1_mix4490 walk tier=caution car_drive noise=43.3dBA peak=0.001 (3s)
[gen] fold1_room1_mix4491 static tier=na backup_beep noise=58.3dBA peak=0.001 (2s)
[gen] fold1_room1_mix4492 walk tier=na horn+bike_bell noise=45.5dBA peak=0.005 (15s)
[3642-7199] 850/3558 5508s elapsed, 6.48s/clip
[gen] fold1_room1_mix4493 static tier=safe car_drive+car_drive+car_drive noise=62.9dBA peak=0.002 (8s)
[gen] fold1_room1_mix4494 static tier=caution car_drive+crossing noise=54.0dBA peak=0.004 (6s)
[gen] fold1_room1_mix4495 static tier=caution car_drive+backup_beep+backup_beep noise=44.8dBA peak=0.005 (7s)
[gen] fold1_room1_mix4496 walk tier=na backup_beep noise=56.1dBA peak=0.000 (2s)
[gen] fold1_room1_mix4497 static tier=critical car_drive+car_drive+bike_bell noise=55.9dBA peak=0.004 (8s)
[gen] fold1_room1_mix4498 static tier=caution car_drive+car_drive+backup_beep noise=47.2dBA peak=0.003 (7s)
[gen] fold1_room1_mix4499 walk tier=safe car_drive+backup_beep+crossing noise=58.7dBA peak=0.001 (8s)
[gen] fold1_room1_mix4500 static tier=critical car_drive+car_drive+horn noise=55.1dBA peak=0.039 (7s)
[gen] fold1_room1_mix4501 static tier=caution car_drive+siren noise=44.3dBA peak=0.163 (5s)
[gen] fold1_room1_mix4502 walk tier=caution car_drive+car_drive+horn noise=62.9dBA peak=0.006 (8s)
[gen] fold1_room1_mix4503 static tier=na crossing noise=53.2dBA peak=0.000 (4s)
[gen] fold1_room1_mix4504 static tier=caution car_drive+car_drive+horn noise=60.0dBA peak=0.141 (8s)
[gen] fold1_room1_mix4505 walk tier=safe car_drive+crossing noise=52.0dBA peak=0.001 (7s)
[gen] fold1_room1_mix4506 walk tier=critical car_drive noise=56.0dBA peak=0.004 (3s)
[gen] fold1_room1_mix4507 static tier=critical car_drive+backup_beep noise=53.8dBA peak=0.005 (5s)
[gen] fold1_room1_mix4508 static tier=caution car_drive+car_drive+car_drive noise=57.2dBA peak=0.004 (7s)
[gen] fold1_room1_mix4509 walk tier=critical car_drive+car_drive+car_drive noise=61.2dBA peak=0.002 (8s)
[gen] fold1_room1_mix4510 walk tier=na crossing noise=56.8dBA peak=0.000 (4s)
[gen] fold1_room1_mix4511 walk tier=na horn noise=55.1dBA peak=0.082 (2s)
[gen] fold1_room1_mix4512 static tier=safe car_drive+siren noise=62.8dBA peak=0.015 (5s)
[gen] fold1_room1_mix4513 static tier=caution car_drive+car_drive+car_drive+horn+crossing noise=61.9dBA peak=0.044 (13s)
[gen] fold1_room1_mix4514 static tier=caution car_drive+siren noise=46.6dBA peak=0.072 (5s)
[gen] fold1_room1_mix4515 walk tier=caution car_drive+car_drive noise=41.0dBA peak=0.003 (6s)
[gen] fold1_room1_mix4516 static tier=safe car_drive+car_drive+car_drive noise=41.0dBA peak=0.002 (8s)
[gen] fold1_room1_mix4517 static tier=safe car_drive+crossing noise=57.8dBA peak=0.001 (6s)
[3642-7199] 875/3558 5665s elapsed, 6.47s/clip
[gen] fold1_room1_mix4518 walk tier=caution car_drive noise=50.5dBA peak=0.002 (3s)
[gen] fold1_room1_mix4519 static tier=safe car_drive+car_drive+backup_beep noise=41.6dBA peak=0.002 (7s)
[gen] fold1_room1_mix4520 static tier=safe car_drive+siren+bike_bell noise=56.1dBA peak=0.018 (8s)
[gen] fold1_room1_mix4521 static tier=critical car_drive noise=53.9dBA peak=0.004 (3s)
[gen] fold1_room1_mix4522 walk tier=na none noise=53.7dBA peak=0.000 (0s)
[gen] fold1_room1_mix4523 walk tier=safe car_drive noise=55.1dBA peak=0.001 (3s)
[gen] fold1_room1_mix4524 walk tier=critical car_drive noise=43.5dBA peak=0.006 (3s)
[gen] fold1_room1_mix4525 walk tier=safe car_drive noise=43.4dBA peak=0.002 (3s)
[gen] fold1_room1_mix4526 static tier=na bike_bell noise=55.9dBA peak=0.002 (3s)
[gen] fold1_room1_mix4527 walk tier=safe car_drive+car_drive+car_drive+backup_beep noise=61.9dBA peak=0.003 (11s)
[gen] fold1_room1_mix4528 static tier=critical car_drive+bike_bell noise=61.9dBA peak=0.004 (14s)
[gen] fold1_room1_mix4529 static tier=critical car_drive+car_drive+horn noise=45.7dBA peak=0.022 (7s)
[gen] fold1_room1_mix4530 walk tier=critical car_drive noise=54.2dBA peak=0.006 (3s)
[gen] fold1_room1_mix4531 walk tier=critical car_drive+backup_beep+backup_beep noise=62.3dBA peak=0.002 (7s)
[gen] fold1_room1_mix4532 static tier=caution car_drive+siren+horn noise=51.2dBA peak=0.081 (7s)
[gen] fold1_room1_mix4533 static tier=na siren+bike_bell noise=44.8dBA peak=0.077 (13s)
[gen] fold1_room1_mix4534 walk tier=caution car_drive+car_drive noise=59.8dBA peak=0.003 (6s)
[gen] fold1_room1_mix4535 static tier=na none noise=63.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix4536 walk tier=safe car_drive+backup_beep+backup_beep noise=51.4dBA peak=0.001 (9s)
[gen] fold1_room1_mix4537 static tier=critical car_drive+car_drive+siren+backup_beep noise=53.6dBA peak=0.084 (10s)
[gen] fold1_room1_mix4538 static tier=caution car_drive+horn+crossing noise=64.7dBA peak=0.080 (8s)
[gen] fold1_room1_mix4539 walk tier=safe car_drive noise=54.0dBA peak=0.002 (3s)
[gen] fold1_room1_mix4540 walk tier=safe car_drive+siren noise=56.6dBA peak=0.396 (5s)
[gen] fold1_room1_mix4541 static tier=critical car_drive noise=64.1dBA peak=0.003 (2s)
[gen] fold1_room1_mix4542 static tier=na none noise=41.0dBA peak=0.000 (0s)
[3642-7199] 900/3558 5804s elapsed, 6.45s/clip
[gen] fold1_room1_mix4543 static tier=caution car_drive noise=48.6dBA peak=0.002 (3s)
[gen] fold1_room1_mix4544 static tier=critical car_drive+horn+backup_beep noise=60.4dBA peak=0.007 (7s)
[gen] fold1_room1_mix4545 walk tier=safe car_drive+backup_beep noise=43.0dBA peak=0.001 (5s)
[gen] fold1_room1_mix4546 static tier=caution car_drive+siren noise=62.2dBA peak=0.049 (5s)
[gen] fold1_room1_mix4547 static tier=caution car_drive+car_drive+car_drive+siren+crossing noise=45.6dBA peak=0.067 (13s)
[gen] fold1_room1_mix4548 walk tier=caution car_drive+car_drive+car_drive+crossing noise=60.0dBA peak=0.010 (11s)
[gen] fold1_room1_mix4549 walk tier=critical car_drive+car_drive+car_drive noise=46.3dBA peak=0.006 (8s)
[gen] fold1_room1_mix4550 walk tier=safe car_drive noise=44.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix4551 static tier=na none noise=52.7dBA peak=0.000 (0s)
[gen] fold1_room1_mix4552 static tier=critical car_drive+car_drive+crossing noise=53.2dBA peak=0.005 (8s)
[gen] fold1_room1_mix4553 walk tier=na none noise=49.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4554 walk tier=caution car_drive+siren+bike_bell noise=45.2dBA peak=0.011 (15s)
[gen] fold1_room1_mix4555 walk tier=critical car_drive+car_drive noise=55.9dBA peak=0.004 (5s)
[gen] fold1_room1_mix4556 walk tier=safe car_drive+crossing noise=48.4dBA peak=0.001 (6s)
[gen] fold1_room1_mix4557 static tier=caution car_drive noise=57.0dBA peak=0.001 (2s)
[gen] fold1_room1_mix4558 walk tier=na none noise=44.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4559 walk tier=caution car_drive+crossing noise=64.2dBA peak=0.004 (6s)
[gen] fold1_room1_mix4560 walk tier=na none noise=46.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4561 static tier=critical car_drive+bike_bell noise=56.3dBA peak=0.003 (6s)
[gen] fold1_room1_mix4562 walk tier=caution car_drive+car_drive noise=60.2dBA peak=0.003 (6s)
[gen] fold1_room1_mix4563 walk tier=critical car_drive noise=53.5dBA peak=0.004 (3s)
[gen] fold1_room1_mix4564 walk tier=safe car_drive noise=56.1dBA peak=0.001 (3s)
[gen] fold1_room1_mix4565 static tier=critical car_drive+horn noise=45.3dBA peak=0.023 (5s)
[gen] fold1_room1_mix4566 walk tier=na bike_bell noise=54.9dBA peak=0.005 (3s)
[gen] fold1_room1_mix4567 static tier=caution car_drive+siren+crossing noise=40.1dBA peak=0.080 (9s)
[3642-7199] 925/3558 5938s elapsed, 6.42s/clip
[gen] fold1_room1_mix4568 static tier=caution car_drive+car_drive+siren+siren noise=40.8dBA peak=0.883 (10s)
[gen] fold1_room1_mix4569 static tier=critical car_drive+car_drive noise=58.6dBA peak=0.004 (6s)
[gen] fold1_room1_mix4570 static tier=na none noise=54.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix4571 walk tier=safe car_drive+car_drive noise=47.7dBA peak=0.001 (6s)
[gen] fold1_room1_mix4572 static tier=caution car_drive+car_drive+crossing noise=62.4dBA peak=0.004 (9s)
[gen] fold1_room1_mix4573 static tier=na none noise=45.5dBA peak=0.000 (0s)
[gen] fold1_room1_mix4574 walk tier=safe car_drive+crossing noise=40.3dBA peak=0.001 (6s)
[gen] fold1_room1_mix4575 static tier=critical car_drive+car_drive+car_drive noise=55.7dBA peak=0.004 (8s)
[gen] fold1_room1_mix4576 walk tier=safe car_drive+car_drive+car_drive+crossing noise=45.7dBA peak=0.002 (12s)
[gen] fold1_room1_mix4577 walk tier=critical car_drive+car_drive+horn noise=46.2dBA peak=0.057 (8s)
[gen] fold1_room1_mix4578 static tier=critical car_drive+backup_beep noise=59.5dBA peak=0.005 (5s)
[gen] fold1_room1_mix4579 static tier=na backup_beep+bike_bell noise=59.3dBA peak=0.001 (6s)
[gen] fold1_room1_mix4580 walk tier=na horn+bike_bell noise=49.3dBA peak=0.022 (6s)
[gen] fold1_room1_mix4581 static tier=critical car_drive+car_drive noise=58.9dBA peak=0.004 (5s)
[gen] fold1_room1_mix4582 walk tier=safe car_drive+car_drive+siren+horn noise=53.1dBA peak=0.797 (10s)
[gen] fold1_room1_mix4583 walk tier=caution car_drive+car_drive+crossing noise=52.2dBA peak=0.003 (9s)
[gen] fold1_room1_mix4584 static tier=critical car_drive noise=50.6dBA peak=0.005 (2s)
[gen] fold1_room1_mix4585 walk tier=na horn noise=44.1dBA peak=0.031 (3s)
[gen] fold1_room1_mix4586 walk tier=safe car_drive noise=42.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix4587 walk tier=critical car_drive+bike_bell noise=63.7dBA peak=0.004 (6s)
[gen] fold1_room1_mix4588 walk tier=caution car_drive+crossing noise=50.3dBA peak=0.003 (6s)
[gen] fold1_room1_mix4589 static tier=caution car_drive+car_drive noise=47.3dBA peak=0.004 (5s)
[gen] fold1_room1_mix4590 static tier=safe car_drive noise=40.7dBA peak=0.001 (2s)
[gen] fold1_room1_mix4591 walk tier=caution car_drive noise=60.5dBA peak=0.003 (3s)
[gen] fold1_room1_mix4592 static tier=critical car_drive+horn+backup_beep noise=47.2dBA peak=0.040 (7s)
[3642-7199] 950/3558 6080s elapsed, 6.40s/clip
[gen] fold1_room1_mix4593 static tier=na none noise=52.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4594 walk tier=caution car_drive noise=54.8dBA peak=0.002 (3s)
[gen] fold1_room1_mix4595 static tier=critical car_drive noise=62.0dBA peak=0.004 (3s)
[gen] fold1_room1_mix4596 static tier=na none noise=47.9dBA peak=0.000 (0s)
[gen] fold1_room1_mix4597 static tier=critical car_drive+car_drive+car_drive noise=46.6dBA peak=0.007 (8s)
[gen] fold1_room1_mix4598 static tier=critical car_drive+car_drive noise=64.7dBA peak=0.003 (5s)
[gen] fold1_room1_mix4599 walk tier=safe car_drive noise=40.6dBA peak=0.001 (3s)
[gen] fold1_room1_mix4600 walk tier=na crossing noise=55.3dBA peak=0.000 (4s)
[gen] fold1_room1_mix4601 static tier=na none noise=56.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix4602 walk tier=critical car_drive noise=42.5dBA peak=0.003 (3s)
[gen] fold1_room1_mix4603 walk tier=safe car_drive+car_drive+horn noise=40.1dBA peak=0.005 (8s)
[gen] fold1_room1_mix4604 static tier=caution car_drive noise=42.3dBA peak=0.002 (2s)
[gen] fold1_room1_mix4605 static tier=safe car_drive noise=55.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix4606 static tier=na siren+siren noise=44.5dBA peak=0.181 (5s)
[gen] fold1_room1_mix4607 static tier=caution car_drive+crossing noise=43.2dBA peak=0.002 (7s)
[gen] fold1_room1_mix4608 static tier=safe car_drive noise=41.5dBA peak=0.001 (3s)
[gen] fold1_room1_mix4609 walk tier=critical car_drive+horn+backup_beep noise=58.3dBA peak=0.007 (8s)
[gen] fold1_room1_mix4610 walk tier=safe car_drive noise=52.8dBA peak=0.002 (3s)
[gen] fold1_room1_mix4611 walk tier=safe car_drive noise=50.6dBA peak=0.001 (2s)
[gen] fold1_room1_mix4612 static tier=na siren noise=49.4dBA peak=0.006 (3s)
[gen] fold1_room1_mix4613 walk tier=na crossing noise=58.5dBA peak=0.002 (3s)
[gen] fold1_room1_mix4614 static tier=safe car_drive+car_drive+car_drive noise=49.9dBA peak=0.006 (8s)
[gen] fold1_room1_mix4615 static tier=caution car_drive+car_drive+car_drive noise=51.5dBA peak=0.004 (8s)
[gen] fold1_room1_mix4616 walk tier=safe car_drive noise=64.9dBA peak=0.001 (3s)
[gen] fold1_room1_mix4617 static tier=safe car_drive+car_drive+bike_bell noise=45.8dBA peak=0.002 (8s)
[3642-7199] 975/3558 6183s elapsed, 6.34s/clip
[gen] fold1_room1_mix4618 walk tier=safe car_drive+car_drive+car_drive noise=58.3dBA peak=0.002 (8s)
[gen] fold1_room1_mix4619 static tier=safe car_drive+car_drive noise=48.9dBA peak=0.004 (6s)
[gen] fold1_room1_mix4620 static tier=critical car_drive+horn+bike_bell noise=41.3dBA peak=0.026 (16s)
[gen] fold1_room1_mix4621 static tier=critical car_drive noise=42.6dBA peak=0.007 (3s)
[gen] fold1_room1_mix4622 static tier=safe car_drive+backup_beep noise=50.5dBA peak=0.002 (5s)
[gen] fold1_room1_mix4623 walk tier=safe car_drive+backup_beep+backup_beep noise=60.6dBA peak=0.001 (8s)
[gen] fold1_room1_mix4624 walk tier=caution car_drive noise=53.1dBA peak=0.004 (3s)
[gen] fold1_room1_mix4625 static tier=na backup_beep noise=48.3dBA peak=0.000 (3s)
[gen] fold1_room1_mix4626 static tier=na backup_beep noise=58.3dBA peak=0.001 (2s)
[gen] fold1_room1_mix4627 walk tier=caution car_drive+car_drive noise=47.7dBA peak=0.002 (6s)
[gen] fold1_room1_mix4628 walk tier=na none noise=42.9dBA peak=0.000 (0s)
[gen] fold1_room1_mix4629 static tier=caution car_drive+car_drive noise=60.6dBA peak=0.002 (6s)
[gen] fold1_room1_mix4630 walk tier=na siren noise=55.9dBA peak=0.005 (3s)
[gen] fold1_room1_mix4631 static tier=safe car_drive+car_drive+siren+horn noise=57.2dBA peak=0.041 (12s)
[gen] fold1_room1_mix4632 walk tier=na none noise=52.0dBA peak=0.000 (0s)
[gen] fold1_room1_mix4633 walk tier=na bike_bell noise=40.1dBA peak=0.002 (3s)
[gen] fold1_room1_mix4634 static tier=critical car_drive+car_drive+car_drive+horn noise=51.5dBA peak=0.018 (11s)
[gen] fold1_room1_mix4635 walk tier=na siren noise=57.0dBA peak=0.016 (2s)
[gen] fold1_room1_mix4636 static tier=caution car_drive+siren+crossing noise=44.2dBA peak=0.251 (8s)
[gen] fold1_room1_mix4637 static tier=safe car_drive+siren noise=51.2dBA peak=0.007 (5s)
[gen] fold1_room1_mix4638 walk tier=safe car_drive noise=56.6dBA peak=0.001 (3s)
[gen] fold1_room1_mix4639 walk tier=safe car_drive noise=46.8dBA peak=0.000 (3s)
[gen] fold1_room1_mix4640 walk tier=safe car_drive+crossing noise=44.1dBA peak=0.001 (6s)
[gen] fold1_room1_mix4641 static tier=safe car_drive+car_drive+car_drive+siren+siren noise=44.7dBA peak=0.042 (13s)
[gen] fold1_room1_mix4642 static tier=safe car_drive+car_drive+car_drive noise=54.7dBA peak=0.006 (8s)
[3642-7199] 1000/3558 6326s elapsed, 6.33s/clip
[gen] fold1_room1_mix4643 static tier=safe car_drive+car_drive+siren+siren noise=63.0dBA peak=0.010 (10s)
[gen] fold1_room1_mix4644 walk tier=safe car_drive+siren noise=53.4dBA peak=0.064 (6s)
[gen] fold1_room1_mix4645 walk tier=safe car_drive+car_drive+crossing noise=58.9dBA peak=0.002 (9s)
[gen] fold1_room1_mix4646 static tier=critical car_drive+car_drive+bike_bell noise=48.4dBA peak=0.004 (8s)
[gen] fold1_room1_mix4647 walk tier=safe car_drive+crossing noise=42.0dBA peak=0.001 (6s)
[gen] fold1_room1_mix4648 walk tier=caution car_drive+car_drive noise=54.1dBA peak=0.003 (5s)
[gen] fold1_room1_mix4649 static tier=safe car_drive noise=41.1dBA peak=0.000 (3s)
[gen] fold1_room1_mix4650 walk tier=safe car_drive+car_drive+car_drive noise=47.3dBA peak=0.003 (8s)
[gen] fold1_room1_mix4651 static tier=safe car_drive+car_drive+horn noise=52.6dBA peak=0.027 (8s)
[gen] fold1_room1_mix4652 static tier=caution car_drive noise=52.2dBA peak=0.002 (3s)
[gen] fold1_room1_mix4653 walk tier=critical car_drive+car_drive+crossing noise=47.6dBA peak=0.003 (9s)
[gen] fold1_room1_mix4654 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=51.1dBA peak=0.002 (11s)
[gen] fold1_room1_mix4655 static tier=critical car_drive+backup_beep noise=51.7dBA peak=0.006 (5s)
[gen] fold1_room1_mix4656 walk tier=na none noise=45.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix4657 static tier=critical car_drive noise=42.6dBA peak=0.005 (3s)
[gen] fold1_room1_mix4658 static tier=critical car_drive+car_drive+backup_beep+crossing noise=41.0dBA peak=0.007 (11s)
[gen] fold1_room1_mix4659 static tier=caution car_drive+car_drive+car_drive+bike_bell noise=55.2dBA peak=0.005 (18s)
