=== v10.2 gen rows 321-704 (384 clips) ===
[gen] fold1_room2_mix601 walk tier=caution car_drive+siren+siren noise=52.6dBA peak=0.121 (7s)
[gen] fold1_room2_mix602 static tier=safe car_drive+backup_beep+backup_beep noise=54.8dBA peak=0.001 (7s)
[gen] fold1_room2_mix603 walk tier=critical car_drive+backup_beep+backup_beep noise=59.5dBA peak=0.004 (10s)
[gen] fold1_room2_mix604 static tier=caution car_drive+backup_beep+backup_beep noise=54.6dBA peak=0.002 (9s)
[gen] fold1_room2_mix605 walk tier=safe car_drive+backup_beep+backup_beep noise=58.0dBA peak=0.002 (13s)
[gen] fold1_room2_mix606 static tier=critical car_drive+backup_beep+backup_beep noise=50.6dBA peak=0.005 (9s)
[gen] fold1_room2_mix607 walk tier=caution car_drive+backup_beep+backup_beep noise=45.8dBA peak=0.005 (9s)
[gen] fold1_room2_mix608 static tier=safe car_drive+backup_beep+backup_beep noise=47.9dBA peak=0.001 (9s)
[gen] fold1_room2_mix609 walk tier=critical car_drive+backup_beep+backup_beep noise=63.7dBA peak=0.003 (11s)
[gen] fold1_room2_mix610 static tier=caution car_drive+backup_beep+backup_beep noise=58.2dBA peak=0.004 (10s)
[gen] fold1_room2_mix611 walk tier=safe car_drive+backup_beep+backup_beep noise=47.1dBA peak=0.001 (10s)
[gen] fold1_room2_mix612 static tier=critical car_drive+backup_beep+backup_beep noise=54.8dBA peak=0.004 (8s)
[gen] fold1_room2_mix613 walk tier=caution car_drive+backup_beep+backup_beep noise=44.8dBA peak=0.002 (10s)
[gen] fold1_room2_mix614 static tier=safe car_drive+backup_beep+backup_beep noise=43.1dBA peak=0.002 (9s)
[gen] fold1_room2_mix615 walk tier=critical car_drive+backup_beep+backup_beep noise=47.0dBA peak=0.003 (9s)
[gen] fold1_room2_mix616 static tier=caution car_drive+backup_beep+backup_beep noise=62.7dBA peak=0.002 (7s)
[gen] fold1_room2_mix617 walk tier=safe car_drive+backup_beep+backup_beep noise=40.4dBA peak=0.002 (10s)
[gen] fold1_room2_mix618 static tier=critical car_drive+backup_beep+backup_beep noise=40.6dBA peak=0.004 (9s)
[gen] fold1_room2_mix619 walk tier=caution car_drive+backup_beep+backup_beep noise=56.2dBA peak=0.004 (9s)
[gen] fold1_room2_mix620 static tier=safe car_drive+backup_beep+backup_beep noise=49.6dBA peak=0.003 (8s)
[gen] fold1_room2_mix621 walk tier=critical car_drive+backup_beep+backup_beep noise=49.6dBA peak=0.005 (9s)
[321-704] 300/384 2326s elapsed, 7.75s/clip
[gen] fold1_room2_mix622 static tier=caution car_drive+backup_beep+backup_beep noise=47.8dBA peak=0.003 (9s)
[gen] fold1_room2_mix623 walk tier=safe car_drive+backup_beep+backup_beep noise=50.3dBA peak=0.001 (10s)
[gen] fold1_room2_mix624 static tier=critical car_drive+backup_beep+backup_beep noise=46.5dBA peak=0.005 (8s)
[gen] fold1_room2_mix625 walk tier=caution car_drive+backup_beep+backup_beep noise=42.9dBA peak=0.002 (10s)
[gen] fold1_room2_mix626 static tier=safe car_drive+backup_beep+backup_beep noise=58.7dBA peak=0.001 (10s)
[gen] fold1_room2_mix627 walk tier=critical car_drive+backup_beep+backup_beep noise=64.2dBA peak=0.003 (10s)
[gen] fold1_room2_mix628 static tier=caution car_drive+backup_beep+backup_beep noise=46.7dBA peak=0.003 (8s)
[gen] fold1_room2_mix629 walk tier=safe car_drive+backup_beep+backup_beep noise=58.8dBA peak=0.001 (13s)
[gen] fold1_room2_mix630 static tier=critical car_drive+backup_beep+backup_beep noise=57.2dBA peak=0.004 (8s)
[gen] fold1_room2_mix631 walk tier=caution car_drive+backup_beep+backup_beep noise=40.8dBA peak=0.003 (8s)
[gen] fold1_room2_mix632 static tier=safe car_drive+backup_beep+backup_beep noise=55.7dBA peak=0.001 (7s)
[gen] fold1_room2_mix633 walk tier=critical car_drive+backup_beep+backup_beep noise=44.3dBA peak=0.004 (7s)
[gen] fold1_room2_mix634 static tier=caution car_drive+backup_beep+backup_beep noise=49.7dBA peak=0.003 (10s)
[gen] fold1_room2_mix635 walk tier=safe car_drive+backup_beep+backup_beep noise=45.2dBA peak=0.001 (7s)
[gen] fold1_room2_mix636 static tier=critical car_drive+backup_beep+backup_beep noise=60.8dBA peak=0.006 (8s)
[gen] fold1_room2_mix637 walk tier=caution car_drive+backup_beep+backup_beep noise=43.2dBA peak=0.003 (9s)
[gen] fold1_room2_mix638 static tier=safe car_drive+backup_beep+backup_beep noise=45.2dBA peak=0.001 (7s)
[gen] fold1_room2_mix639 walk tier=critical car_drive+bike_bell+bike_bell noise=47.9dBA peak=0.004 (8s)
[gen] fold1_room2_mix640 static tier=caution car_drive+bike_bell+bike_bell noise=52.2dBA peak=0.003 (16s)
[gen] fold1_room2_mix641 walk tier=safe car_drive+bike_bell+bike_bell noise=51.4dBA peak=0.002 (15s)
[gen] fold1_room2_mix642 static tier=critical car_drive+bike_bell+bike_bell noise=60.8dBA peak=0.007 (19s)
[gen] fold1_room2_mix643 walk tier=caution car_drive+bike_bell+bike_bell noise=61.3dBA peak=0.002 (8s)
[gen] fold1_room2_mix644 static tier=safe car_drive+bike_bell+bike_bell noise=56.4dBA peak=0.001 (31s)
[gen] fold1_room2_mix645 walk tier=critical car_drive+bike_bell+bike_bell noise=52.6dBA peak=0.004 (17s)
[gen] fold1_room2_mix646 static tier=caution car_drive+bike_bell+bike_bell noise=47.9dBA peak=0.002 (17s)
[321-704] 325/384 2605s elapsed, 8.02s/clip
[gen] fold1_room2_mix647 walk tier=safe car_drive+bike_bell+bike_bell noise=58.0dBA peak=0.002 (24s)
[gen] fold1_room2_mix648 static tier=critical car_drive+bike_bell+bike_bell noise=61.8dBA peak=0.006 (17s)
[gen] fold1_room2_mix649 walk tier=caution car_drive+bike_bell+bike_bell noise=48.0dBA peak=0.001 (8s)
[gen] fold1_room2_mix650 static tier=safe car_drive+bike_bell+bike_bell noise=41.4dBA peak=0.003 (17s)
[gen] fold1_room2_mix651 walk tier=critical car_drive+bike_bell+bike_bell noise=62.4dBA peak=0.005 (8s)
[gen] fold1_room2_mix652 static tier=caution car_drive+bike_bell+bike_bell noise=57.6dBA peak=0.002 (14s)
[gen] fold1_room2_mix653 walk tier=safe car_drive+bike_bell+bike_bell noise=47.8dBA peak=0.001 (16s)
[gen] fold1_room2_mix654 static tier=critical car_drive+bike_bell+bike_bell noise=55.6dBA peak=0.004 (22s)
[gen] fold1_room2_mix655 walk tier=caution car_drive+bike_bell+bike_bell noise=51.3dBA peak=0.002 (17s)
[gen] fold1_room2_mix656 static tier=safe car_drive+bike_bell+bike_bell noise=52.8dBA peak=0.002 (8s)
[gen] fold1_room2_mix657 walk tier=critical car_drive+bike_bell+bike_bell noise=58.2dBA peak=0.004 (20s)
[gen] fold1_room2_mix658 static tier=caution car_drive+bike_bell+bike_bell noise=53.7dBA peak=0.003 (19s)
[gen] fold1_room2_mix659 walk tier=safe car_drive+bike_bell+bike_bell noise=47.9dBA peak=0.002 (14s)
[gen] fold1_room2_mix660 static tier=critical car_drive+bike_bell+bike_bell noise=49.5dBA peak=0.004 (15s)
[gen] fold1_room2_mix661 walk tier=caution car_drive+bike_bell+bike_bell noise=61.4dBA peak=0.002 (14s)
[gen] fold1_room2_mix662 static tier=safe car_drive+bike_bell+bike_bell noise=53.5dBA peak=0.003 (16s)
[gen] fold1_room2_mix663 walk tier=critical car_drive+bike_bell+bike_bell noise=45.1dBA peak=0.003 (16s)
[gen] fold1_room2_mix664 static tier=caution car_drive+bike_bell+bike_bell noise=41.8dBA peak=0.002 (18s)
[gen] fold1_room2_mix665 walk tier=safe car_drive+bike_bell+bike_bell noise=57.3dBA peak=0.002 (39s)
[gen] fold1_room2_mix666 static tier=critical car_drive+bike_bell+bike_bell noise=54.3dBA peak=0.003 (13s)
[gen] fold1_room2_mix667 walk tier=caution car_drive+bike_bell+bike_bell noise=53.3dBA peak=0.006 (14s)
[gen] fold1_room2_mix668 static tier=safe car_drive+bike_bell+bike_bell noise=43.6dBA peak=0.001 (12s)
[gen] fold1_room2_mix669 walk tier=critical car_drive+bike_bell+bike_bell noise=62.4dBA peak=0.003 (27s)
[gen] fold1_room2_mix670 static tier=caution car_drive+bike_bell+bike_bell noise=43.0dBA peak=0.003 (30s)
[gen] fold1_room2_mix671 walk tier=safe car_drive+bike_bell+bike_bell noise=60.9dBA peak=0.004 (30s)
[321-704] 350/384 3053s elapsed, 8.72s/clip
[gen] fold1_room2_mix672 static tier=critical car_drive+bike_bell+bike_bell noise=45.3dBA peak=0.005 (16s)
[gen] fold1_room2_mix673 walk tier=caution car_drive+bike_bell+bike_bell noise=59.0dBA peak=0.002 (19s)
[gen] fold1_room2_mix674 static tier=safe car_drive+bike_bell+bike_bell noise=51.2dBA peak=0.001 (19s)
[gen] fold1_room2_mix675 walk tier=critical car_drive+bike_bell+bike_bell noise=50.2dBA peak=0.004 (10s)
[gen] fold2_room3_mix001 static tier=na siren noise=63.4dBA peak=0.239 (3s)
[gen] fold2_room3_mix002 walk tier=na siren noise=60.0dBA peak=0.009 (3s)
[gen] fold2_room3_mix003 static tier=na siren noise=50.1dBA peak=0.012 (3s)
[gen] fold2_room3_mix004 walk tier=na siren noise=58.3dBA peak=0.040 (3s)
[gen] fold2_room3_mix005 static tier=na siren noise=46.4dBA peak=0.033 (3s)
[gen] fold2_room3_mix006 walk tier=na siren noise=40.1dBA peak=0.046 (3s)
[gen] fold2_room3_mix007 static tier=na siren noise=47.1dBA peak=0.013 (3s)
[gen] fold2_room3_mix008 walk tier=na siren noise=57.7dBA peak=0.225 (3s)
[gen] fold2_room3_mix009 static tier=na siren noise=55.7dBA peak=0.080 (3s)
[gen] fold2_room3_mix010 walk tier=na siren noise=45.1dBA peak=0.015 (4s)
[gen] fold2_room3_mix011 static tier=na siren noise=60.5dBA peak=0.351 (3s)
[gen] fold2_room3_mix012 walk tier=na siren noise=58.1dBA peak=0.005 (3s)
[gen] fold2_room3_mix013 static tier=na siren noise=51.6dBA peak=0.084 (2s)
[gen] fold2_room3_mix014 walk tier=na siren noise=51.9dBA peak=0.039 (3s)
[gen] fold2_room3_mix015 static tier=na siren noise=46.5dBA peak=0.130 (3s)
[gen] fold2_room3_mix016 walk tier=na siren noise=48.0dBA peak=0.045 (4s)
[gen] fold2_room3_mix017 static tier=na siren noise=54.5dBA peak=0.446 (4s)
[gen] fold2_room3_mix018 walk tier=na siren noise=61.8dBA peak=0.196 (4s)
[gen] fold2_room3_mix019 static tier=na siren noise=40.5dBA peak=0.121 (4s)
[gen] fold2_room3_mix020 walk tier=na siren noise=54.6dBA peak=0.123 (7s)
[gen] fold2_room3_mix021 static tier=na siren noise=64.9dBA peak=0.628 (5s)
[321-704] 375/384 3189s elapsed, 8.50s/clip
[gen] fold2_room3_mix022 walk tier=na siren noise=46.3dBA peak=0.117 (5s)
[gen] fold2_room3_mix023 static tier=na siren noise=61.4dBA peak=0.085 (6s)
[gen] fold2_room3_mix024 walk tier=na siren noise=61.3dBA peak=0.472 (7s)
[gen] fold2_room3_mix025 static tier=na siren noise=47.9dBA peak=0.139 (6s)
[gen] fold2_room3_mix026 walk tier=na siren noise=49.5dBA peak=0.087 (6s)
[gen] fold2_room3_mix027 static tier=na siren noise=48.9dBA peak=0.041 (7s)
[gen] fold2_room3_mix028 walk tier=na siren noise=64.6dBA peak=0.139 (6s)
[gen] fold2_room3_mix029 static tier=na siren noise=40.2dBA peak=0.119 (5s)
[gen] fold2_room3_mix030 walk tier=na siren noise=57.2dBA peak=0.064 (5s)
[321-704] 384/384 3243s elapsed, 8.45s/clip

=== generation done: 384 clips, 3243s ===
=== skip inspect (run separately after all ranges finish) ===
