=== v10.2 gen rows 0-320 (321 clips) ===
[gen] fold1_room2_mix253 static tier=critical car_drive+car_drive+car_drive+horn noise=56.6dBA peak=0.041 (12s)
[gen] fold1_room2_mix254 static tier=caution car_drive+car_drive+car_drive noise=40.6dBA peak=0.003 (10s)
[gen] fold1_room2_mix255 walk tier=safe car_drive+car_drive+car_drive+backup_beep noise=57.4dBA peak=0.005 (13s)
[gen] fold1_room2_mix256 walk tier=critical car_drive+car_drive+car_drive noise=61.9dBA peak=0.005 (8s)
[gen] fold1_room2_mix257 static tier=caution car_drive+car_drive+car_drive+bike_bell noise=53.0dBA peak=0.007 (19s)
[gen] fold1_room2_mix258 static tier=safe car_drive+car_drive+car_drive noise=62.9dBA peak=0.003 (7s)
[gen] fold1_room2_mix259 walk tier=critical car_drive+car_drive+car_drive+crossing noise=50.3dBA peak=0.004 (12s)
[gen] fold1_room2_mix260 walk tier=caution car_drive+car_drive+car_drive noise=53.8dBA peak=0.004 (9s)
[gen] fold1_room2_mix261 static tier=safe car_drive+car_drive+car_drive+siren noise=40.5dBA peak=0.037 (11s)
[gen] fold1_room2_mix262 static tier=critical car_drive+car_drive+car_drive noise=52.7dBA peak=0.003 (7s)
[gen] fold1_room2_mix263 walk tier=caution car_drive+car_drive+car_drive+horn noise=59.8dBA peak=0.005 (9s)
[gen] fold1_room2_mix264 walk tier=safe car_drive+car_drive+car_drive noise=59.6dBA peak=0.004 (7s)
[gen] fold1_room2_mix265 static tier=critical car_drive+car_drive+car_drive+backup_beep noise=56.4dBA peak=0.003 (9s)
[gen] fold1_room2_mix266 static tier=caution car_drive+car_drive+car_drive noise=50.4dBA peak=0.003 (7s)
[gen] fold1_room2_mix267 walk tier=safe car_drive+car_drive+car_drive+bike_bell noise=52.0dBA peak=0.002 (10s)
[gen] fold1_room2_mix268 walk tier=critical car_drive+car_drive+car_drive noise=53.3dBA peak=0.010 (7s)
[gen] fold1_room2_mix269 static tier=caution car_drive+car_drive+car_drive+crossing noise=56.2dBA peak=0.007 (10s)
[gen] fold1_room2_mix270 static tier=safe car_drive+car_drive+car_drive noise=44.8dBA peak=0.007 (7s)
[gen] fold1_room2_mix271 walk tier=critical car_drive+car_drive+car_drive+siren noise=49.9dBA peak=0.071 (10s)
[gen] fold1_room2_mix272 walk tier=caution car_drive+car_drive+car_drive noise=44.8dBA peak=0.004 (8s)
[gen] fold1_room2_mix273 static tier=safe car_drive+car_drive+car_drive+horn noise=41.1dBA peak=0.012 (10s)
[gen] fold1_room2_mix274 static tier=critical car_drive+car_drive+car_drive noise=40.4dBA peak=0.005 (8s)
[gen] fold1_room2_mix275 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=40.3dBA peak=0.006 (10s)
[0-320] 275/321 2762s elapsed, 10.05s/clip
[gen] fold1_room2_mix276 walk tier=safe car_drive+car_drive+car_drive noise=42.7dBA peak=0.002 (7s)
[gen] fold1_room2_mix277 static tier=critical car_drive+car_drive+car_drive+bike_bell noise=40.3dBA peak=0.004 (9s)
[gen] fold1_room2_mix278 static tier=caution car_drive+car_drive+car_drive noise=44.6dBA peak=0.004 (7s)
[gen] fold1_room2_mix279 walk tier=safe car_drive+car_drive+car_drive+crossing noise=62.9dBA peak=0.003 (10s)
[gen] fold1_room2_mix280 walk tier=critical car_drive+car_drive+car_drive noise=55.5dBA peak=0.004 (7s)
[gen] fold1_room2_mix281 static tier=caution car_drive+car_drive+car_drive+siren noise=47.7dBA peak=0.018 (9s)
[gen] fold1_room2_mix282 static tier=safe car_drive+car_drive+car_drive noise=41.2dBA peak=0.008 (7s)
[gen] fold1_room2_mix283 walk tier=critical car_drive+car_drive+car_drive+horn noise=63.3dBA peak=0.014 (9s)
[gen] fold1_room2_mix284 walk tier=caution car_drive+car_drive+car_drive noise=62.8dBA peak=0.004 (7s)
[gen] fold1_room2_mix285 static tier=safe car_drive+car_drive+car_drive+backup_beep noise=52.0dBA peak=0.009 (9s)
[gen] fold1_room2_mix286 static tier=critical car_drive+car_drive+car_drive noise=47.0dBA peak=0.005 (7s)
[gen] fold1_room2_mix287 walk tier=caution car_drive+car_drive+car_drive+bike_bell noise=54.6dBA peak=0.004 (17s)
[gen] fold1_room2_mix288 walk tier=safe car_drive+car_drive+car_drive noise=62.9dBA peak=0.005 (7s)
[gen] fold1_room2_mix289 static tier=critical car_drive+car_drive+car_drive+crossing noise=42.6dBA peak=0.003 (10s)
[gen] fold1_room2_mix290 static tier=caution car_drive+car_drive+car_drive noise=60.1dBA peak=0.003 (10s)
[gen] fold1_room2_mix291 walk tier=safe car_drive+car_drive+car_drive+siren noise=41.9dBA peak=0.048 (18s)
[gen] fold1_room2_mix292 walk tier=critical car_drive+car_drive+car_drive noise=51.6dBA peak=0.003 (13s)
[gen] fold1_room2_mix293 static tier=caution car_drive+car_drive+car_drive+horn noise=54.7dBA peak=0.015 (15s)
[gen] fold1_room2_mix294 static tier=safe car_drive+car_drive+car_drive noise=47.6dBA peak=0.006 (12s)
[gen] fold1_room2_mix295 walk tier=critical car_drive+car_drive+car_drive+backup_beep noise=41.9dBA peak=0.004 (15s)
[gen] fold1_room2_mix296 walk tier=caution car_drive+car_drive+car_drive noise=62.8dBA peak=0.003 (12s)
[gen] fold1_room2_mix297 static tier=safe car_drive+car_drive+car_drive+bike_bell noise=57.5dBA peak=0.008 (16s)
[gen] fold1_room2_mix298 static tier=critical car_drive+car_drive+car_drive noise=51.3dBA peak=0.005 (10s)
[gen] fold1_room2_mix299 walk tier=caution car_drive+car_drive+car_drive+crossing noise=50.4dBA peak=0.003 (13s)
[gen] fold1_room2_mix300 walk tier=safe car_drive+car_drive+car_drive noise=60.2dBA peak=0.001 (9s)
[0-320] 300/321 3028s elapsed, 10.09s/clip
[gen] fold1_room2_mix301 static tier=critical car_drive+car_drive+car_drive+siren noise=49.4dBA peak=0.388 (10s)
[gen] fold1_room2_mix302 static tier=caution car_drive+car_drive+car_drive noise=43.5dBA peak=0.005 (10s)
[gen] fold1_room2_mix303 walk tier=safe car_drive+car_drive+car_drive+horn noise=46.8dBA peak=0.024 (12s)
[gen] fold1_room2_mix304 walk tier=critical car_drive+car_drive+car_drive noise=53.1dBA peak=0.004 (9s)
[gen] fold1_room2_mix305 static tier=caution car_drive+car_drive+car_drive+backup_beep noise=62.5dBA peak=0.005 (11s)
[gen] fold1_room2_mix306 static tier=safe car_drive+car_drive+car_drive noise=57.1dBA peak=0.003 (9s)
[gen] fold1_room2_mix307 walk tier=critical car_drive+car_drive+car_drive+bike_bell noise=58.9dBA peak=0.009 (12s)
[gen] fold1_room2_mix308 walk tier=caution car_drive+car_drive+car_drive noise=44.1dBA peak=0.002 (9s)
[gen] fold1_room2_mix309 static tier=safe car_drive+car_drive+car_drive+crossing noise=57.0dBA peak=0.002 (12s)
[gen] fold1_room2_mix310 static tier=critical car_drive+car_drive+car_drive noise=54.5dBA peak=0.004 (8s)
[gen] fold1_room2_mix311 walk tier=caution car_drive+car_drive+car_drive+siren noise=45.4dBA peak=0.045 (12s)
[gen] fold1_room2_mix312 walk tier=safe car_drive+car_drive+car_drive noise=49.2dBA peak=0.003 (10s)
[gen] fold1_room2_mix313 static tier=critical car_drive+car_drive+car_drive+horn noise=58.4dBA peak=0.039 (11s)
[gen] fold1_room2_mix314 static tier=caution car_drive+car_drive+car_drive noise=64.1dBA peak=0.007 (12s)
[gen] fold1_room2_mix315 walk tier=safe car_drive+car_drive+car_drive+backup_beep noise=46.5dBA peak=0.003 (22s)
[gen] fold1_room2_mix316 walk tier=critical car_drive+car_drive+car_drive noise=58.7dBA peak=0.003 (21s)
[gen] fold1_room2_mix317 static tier=caution car_drive+car_drive+car_drive+bike_bell noise=41.7dBA peak=0.005 (23s)
[gen] fold1_room2_mix318 static tier=safe car_drive+car_drive+car_drive noise=46.4dBA peak=0.002 (12s)
[gen] fold1_room2_mix319 walk tier=critical car_drive+car_drive+car_drive+crossing noise=46.3dBA peak=0.005 (18s)
[gen] fold1_room2_mix320 walk tier=caution car_drive+car_drive+car_drive noise=55.2dBA peak=0.005 (12s)
[gen] fold1_room2_mix321 static tier=safe car_drive+car_drive+car_drive+siren noise=64.0dBA peak=0.010 (15s)
[0-320] 321/321 3300s elapsed, 10.28s/clip

=== generation done: 321 clips, 3300s ===
=== skip inspect (run separately after all ranges finish) ===
