car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold30_room1_mix0298,safe,static,1,1,v11core,residential,13031104513,fold30,bike_bell,R,,
R,fold30_room1_mix0299,safe,walk,1,0,v11core,daily,13031209242,fold30,,,,
R,fold30_room1_mix0300,critical,static,3,1,v11core,arterial,13031313971,fold30,siren,L,,
L,fold30_room1_mix0301,critical,walk,1,0,v11core,arterial,13031418700,fold30,,,,
R,fold30_room1_mix0302,critical,static,3,0,v11core,daily,13031523429,fold30,,,,
L,fold30_room1_mix0303,safe,walk,1,2,v11core,residential,13031628158,fold30,bike_bell,L,bike_bell,R
R,fold30_room1_mix0304,safe,static,2,0,v11core,daily,13031732887,fold30,,,,
R,fold30_room1_mix0305,safe,walk,1,2,v11core,residential,13031837616,fold30,backup_beep,L,backup_beep,R
R,fold30_room1_mix0306,critical,walk,3,1,v11core,arterial,13031942345,fold30,crossing,R,,
R,fold30_room1_mix0307,caution,walk,2,0,v11core,daily,13032047074,fold30,,,,
,fold30_room1_mix0308,na,static,0,0,v11core,residential,13032151803,fold30,,,,
,fold30_room1_mix0309,na,static,0,1,v11core,residential,13032256532,fold30,bike_bell,L,,
,fold30_room1_mix0310,na,walk,0,0,v11core,residential,13032361261,fold30,,,,
R,fold30_room1_mix0311,safe,static,2,1,v11core,arterial,13032465990,fold30,backup_beep,L,,
,fold30_room1_mix0312,na,static,0,1,v11core,daily,13032570719,fold30,horn,R,,
L,fold30_room1_mix0313,critical,walk,1,0,v11core,daily,13032675448,fold30,,,,
L,fold30_room1_mix0314,caution,static,2,2,v11core,arterial,13032780177,fold30,siren,L,bike_bell,L
R,fold30_room1_mix0315,safe,static,1,1,v11core,daily,13032884906,fold30,siren,L,,
L,fold30_room1_mix0316,critical,walk,1,0,v11core,residential,13032989635,fold30,,,,
R,fold30_room1_mix0317,safe,walk,2,1,v11core,arterial,13033094364,fold30,horn,R,,
L,fold30_room1_mix0318,safe,walk,1,1,v11core,daily,13033199093,fold30,crossing,L,,
,fold30_room1_mix0319,na,static,0,1,v11core,residential,13033303822,fold30,crossing,L,,
R,fold30_room1_mix0320,safe,walk,1,0,v11core,residential,13033408551,fold30,,,,
,fold30_room1_mix0321,na,static,0,2,v11core,residential,13033513280,fold30,horn,L,bike_bell,L
L,fold30_room1_mix0322,caution,static,1,0,v11core,residential,13033618009,fold30,,,,
R,fold30_room1_mix0323,safe,walk,1,0,v11core,daily,13033722738,fold30,,,,
R,fold30_room1_mix0324,caution,static,1,0,v11core,residential,13033827467,fold30,,,,
,fold30_room1_mix0325,na,walk,0,0,v11core,residential,13033932196,fold30,,,,
L,fold30_room1_mix0326,critical,static,1,0,v11core,daily,13034036925,fold30,,,,
R,fold30_room1_mix0327,caution,walk,2,1,v11core,residential,13034141654,fold30,siren,R,,
,fold30_room1_mix0328,na,static,0,2,v11core,residential,13034246383,fold30,siren,R,siren,L
R,fold30_room1_mix0329,caution,walk,3,2,v11core,arterial,13034351112,fold30,bike_bell,L,crossing,L
R,fold30_room1_mix0330,critical,walk,1,0,v11core,daily,13034455841,fold30,,,,
R,fold30_room1_mix0331,safe,walk,3,1,v11core,arterial,13034560570,fold30,horn,L,,
,fold30_room1_mix0332,na,walk,0,0,v11core,residential,13034665299,fold30,,,,
L,fold30_room1_mix0333,critical,static,3,0,v11core,arterial,13034770028,fold30,,,,
L,fold30_room1_mix0334,caution,walk,1,1,v11core,daily,13034874757,fold30,backup_beep,R,,
R,fold30_room1_mix0335,caution,static,2,0,v11core,arterial,13034979486,fold30,,,,
L,fold30_room1_mix0336,safe,walk,2,0,v11core,residential,13035084215,fold30,,,,
R,fold30_room1_mix0337,safe,static,1,0,v11core,daily,13035188944,fold30,,,,
,fold30_room1_mix0338,na,walk,0,1,v11core,residential,13035293673,fold30,bike_bell,L,,
L,fold30_room1_mix0339,caution,walk,1,1,v11core,daily,13035398402,fold30,horn,L,,
L,fold30_room1_mix0340,critical,walk,3,1,v11core,arterial,13035503131,fold30,siren,L,,
R,fold30_room1_mix0341,critical,walk,2,1,v11core,residential,13035607860,fold30,siren,L,,
L,fold30_room1_mix0342,caution,walk,1,0,v11core,residential,13035712589,fold30,,,,
L,fold30_room1_mix0343,caution,walk,2,1,v11core,daily,13035817318,fold30,backup_beep,R,,
L,fold30_room1_mix0344,caution,walk,3,2,v11core,daily,13035922047,fold30,horn,L,crossing,L
,fold30_room1_mix0345,na,static,0,0,v11core,residential,13036026776,fold30,,,,
L,fold30_room1_mix0346,safe,static,1,0,v11core,daily,13036131505,fold30,,,,
R,fold30_room1_mix0347,caution,static,2,1,v11core,daily,13036236234,fold30,crossing,R,,
,fold30_room1_mix0348,na,static,0,0,v11core,residential,13036340963,fold30,,,,
R,fold30_room1_mix0349,critical,static,3,1,v11core,arterial,13036445692,fold30,bike_bell,L,,
L,fold30_room1_mix0350,critical,static,1,1,v11core,daily,13036550421,fold30,crossing,R,,
L,fold30_room1_mix0351,caution,static,1,2,v11core,daily,13036655150,fold30,bike_bell,L,crossing,R
,fold30_room1_mix0352,na,static,0,0,v11core,residential,13036759879,fold30,,,,
R,fold30_room1_mix0353,critical,static,1,0,v11core,daily,13036864608,fold30,,,,
L,fold30_room1_mix0354,safe,static,1,1,v11core,daily,13036969337,fold30,crossing,L,,
R,fold30_room1_mix0355,critical,walk,1,2,v11core,daily,13037074066,fold30,horn,R,bike_bell,L
L,fold30_room1_mix0356,caution,static,1,0,v11core,residential,13037178795,fold30,,,,
L,fold30_room1_mix0357,critical,static,2,0,v11core,daily,13037283524,fold30,,,,
R,fold30_room1_mix0358,critical,walk,3,0,v11core,daily,13037388253,fold30,,,,
R,fold30_room1_mix0359,caution,static,2,1,v11core,daily,13037492982,fold30,siren,L,,
,fold30_room1_mix0360,na,walk,0,2,v11core,residential,13037597711,fold30,bike_bell,R,bike_bell,L
L,fold30_room1_mix0361,critical,static,3,0,v11core,arterial,13037702440,fold30,,,,
,fold30_room1_mix0362,na,static,0,1,v11core,residential,13037807169,fold30,bike_bell,R,,
R,fold30_room1_mix0363,critical,static,1,2,v11core,daily,13037911898,fold30,siren,R,crossing,R
L,fold30_room1_mix0364,safe,static,1,1,v11core,daily,13038016627,fold30,siren,L,,
,fold30_room1_mix0365,na,static,0,2,v11core,residential,13038121356,fold30,siren,R,horn,L
L,fold30_room1_mix0366,critical,static,1,0,v11core,residential,13038226085,fold30,,,,
R,fold30_room1_mix0367,safe,walk,1,2,v11core,daily,13038330814,fold30,horn,R,bike_bell,L
R,fold30_room1_mix0368,critical,walk,1,0,v11core,daily,13038435543,fold30,,,,
R,fold30_room1_mix0369,critical,static,1,1,v11core,daily,13038540272,fold30,siren,L,,
L,fold30_room1_mix0370,safe,walk,1,2,v11core,arterial,13038645001,fold30,backup_beep,L,crossing,R
,fold30_room1_mix0371,na,static,0,1,v11core,residential,13038749730,fold30,siren,R,,
,fold30_room1_mix0372,na,walk,0,0,v11core,residential,13038854459,fold30,,,,
L,fold30_room1_mix0373,caution,static,1,1,v11core,residential,13038959188,fold30,backup_beep,R,,
,fold30_room1_mix0374,na,walk,0,1,v11core,residential,13039063917,fold30,horn,L,,
R,fold30_room1_mix0375,caution,walk,1,2,v11core,daily,13039168646,fold30,siren,L,crossing,L
R,fold30_room1_mix0376,caution,static,3,1,v11core,daily,13039273375,fold30,bike_bell,R,,
L,fold30_room1_mix0377,critical,static,1,0,v11core,residential,13039378104,fold30,,,,
R,fold30_room1_mix0378,safe,walk,1,0,v11core,residential,13039482833,fold30,,,,
R,fold30_room1_mix0379,caution,walk,1,2,v11core,daily,13039587562,fold30,horn,L,crossing,R
L,fold30_room1_mix0380,caution,static,2,0,v11core,daily,13039692291,fold30,,,,
R,fold30_room1_mix0381,caution,walk,3,1,v11core,daily,13039797020,fold30,crossing,R,,
,fold30_room1_mix0382,na,walk,0,0,v11core,residential,13039901749,fold30,,,,
L,fold30_room1_mix0383,critical,static,3,1,v11core,arterial,13040006478,fold30,horn,L,,
R,fold30_room1_mix0384,critical,static,2,0,v11core,residential,13040111207,fold30,,,,
L,fold30_room1_mix0385,caution,static,3,0,v11core,daily,13040215936,fold30,,,,
L,fold30_room1_mix0386,caution,walk,2,1,v11core,residential,13040320665,fold30,backup_beep,R,,
R,fold30_room1_mix0387,safe,static,3,0,v11core,daily,13040425394,fold30,,,,
L,fold30_room1_mix0388,safe,walk,2,0,v11core,arterial,13040530123,fold30,,,,
R,fold30_room1_mix0389,critical,walk,1,1,v11core,daily,13040634852,fold30,crossing,R,,
,fold30_room1_mix0390,na,static,0,0,v11core,residential,13040739581,fold30,,,,
,fold30_room1_mix0391,na,walk,0,1,v11core,residential,13040844310,fold30,bike_bell,L,,
L,fold30_room1_mix0392,critical,static,1,0,v11core,residential,13040949039,fold30,,,,
L,fold30_room1_mix0393,safe,walk,2,0,v11core,arterial,13041053768,fold30,,,,
R,fold30_room1_mix0394,caution,walk,2,0,v11core,daily,13041158497,fold30,,,,
L,fold30_room1_mix0395,critical,static,1,1,v11core,residential,13041263226,fold30,siren,R,,
R,fold30_room1_mix0396,critical,walk,1,1,v11core,residential,13041367955,fold30,backup_beep,L,,
R,fold30_room1_mix0397,caution,walk,1,1,v11core,residential,13041472684,fold30,horn,R,,
R,fold30_room1_mix0398,safe,walk,1,0,v11core,residential,13041577413,fold30,,,,
L,fold30_room1_mix0399,critical,walk,1,0,v11core,residential,13041682142,fold30,,,,
R,fold30_room1_mix0400,safe,walk,2,0,v11core,daily,13041786871,fold30,,,,
L,fold30_room1_mix0401,critical,walk,1,0,v11core,daily,13041891600,fold30,,,,
,fold30_room1_mix0402,na,walk,0,1,v11core,residential,13041996329,fold30,siren,L,,
L,fold30_room1_mix0403,critical,walk,3,0,v11core,arterial,13042101058,fold30,,,,
R,fold30_room1_mix0404,caution,static,1,2,v11core,daily,13042205787,fold30,horn,R,bike_bell,L
R,fold30_room1_mix0405,safe,static,3,1,v11core,daily,13042310516,fold30,bike_bell,R,,
L,fold30_room1_mix0406,safe,walk,2,0,v11core,daily,13042415245,fold30,,,,
L,fold30_room1_mix0407,critical,walk,1,1,v11core,daily,13042519974,fold30,horn,R,,
R,fold30_room1_mix0408,caution,static,1,0,v11core,daily,13042624703,fold30,,,,
L,fold30_room1_mix0409,safe,static,2,0,v11core,arterial,13042729432,fold30,,,,
,fold30_room1_mix0410,na,walk,0,0,v11core,residential,13042834161,fold30,,,,
L,fold30_room1_mix0411,caution,walk,3,0,v11core,arterial,13042938890,fold30,,,,
,fold30_room1_mix0412,na,static,0,0,v11core,residential,13043043619,fold30,,,,
,fold30_room1_mix0413,na,static,0,1,v11core,residential,13043148348,fold30,crossing,R,,
L,fold30_room1_mix0414,critical,walk,2,2,v11core,residential,13043253077,fold30,backup_beep,L,crossing,R
L,fold30_room1_mix0415,critical,static,3,2,v11core,arterial,13043357806,fold30,siren,L,siren,R
L,fold30_room1_mix0416,safe,walk,1,1,v11core,daily,13043462535,fold30,horn,R,,
,fold30_room1_mix0417,na,static,0,0,v11core,residential,13043567264,fold30,,,,
R,fold30_room1_mix0418,safe,walk,2,0,v11core,daily,13043671993,fold30,,,,
R,fold30_room1_mix0419,caution,static,1,0,v11core,residential,13043776722,fold30,,,,
L,fold30_room1_mix0420,critical,static,1,1,v11core,daily,13043881451,fold30,horn,L,,
L,fold30_room1_mix0421,safe,walk,3,2,v11core,arterial,13043986180,fold30,horn,L,bike_bell,L
L,fold30_room1_mix0422,critical,walk,1,2,v11core,arterial,13044090909,fold30,bike_bell,L,crossing,R
R,fold30_room1_mix0423,safe,static,3,0,v11core,arterial,13044195638,fold30,,,,
R,fold30_room1_mix0424,caution,static,1,1,v11core,residential,13044300367,fold30,backup_beep,L,,
,fold30_room1_mix0425,na,static,0,1,v11core,residential,13044405096,fold30,backup_beep,L,,
R,fold30_room1_mix0426,safe,static,1,1,v11core,daily,13044509825,fold30,backup_beep,L,,
,fold30_room1_mix0427,na,static,0,2,v11core,daily,13044614554,fold30,backup_beep,L,backup_beep,R
L,fold30_room1_mix0428,caution,walk,1,1,v11core,residential,13044719283,fold30,bike_bell,R,,
L,fold30_room1_mix0429,critical,walk,2,0,v11core,daily,13044824012,fold30,,,,
R,fold30_room1_mix0430,critical,walk,1,0,v11core,residential,13044928741,fold30,,,,
L,fold30_room1_mix0431,caution,walk,1,0,v11core,residential,13045033470,fold30,,,,
R,fold30_room1_mix0432,critical,static,1,0,v11core,residential,13045138199,fold30,,,,
R,fold30_room1_mix0433,caution,static,1,0,v11core,arterial,13045242928,fold30,,,,
R,fold30_room1_mix0434,caution,walk,1,0,v11core,residential,13045347657,fold30,,,,
R,fold30_room1_mix0435,caution,static,3,0,v11core,arterial,13045452386,fold30,,,,
,fold30_room1_mix0436,na,static,0,0,v11core,residential,13045557115,fold30,,,,
L,fold30_room1_mix0437,critical,static,1,0,v11core,residential,13045661844,fold30,,,,
L,fold30_room1_mix0438,critical,static,1,0,v11core,daily,13045766573,fold30,,,,
,fold30_room1_mix0439,na,walk,0,0,v11core,residential,13045871302,fold30,,,,
L,fold30_room1_mix0440,critical,walk,1,0,v11core,daily,13045976031,fold30,,,,
R,fold30_room1_mix0441,safe,static,1,1,v11core,daily,13046080760,fold30,backup_beep,L,,
L,fold30_room1_mix0442,caution,static,1,2,v11core,residential,13046185489,fold30,bike_bell,L,bike_bell,R
L,fold30_room1_mix0443,caution,static,1,0,v11core,daily,13046290218,fold30,,,,
L,fold30_room1_mix0444,caution,walk,1,0,v11core,daily,13046394947,fold30,,,,
L,fold30_room1_mix0445,critical,walk,2,1,v11core,arterial,13046499676,fold30,crossing,R,,
L,fold30_room1_mix0446,safe,walk,3,1,v11core,daily,13046604405,fold30,crossing,L,,
R,fold30_room1_mix0447,caution,walk,1,1,v11core,daily,13046709134,fold30,horn,R,,
R,fold30_room1_mix0448,safe,walk,2,0,v11core,arterial,13046813863,fold30,,,,
R,fold30_room1_mix0449,safe,static,2,2,v11core,daily,13046918592,fold30,backup_beep,L,backup_beep,R
L,fold30_room1_mix0450,critical,walk,3,1,v11core,arterial,13047023321,fold30,backup_beep,R,,
R,fold30_room1_mix0451,caution,static,1,2,v11core,residential,13047128050,fold30,siren,L,bike_bell,L
L,fold30_room1_mix0452,safe,static,2,0,v11core,residential,13047232779,fold30,,,,
R,fold30_room1_mix0453,safe,walk,1,1,v11core,daily,13047337508,fold30,horn,R,,
R,fold30_room1_mix0454,safe,walk,1,0,v11core,residential,13047442237,fold30,,,,
L,fold30_room1_mix0455,critical,static,1,2,v11core,daily,13047546966,fold30,siren,L,siren,R
L,fold30_room1_mix0456,safe,static,1,0,v11core,daily,13047651695,fold30,,,,
L,fold30_room1_mix0457,caution,static,1,0,v11core,residential,13047756424,fold30,,,,
L,fold30_room1_mix0458,safe,walk,1,0,v11core,residential,13047861153,fold30,,,,
R,fold30_room1_mix0459,critical,walk,1,1,v11core,daily,13047965882,fold30,siren,R,,
L,fold30_room1_mix0460,safe,static,1,1,v11core,daily,13048070611,fold30,bike_bell,L,,
R,fold30_room1_mix0461,safe,walk,1,2,v11core,residential,13048175340,fold30,horn,R,backup_beep,L
R,fold30_room1_mix0462,caution,static,1,2,v11core,daily,13048280069,fold30,backup_beep,R,crossing,R
R,fold30_room1_mix0463,safe,static,1,1,v11core,residential,13048384798,fold30,backup_beep,R,,
L,fold30_room1_mix0464,caution,walk,1,1,v11core,daily,13048489527,fold30,horn,L,,
,fold30_room1_mix0465,na,static,0,1,v11core,residential,13048594256,fold30,crossing,L,,
L,fold30_room1_mix0466,safe,static,1,1,v11core,daily,13048698985,fold30,crossing,L,,
L,fold30_room1_mix0467,caution,static,1,1,v11core,daily,13048803714,fold30,bike_bell,L,,
L,fold30_room1_mix0468,critical,walk,1,0,v11core,residential,13048908443,fold30,,,,
R,fold30_room1_mix0469,critical,walk,3,1,v11core,daily,13049013172,fold30,bike_bell,R,,
L,fold30_room1_mix0470,caution,walk,2,1,v11core,daily,13049117901,fold30,horn,L,,
R,fold30_room1_mix0471,critical,walk,3,0,v11core,daily,13049222630,fold30,,,,
R,fold30_room1_mix0472,safe,walk,1,0,v11core,daily,13049327359,fold30,,,,
R,fold30_room1_mix0473,caution,walk,3,0,v11core,arterial,13049432088,fold30,,,,
R,fold30_room1_mix0474,caution,walk,1,1,v11core,daily,13049536817,fold30,backup_beep,R,,
,fold30_room1_mix0475,na,walk,0,2,v11core,residential,13049641546,fold30,horn,L,backup_beep,L
L,fold30_room1_mix0476,critical,walk,1,1,v11core,residential,13049746275,fold30,bike_bell,L,,
L,fold30_room1_mix0477,caution,walk,1,0,v11core,residential,13049851004,fold30,,,,
,fold30_room1_mix0478,na,walk,0,2,v11core,residential,13049955733,fold30,siren,L,bike_bell,R
R,fold30_room1_mix0479,safe,static,1,0,v11core,daily,13050060462,fold30,,,,
R,fold30_room1_mix0480,caution,walk,2,0,v11core,arterial,13050165191,fold30,,,,
R,fold30_room1_mix0481,safe,walk,1,0,v11core,residential,13050269920,fold30,,,,
L,fold30_room1_mix0482,caution,walk,3,0,v11core,arterial,13050374649,fold30,,,,
L,fold30_room1_mix0483,caution,static,3,0,v11core,arterial,13050479378,fold30,,,,
R,fold30_room1_mix0484,caution,static,1,1,v11core,daily,13050584107,fold30,crossing,R,,
,fold30_room1_mix0485,na,walk,0,0,v11core,daily,13050688836,fold30,,,,
R,fold30_room1_mix0486,safe,walk,3,1,v11core,daily,13050793565,fold30,bike_bell,R,,
R,fold30_room1_mix0487,safe,static,1,0,v11core,daily,13050898294,fold30,,,,
R,fold30_room1_mix0488,caution,static,3,2,v11core,arterial,13051003023,fold30,backup_beep,R,bike_bell,R
,fold30_room1_mix0489,na,static,0,0,v11core,residential,13051107752,fold30,,,,
R,fold30_room1_mix0490,safe,walk,2,1,v11core,residential,13051212481,fold30,backup_beep,L,,
L,fold30_room1_mix0491,critical,static,1,0,v11core,daily,13051317210,fold30,,,,
L,fold30_room1_mix0492,safe,static,1,2,v11core,daily,13051421939,fold30,backup_beep,R,backup_beep,L
L,fold30_room1_mix0493,caution,walk,2,0,v11core,residential,13051526668,fold30,,,,
L,fold30_room1_mix0494,safe,static,1,2,v11core,daily,13051631397,fold30,horn,R,backup_beep,R
L,fold30_room1_mix0495,critical,static,2,0,v11core,arterial,13051736126,fold30,,,,
L,fold30_room1_mix0496,safe,walk,2,1,v11core,daily,13051840855,fold30,bike_bell,R,,
R,fold30_room1_mix0497,safe,static,1,0,v11core,daily,13051945584,fold30,,,,
,fold30_room1_mix0498,na,static,0,1,v11core,daily,13052050313,fold30,siren,L,,
R,fold30_room1_mix0499,safe,static,3,0,v11core,arterial,13052155042,fold30,,,,
R,fold30_room1_mix0500,critical,static,1,0,v11core,residential,13052259771,fold30,,,,
,fold30_room1_mix0501,na,static,0,0,v11core,residential,13052364500,fold30,,,,
L,fold30_room1_mix0502,caution,walk,1,1,v11core,daily,13052469229,fold30,crossing,L,,
,fold30_room1_mix0503,na,walk,0,0,v11core,residential,13052573958,fold30,,,,
R,fold30_room1_mix0504,caution,static,2,0,v11core,daily,13052678687,fold30,,,,
,fold30_room1_mix0505,na,static,0,0,v11core,daily,13052783416,fold30,,,,
R,fold30_room1_mix0506,critical,static,2,1,v11core,daily,13052888145,fold30,backup_beep,R,,
L,fold30_room1_mix0507,caution,walk,1,1,v11core,daily,13052992874,fold30,backup_beep,L,,
L,fold30_room1_mix0508,critical,static,1,0,v11core,arterial,13053097603,fold30,,,,
,fold30_room1_mix0509,na,walk,0,0,v11core,residential,13053202332,fold30,,,,
L,fold30_room1_mix0510,critical,walk,3,1,v11core,arterial,13053307061,fold30,horn,R,,
R,fold30_room1_mix0511,critical,static,1,0,v11core,daily,13053411790,fold30,,,,
L,fold30_room1_mix0512,caution,walk,1,1,v11core,residential,13053516519,fold30,siren,R,,
,fold30_room1_mix0513,na,static,0,1,v11core,daily,13053621248,fold30,horn,L,,
L,fold30_room1_mix0514,safe,walk,1,1,v11core,residential,13053725977,fold30,horn,L,,
L,fold30_room1_mix0515,caution,static,3,1,v11core,daily,13053830706,fold30,crossing,L,,
L,fold30_room1_mix0516,safe,static,2,1,v11core,daily,13053935435,fold30,bike_bell,L,,
R,fold30_room1_mix0517,critical,walk,1,0,v11core,daily,13054040164,fold30,,,,
L,fold30_room1_mix0518,critical,walk,1,0,v11core,daily,13054144893,fold30,,,,
L,fold30_room1_mix0519,safe,static,1,0,v11core,daily,13054249622,fold30,,,,
,fold30_room1_mix0520,na,static,0,0,v11core,residential,13054354351,fold30,,,,
L,fold30_room1_mix0521,safe,walk,2,0,v11core,daily,13054459080,fold30,,,,
L,fold30_room1_mix0522,caution,static,1,2,v11core,daily,13054563809,fold30,siren,R,horn,L
,fold30_room1_mix0523,na,static,0,0,v11core,residential,13054668538,fold30,,,,
R,fold30_room1_mix0524,safe,walk,1,0,v11core,daily,13054773267,fold30,,,,
L,fold30_room1_mix0525,critical,walk,2,1,v11core,daily,13054877996,fold30,crossing,L,,
,fold30_room1_mix0526,na,static,0,1,v11core,residential,13054982725,fold30,siren,L,,
R,fold30_room1_mix0527,caution,static,2,0,v11core,daily,13055087454,fold30,,,,
L,fold30_room1_mix0528,safe,static,1,0,v11core,residential,13055192183,fold30,,,,
,fold30_room1_mix0529,na,walk,0,2,v11core,residential,13055296912,fold30,siren,R,crossing,L
,fold30_room1_mix0530,na,walk,0,1,v11core,residential,13055401641,fold30,crossing,R,,
,fold30_room1_mix0531,na,walk,0,1,v11core,daily,13055506370,fold30,horn,L,,
R,fold30_room1_mix0532,safe,static,2,0,v11core,daily,13055611099,fold30,,,,
R,fold30_room1_mix0533,safe,static,1,0,v11core,daily,13055715828,fold30,,,,
L,fold30_room1_mix0534,safe,walk,1,0,v11core,daily,13055820557,fold30,,,,
,fold30_room1_mix0535,na,static,0,1,v11core,residential,13055925286,fold30,crossing,R,,
L,fold30_room1_mix0536,safe,static,2,0,v11core,arterial,13056030015,fold30,,,,
R,fold30_room1_mix0537,critical,static,1,2,v11core,residential,13056134744,fold30,horn,R,bike_bell,L
R,fold30_room1_mix0538,safe,static,2,1,v11core,daily,13056239473,fold30,bike_bell,R,,
R,fold30_room1_mix0539,safe,walk,1,0,v11core,arterial,13056344202,fold30,,,,
R,fold30_room1_mix0540,caution,static,3,0,v11core,arterial,13056448931,fold30,,,,
L,fold30_room1_mix0541,caution,static,2,1,v11core,arterial,13056553660,fold30,siren,L,,
R,fold30_room1_mix0542,caution,static,2,0,v11core,arterial,13056658389,fold30,,,,
L,fold30_room1_mix0543,safe,walk,3,2,v11core,daily,13056763118,fold30,horn,L,backup_beep,R
L,fold30_room1_mix0544,caution,walk,2,0,v11core,arterial,13056867847,fold30,,,,
L,fold30_room1_mix0545,safe,walk,1,0,v11core,residential,13056972576,fold30,,,,
L,fold30_room1_mix0546,safe,walk,1,0,v11core,daily,13057077305,fold30,,,,
R,fold30_room1_mix0547,critical,static,2,0,v11core,daily,13057182034,fold30,,,,
R,fold30_room1_mix0548,caution,walk,1,0,v11core,residential,13057286763,fold30,,,,
L,fold30_room1_mix0549,caution,walk,2,2,v11core,daily,13057391492,fold30,siren,L,siren,R
R,fold30_room1_mix0550,critical,walk,1,1,v11core,arterial,13057496221,fold30,siren,L,,
L,fold30_room1_mix0551,critical,static,3,2,v11core,daily,13057600950,fold30,horn,L,crossing,L
R,fold30_room1_mix0552,critical,static,2,1,v11core,daily,13057705679,fold30,crossing,R,,
,fold30_room1_mix0553,na,walk,0,0,v11core,residential,13057810408,fold30,,,,
L,fold30_room1_mix0554,safe,static,2,0,v11core,daily,13057915137,fold30,,,,
R,fold30_room1_mix0555,critical,walk,1,1,v11core,daily,13058019866,fold30,backup_beep,L,,
L,fold30_room1_mix0556,critical,static,2,1,v11core,arterial,13058124595,fold30,horn,R,,
L,fold30_room1_mix0557,safe,static,2,1,v11core,residential,13058229324,fold30,crossing,R,,
R,fold30_room1_mix0558,safe,walk,1,1,v11core,daily,13058334053,fold30,horn,L,,
R,fold30_room1_mix0559,safe,static,1,0,v11core,daily,13058438782,fold30,,,,
R,fold30_room1_mix0560,caution,static,2,0,v11core,residential,13058543511,fold30,,,,
R,fold30_room1_mix0561,caution,walk,2,1,v11core,arterial,13058648240,fold30,horn,L,,
R,fold30_room1_mix0562,safe,static,1,1,v11core,residential,13058752969,fold30,crossing,R,,
L,fold30_room1_mix0563,caution,static,1,0,v11core,daily,13058857698,fold30,,,,
L,fold30_room1_mix0564,critical,walk,1,2,v11core,residential,13058962427,fold30,horn,R,crossing,R
R,fold30_room1_mix0565,safe,walk,2,0,v11core,arterial,13059067156,fold30,,,,
L,fold30_room1_mix0566,safe,walk,1,0,v11core,residential,13059171885,fold30,,,,
L,fold30_room1_mix0567,critical,static,1,2,v11core,arterial,13059276614,fold30,siren,L,siren,R
L,fold30_room1_mix0568,critical,static,3,1,v11core,arterial,13059381343,fold30,crossing,R,,
L,fold30_room1_mix0569,critical,walk,1,1,v11core,daily,13059486072,fold30,crossing,L,,
,fold30_room1_mix0570,na,walk,0,0,v11core,residential,13059590801,fold30,,,,
L,fold30_room1_mix0571,safe,walk,2,1,v11core,daily,13059695530,fold30,horn,L,,
L,fold30_room1_mix0572,critical,static,2,2,v11core,daily,13059800259,fold30,bike_bell,R,crossing,L
L,fold30_room1_mix0573,critical,walk,2,0,v11core,arterial,13059904988,fold30,,,,
R,fold30_room1_mix0574,critical,walk,1,0,v11core,residential,13060009717,fold30,,,,
L,fold30_room1_mix0575,caution,walk,2,0,v11core,daily,13060114446,fold30,,,,
L,fold30_room1_mix0576,caution,static,1,2,v11core,residential,13060219175,fold30,horn,L,crossing,R
,fold30_room1_mix0577,na,walk,0,0,v11core,residential,13060323904,fold30,,,,
L,fold30_room1_mix0578,critical,walk,2,0,v11core,daily,13060428633,fold30,,,,
,fold30_room1_mix0579,na,walk,0,1,v11core,residential,13060533362,fold30,horn,L,,
,fold30_room1_mix0580,na,walk,0,1,v11core,residential,13060638091,fold30,siren,L,,
R,fold30_room1_mix0581,caution,walk,1,1,v11core,residential,13060742820,fold30,backup_beep,R,,
R,fold30_room1_mix0582,caution,walk,2,1,v11core,daily,13060847549,fold30,backup_beep,R,,
,fold30_room1_mix0583,na,walk,0,1,v11core,residential,13060952278,fold30,crossing,R,,
R,fold30_room1_mix0584,safe,walk,2,2,v11core,arterial,13061057007,fold30,bike_bell,L,bike_bell,R
R,fold30_room1_mix0585,critical,static,1,1,v11core,daily,13061161736,fold30,horn,R,,
,fold30_room1_mix0586,na,walk,0,2,v11core,residential,13061266465,fold30,backup_beep,L,crossing,R
R,fold30_room1_mix0587,caution,walk,3,1,v11core,arterial,13061371194,fold30,crossing,L,,
R,fold30_room1_mix0588,safe,static,1,0,v11core,daily,13061475923,fold30,,,,
R,fold30_room1_mix0589,caution,static,1,0,v11core,daily,13061580652,fold30,,,,
R,fold30_room1_mix0590,safe,static,1,1,v11core,residential,13061685381,fold30,crossing,R,,
L,fold30_room1_mix0591,critical,static,2,1,v11core,daily,13061790110,fold30,siren,R,,
,fold30_room1_mix0592,na,static,0,1,v11core,residential,13061894839,fold30,crossing,L,,
,fold30_room1_mix0593,na,static,0,0,v11core,residential,13061999568,fold30,,,,
,fold30_room1_mix0594,na,static,0,0,v11core,residential,13062104297,fold30,,,,
R,fold30_room1_mix0595,critical,walk,3,1,v11core,daily,13062209026,fold30,siren,L,,
L,fold30_room1_mix0596,caution,static,1,0,v11core,daily,13062313755,fold30,,,,
,fold30_room1_mix0597,na,static,0,2,v11core,residential,13062418484,fold30,horn,R,crossing,L
L,fold30_room1_mix0598,caution,static,3,0,v11core,daily,13062523213,fold30,,,,
