clip_id,split,stratum,scene,motion,walk_speed_mps,lam_per_min,n_cars,has_close,close_type,has_bell,has_horn,noise_dba,seed
long_fold41_0067,fold41,mid,residential,walk,1.04,0.68,2,1,close_slow_pass,0,0,43.3,44357368
long_fold41_0068,fold41,high,arterial_walk,walk,1.199,8.93,14,1,turn_left_across,0,0,58.7,1981523668
long_fold41_0069,fold41,low,arterial_walk,walk,1.216,3.97,3,1,turn_left_across,0,0,56.8,1746163273
long_fold41_0070,fold41,mid,arterial_walk,walk,1.105,6.26,12,1,turn_left_across,0,0,56.1,1823098450
long_fold41_0071,fold41,high,arterial_walk,walk,1.373,9.27,12,0,,0,0,60.8,21742893
long_fold41_0072,fold41,low,arterial_walk,walk,1.365,3.6,7,0,,0,0,56.6,1177901710
long_fold41_0073,fold41,mid,arterial_walk,walk,1.315,6.41,11,0,,0,0,60.4,1221380082
long_fold41_0074,fold41,high,residential,static,1.083,0.89,2,1,close_slow_pass,0,0,47.7,2144524987
long_fold41_0075,fold41,low,arterial_walk,walk,1.29,3.32,4,0,,0,0,57.5,118907203
long_fold41_0076,fold41,mid,arterial_walk,walk,1.21,6.84,12,1,close_slow_pass,0,0,56.6,1913811189
long_fold41_0077,fold41,high,arterial_walk,walk,1.281,9.52,13,1,close_slow_pass,0,0,56.2,520460903
long_fold41_0078,fold41,low,arterial_walk,walk,1.289,2.33,3,1,turn_left_across,0,0,54.1,1901816561
long_fold41_0079,fold41,mid,arterial_walk,walk,1.386,5.38,9,0,,0,0,57.6,645731454
long_fold41_0080,fold41,high,arterial_walk,walk,1.092,10.43,19,1,close_slow_pass,0,0,56.3,2016665086
long_fold41_0081,fold41,low,arterial_static,static,1.194,3.56,3,0,,0,0,59.9,2072789598
long_fold41_0082,fold41,mid,arterial_walk,walk,1.134,6.23,11,0,,0,0,58.8,1183991949
long_fold41_0083,fold41,high,arterial_walk,walk,1.025,11.22,19,1,turn_left_across,1,0,53.2,658216782
long_fold41_0084,fold41,low,arterial_walk,walk,1.108,3.82,7,0,,0,0,54.4,931499811
long_fold41_0085,fold41,mid,residential,walk,1.296,0.75,1,0,,1,0,43.2,2104663366
long_fold41_0086,fold41,high,arterial_static,static,1.232,10.93,20,0,,0,0,60.8,31311902
long_fold41_0087,fold41,low,arterial_walk,walk,1.165,3.25,6,0,,0,0,59.4,973541021
long_fold41_0088,fold41,mid,arterial_walk,walk,1.293,6.11,6,1,close_slow_pass,0,0,64.3,471955832
long_fold41_0089,fold41,high,arterial_walk,walk,1.247,9.22,4,1,turn_left_across,0,0,56.0,965512394
long_fold41_0090,fold41,low,arterial_walk,walk,1.192,2.69,7,0,,1,0,59.5,425976156
long_fold41_0091,fold41,mid,arterial_walk,walk,1.045,4.42,5,1,close_slow_pass,0,1,62.3,496293642
long_fold41_0092,fold41,high,arterial_walk,walk,1.067,11.47,17,0,,0,0,62.4,1181259332
long_fold41_0093,fold41,low,residential,walk,1.054,0.55,1,0,,0,0,46.6,40670003
long_fold41_0094,fold41,mid,arterial_static,static,1.007,5.2,7,0,,0,0,60.8,1690295159
long_fold41_0095,fold41,high,arterial_walk,walk,1.028,8.83,13,0,,0,0,55.6,2079872480
long_fold41_0096,fold41,low,residential,walk,1.392,0.74,1,0,,0,0,44.4,359716650
long_fold41_0097,fold41,mid,residential,walk,1.26,0.74,3,1,close_slow_pass,0,0,45.4,925404285
long_fold41_0098,fold41,high,arterial_walk,walk,1.257,9.64,15,0,,0,0,57.7,1304013249
long_fold41_0099,fold41,low,arterial_walk,walk,1.29,2.08,5,1,turn_left_across,0,0,64.0,567992023
long_fold41_0100,fold41,mid,arterial_walk,walk,1.1,4.69,4,1,turn_left_across,0,0,62.4,562223912
long_fold41_0101,fold41,high,arterial_walk,walk,1.381,8.27,13,0,,0,0,58.8,743191025
long_fold41_0102,fold41,low,arterial_walk,walk,1.309,2.23,3,0,,1,0,58.9,1455564449
long_fold41_0103,fold41,mid,arterial_walk,walk,1.305,5.24,8,1,turn_left_across,0,0,62.7,944887245
long_fold41_0104,fold41,high,residential,static,1.027,0.82,2,1,close_slow_pass,0,0,40.7,831888538
long_fold41_0105,fold41,low,arterial_walk,walk,1.033,3.13,6,0,,0,0,57.2,1601049287
long_fold41_0106,fold41,mid,arterial_walk,walk,1.076,5.94,13,0,,0,0,56.1,587240646
long_fold41_0107,fold41,high,arterial_static,static,1.196,8.05,8,0,,1,0,53.7,51879905
long_fold41_0108,fold41,low,arterial_walk,walk,1.036,3.01,3,0,,0,0,56.5,1432921841
long_fold41_0109,fold41,mid,arterial_walk,walk,1.009,7.06,10,1,close_slow_pass,1,0,61.7,1102544204
long_fold41_0110,fold41,high,residential,static,1.237,0.67,1,0,,0,0,40.9,512981853
long_fold41_0111,fold41,low,arterial_walk,walk,1.084,2.51,3,1,close_slow_pass,0,0,58.3,2104085028
long_fold41_0112,fold41,mid,arterial_walk,walk,1.227,5.69,9,0,,0,0,52.3,1059045765
long_fold41_0113,fold41,high,arterial_static,static,1.017,11.71,19,0,,0,0,61.4,1472250987
long_fold41_0114,fold41,low,arterial_walk,walk,1.19,2.43,6,1,turn_left_across,0,0,53.1,1449102664
long_fold41_0115,fold41,mid,arterial_walk,walk,1.223,7.98,16,1,turn_left_across,1,0,55.2,1555331024
long_fold41_0116,fold41,high,arterial_walk,walk,1.389,9.0,17,0,,0,0,54.5,347955431
long_fold41_0117,fold41,low,arterial_walk,walk,1.054,2.35,2,0,,0,0,61.6,628711149
long_fold41_0118,fold41,mid,arterial_walk,walk,1.379,4.77,4,1,turn_left_across,0,0,63.6,1339802264
long_fold41_0119,fold41,high,residential,walk,1.212,0.6,1,0,,0,0,49.2,1812330206
long_fold41_0120,fold41,low,residential,static,1.218,0.82,1,0,,1,0,45.4,443058821
long_fold41_0121,fold41,mid,arterial_static,static,1.007,4.68,9,0,,0,0,56.3,2083153991
long_fold41_0122,fold41,high,arterial_walk,walk,1.343,10.98,15,0,,0,0,63.7,110072214
long_fold41_0123,fold41,low,arterial_walk,walk,1.315,3.59,7,0,,0,0,62.0,902308591
long_fold41_0124,fold41,mid,arterial_walk,walk,1.34,7.64,14,0,,0,0,55.8,1153432020
long_fold41_0125,fold41,high,arterial_walk,walk,1.086,8.16,17,0,,0,0,64.1,1333857699
long_fold41_0126,fold41,low,arterial_walk,walk,1.056,3.08,1,0,,0,0,64.0,1817567108
long_fold41_0127,fold41,mid,arterial_walk,walk,1.356,4.29,7,0,,1,0,54.3,268578075
long_fold41_0128,fold41,high,residential,walk,1.049,0.9,2,1,close_slow_pass,0,0,46.4,1745121269
long_fold41_0129,fold41,low,arterial_walk,walk,1.087,2.29,5,0,,0,0,62.6,1677245485
long_fold41_0130,fold41,mid,arterial_walk,walk,1.387,7.15,10,0,,0,0,53.6,879510816
long_fold41_0131,fold41,high,residential,static,1.23,0.84,3,0,,0,0,43.9,1402662360
long_fold41_0132,fold41,low,residential,walk,1.337,0.7,1,0,,0,0,43.4,552557755
long_fold41_0133,fold41,mid,arterial_walk,walk,1.043,7.43,11,0,,0,0,64.5,781273514
long_fold41_0134,fold41,high,arterial_walk,walk,1.256,10.54,11,0,,0,0,56.5,838730800
long_fold41_0135,fold41,low,arterial_walk,walk,1.268,3.27,2,0,,0,1,55.8,1305736435
long_fold41_0136,fold41,mid,residential,walk,1.158,0.99,3,1,close_slow_pass,0,0,45.1,1346516479
long_fold41_0137,fold41,high,arterial_static,static,1.218,9.71,8,1,close_slow_pass,0,0,53.0,532548604
long_fold41_0138,fold41,low,arterial_walk,walk,1.257,2.59,1,0,,0,0,60.7,1759151348
long_fold41_0139,fold41,mid,arterial_walk,walk,1.02,4.4,4,0,,0,1,62.3,1397603174
long_fold41_0140,fold41,high,arterial_walk,walk,1.035,9.09,12,1,turn_left_across,0,0,63.7,69860195
long_fold41_0141,fold41,low,arterial_static,static,1.393,2.96,5,1,turn_left_across,0,0,60.0,1048847611
long_fold41_0142,fold41,mid,arterial_walk,walk,1.274,7.56,9,0,,1,0,57.2,1431376976
long_fold41_0143,fold41,high,arterial_walk,walk,1.279,8.21,15,1,close_slow_pass,1,0,57.3,1806330931
long_fold41_0144,fold41,low,arterial_walk,walk,1.12,3.94,5,1,turn_left_across,0,0,56.9,1288852449
long_fold41_0145,fold41,mid,arterial_walk,walk,1.073,5.06,8,0,,0,1,56.3,722729593
long_fold41_0146,fold41,high,arterial_walk,walk,1.327,9.66,8,0,,0,0,58.9,501639101
long_fold41_0147,fold41,low,arterial_static,static,1.096,2.55,4,0,,0,0,58.6,181127435
long_fold41_0148,fold41,mid,residential,walk,1.201,0.6,2,0,,0,0,48.9,1806338148
long_fold41_0149,fold41,high,arterial_walk,walk,1.375,8.69,8,0,,0,0,63.5,93808308
long_fold41_0150,fold41,low,arterial_walk,walk,1.07,2.07,3,1,turn_left_across,0,0,58.6,1662439347
long_fold41_0151,fold41,mid,arterial_walk,walk,1.195,7.14,13,0,,0,0,63.7,1761147965
long_fold41_0152,fold41,high,residential,walk,1.323,0.88,2,1,close_slow_pass,0,0,41.1,899966786
long_fold41_0153,fold41,low,arterial_walk,walk,1.345,2.95,2,0,,1,0,57.1,1441403236
long_fold41_0154,fold41,mid,arterial_walk,walk,1.014,6.16,10,0,,0,0,53.2,1293873172
long_fold41_0155,fold41,high,arterial_walk,walk,1.377,10.55,13,1,close_slow_pass,0,0,63.3,1750716005
long_fold41_0156,fold41,low,arterial_walk,walk,1.033,3.37,8,0,,0,0,57.2,783662401
long_fold41_0157,fold41,mid,arterial_walk,walk,1.172,5.46,6,1,turn_left_across,0,0,64.6,1059375990
long_fold41_0158,fold41,high,arterial_walk,walk,1.288,10.07,15,1,turn_left_across,0,0,55.6,1885008935
long_fold41_0159,fold41,low,arterial_static,static,1.082,2.84,4,0,,0,0,60.8,858783840
long_fold41_0160,fold41,mid,arterial_walk,walk,1.047,7.6,13,0,,0,0,64.7,1885156339
long_fold41_0161,fold41,high,arterial_walk,walk,1.016,10.04,12,0,,0,0,61.7,1558865059
long_fold41_0162,fold41,low,arterial_walk,walk,1.095,2.67,3,0,,0,0,54.4,19218650
long_fold41_0163,fold41,mid,arterial_walk,walk,1.034,4.89,5,1,close_slow_pass,0,0,64.5,1086273331
long_fold41_0164,fold41,high,residential,static,1.118,0.72,2,1,close_slow_pass,0,0,45.7,918576920
long_fold41_0165,fold41,low,arterial_walk,walk,1.236,3.3,2,0,,0,1,62.5,1632964529
long_fold41_0166,fold41,mid,arterial_walk,walk,1.319,4.93,5,0,,0,0,52.3,1868408676
long_fold41_0167,fold41,high,arterial_walk,walk,1.208,11.82,17,1,close_slow_pass,0,0,63.6,279850596
long_fold41_0168,fold41,low,arterial_walk,walk,1.374,3.98,3,0,,0,0,54.8,2069716843
long_fold41_0169,fold41,mid,arterial_walk,walk,1.107,7.82,9,1,turn_left_across,0,0,57.0,1235682061
long_fold41_0170,fold41,high,arterial_walk,walk,1.314,8.92,12,0,,0,0,59.5,920867454
long_fold41_0171,fold41,low,arterial_walk,walk,1.037,3.51,7,1,turn_left_across,0,0,56.1,1290663630
long_fold41_0172,fold41,mid,residential,walk,1.141,0.96,1,0,,0,0,45.0,657244871
long_fold41_0173,fold41,high,arterial_walk,walk,1.183,9.57,12,0,,0,0,52.9,1562161500
long_fold41_0174,fold41,low,arterial_walk,walk,1.187,2.71,3,0,,0,0,65.0,1830737215
long_fold41_0175,fold41,mid,arterial_walk,walk,1.06,7.76,10,1,close_slow_pass,0,0,58.2,605341051
long_fold41_0176,fold41,high,arterial_walk,walk,1.275,8.37,7,0,,0,0,56.6,745102718
long_fold41_0177,fold41,low,arterial_walk,walk,1.394,2.95,5,0,,0,0,62.3,222741580
long_fold41_0178,fold41,mid,arterial_static,static,1.334,5.04,7,0,,1,0,61.1,43897209
long_fold41_0179,fold41,high,arterial_walk,walk,1.097,9.19,14,1,close_slow_pass,0,0,64.5,1509761297
long_fold41_0180,fold41,low,arterial_walk,walk,1.085,3.53,5,0,,0,0,64.0,947719645
long_fold41_0181,fold41,mid,arterial_walk,walk,1.361,7.32,8,0,,0,0,57.3,1097894499
long_fold41_0182,fold41,high,arterial_walk,walk,1.354,11.55,11,0,,1,0,61.5,319457545
long_fold41_0183,fold41,low,arterial_walk,walk,1.003,2.16,3,0,,1,0,60.4,2118910399
long_fold41_0184,fold41,mid,arterial_walk,walk,1.073,6.72,7,1,close_slow_pass,0,0,56.6,353184884
long_fold41_0185,fold41,high,arterial_walk,walk,1.399,10.23,13,0,,0,0,59.9,309735638
long_fold41_0186,fold41,low,arterial_walk,walk,1.179,2.78,5,1,close_slow_pass,0,0,64.9,1221319565
long_fold41_0187,fold41,mid,arterial_walk,walk,1.178,4.63,4,0,,0,0,56.7,1190563698
long_fold41_0188,fold41,high,arterial_walk,walk,1.206,10.69,9,0,,0,0,57.3,305489198
long_fold41_0189,fold41,low,arterial_walk,walk,1.334,3.96,4,0,,0,0,61.7,2133845555
long_fold41_0190,fold41,mid,arterial_walk,walk,1.357,4.33,6,1,close_slow_pass,1,0,58.4,1796193486
long_fold41_0191,fold41,high,arterial_walk,walk,1.296,11.19,21,0,,1,0,57.5,1497246967
long_fold41_0192,fold41,low,arterial_walk,walk,1.252,3.13,3,1,turn_left_across,0,0,64.6,1599983799
long_fold41_0193,fold41,mid,arterial_walk,walk,1.106,6.69,9,0,,0,0,52.9,1603565729
long_fold41_0194,fold41,high,arterial_walk,walk,1.254,10.21,14,0,,0,0,52.6,1197008314
long_fold41_0195,fold41,low,arterial_walk,walk,1.083,3.18,5,1,close_slow_pass,0,0,60.0,1966745373
long_fold41_0196,fold41,mid,residential,walk,1.331,0.62,2,1,close_slow_pass,0,0,40.8,785365416
long_fold41_0197,fold41,high,arterial_walk,walk,1.063,9.7,11,0,,0,0,58.3,749786447
long_fold41_0198,fold41,low,arterial_walk,walk,1.368,2.71,7,0,,0,0,52.4,44874384
long_fold41_0199,fold41,mid,arterial_static,static,1.37,6.95,8,0,,0,0,63.6,531107981
