clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car,rain,rain_rate,rain_dba,grammar,close_slow,cs_cpa_m,cs_speed_kmh,cs_level_adj_db
fold1_room1_mix1636,fold1,walk,0,,,,,critical,L,v11core,12420027286,residential,1,,,,v14,,,,
fold1_room1_mix1637,fold1,walk,2,bike_bell,L,crossing,R,safe,L,v11core,12420027287,daily,1,moderate,600,57.4,v13,,,,
fold1_room1_mix1638,fold1,walk,0,,,,,caution,L,v11core,12420027288,daily,1,,,,v13,,,,
fold1_room1_mix1639,fold1,walk,1,crossing,L,,,caution,R,v11core,12420027289,arterial,1,heavy,2500,67.5,v13,,,,
fold1_room1_mix1640,fold1,static,2,horn,L,crossing,R,critical,L,v11core,12420027290,daily,1,,,,v14,,,,
fold1_room1_mix1641,fold1,walk,1,bike_bell,L,,,critical,L,v11core,12420027291,daily,2,,,,v14,1,0.76,5.6,-9.7
fold1_room1_mix1642,fold1,static,2,horn,R,bike_bell,R,na,,v11core,12420027292,residential,0,,,,v13,,,,
fold1_room1_mix1643,fold1,static,1,backup_beep,R,,,critical,L,v11core,12420027293,daily,1,moderate,600,57.3,v14,1,0.87,12.5,-8.9
fold1_room1_mix1644,fold1,walk,0,,,,,caution,R,v11core,12420027294,residential,2,,,,v13,,,,
fold1_room1_mix1645,fold1,walk,2,horn,L,bike_bell,R,safe,R,v11core,12420027295,residential,1,light,150,49.0,v13,,,,
fold1_room1_mix1646,fold1,static,0,,,,,caution,L,v11core,12420027296,daily,3,,,,v13,,,,
fold1_room1_mix1647,fold1,static,1,horn,L,,,caution,R,v11core,12420027297,residential,1,,,,v13,,,,
fold1_room1_mix1648,fold1,walk,0,,,,,caution,L,v11core,12420027298,residential,1,,,,v13,,,,
fold1_room1_mix1649,fold1,walk,1,horn,L,,,safe,L,v11core,12420027299,residential,1,,,,v13,,,,
fold1_room1_mix1650,fold1,walk,2,backup_beep,R,bike_bell,R,critical,R,v11core,12420027300,residential,1,,,,v14,1,1.14,8.7,-8.7
fold1_room1_mix1651,fold1,static,0,,,,,safe,R,v11core,12420027301,daily,2,light,150,45.8,v13,,,,
fold1_room1_mix1652,fold1,static,0,,,,,critical,L,v11core,12420027302,residential,1,,,,v14,,,,
fold1_room1_mix1653,fold1,static,1,siren,L,,,caution,L,v11core,12420027303,residential,1,,,,v13,,,,
fold1_room1_mix1654,fold1,walk,0,,,,,caution,L,v11core,12420027304,residential,1,,,,v13,,,,
fold1_room1_mix1655,fold1,walk,0,,,,,critical,L,v11core,12420027305,daily,2,,,,v14,1,1.13,8.3,-9.2
fold1_room1_mix1656,fold1,walk,1,siren,L,,,na,,v11core,12420027306,residential,0,,,,v13,,,,
fold1_room1_mix1657,fold1,walk,1,siren,R,,,critical,R,v11core,12420027307,daily,2,,,,v14,1,0.85,12.7,-8.6
fold1_room1_mix1658,fold1,walk,0,,,,,na,,v11core,12420027308,daily,0,light,150,47.4,v13,,,,
fold1_room1_mix1659,fold1,walk,2,horn,R,backup_beep,R,na,,v11core,12420027309,residential,0,,,,v13,,,,
fold1_room1_mix1660,fold1,static,1,siren,L,,,na,,v11core,12420027310,residential,0,moderate,600,54.2,v13,,,,
fold1_room1_mix1661,fold1,walk,1,bike_bell,R,,,caution,L,v11core,12420027311,arterial,3,light,150,49.1,v13,,,,
fold1_room1_mix1662,fold1,walk,0,,,,,safe,L,v11core,12420027312,daily,1,moderate,600,53.6,v13,,,,
fold1_room1_mix1663,fold1,walk,0,,,,,critical,R,v11core,12420027313,daily,2,,,,v14,,,,
fold1_room1_mix1664,fold1,walk,1,backup_beep,L,,,critical,L,v11core,12420027314,residential,1,light,150,47.6,v14,1,0.78,10.0,-6.7
fold1_room1_mix1665,fold1,static,0,,,,,critical,L,v11core,12420027315,residential,2,,,,v14,1,0.83,14.3,-8.6
fold1_room1_mix1666,fold1,walk,0,,,,,critical,L,v11core,12420027316,daily,2,,,,v14,,,,
fold1_room1_mix1667,fold1,walk,1,backup_beep,L,,,na,,v11core,12420027317,residential,0,,,,v13,,,,
fold1_room1_mix1668,fold1,walk,1,siren,L,,,na,,v11core,12420027318,residential,0,,,,v13,,,,
fold1_room1_mix1669,fold1,walk,0,,,,,critical,L,v11core,12420027319,daily,2,,,,v14,,,,
fold1_room1_mix1670,fold1,walk,1,crossing,R,,,critical,L,v11core,12420027320,arterial,3,,,,v13,,,,
fold1_room1_mix1671,fold1,static,1,horn,R,,,critical,R,v11core,12420027321,daily,2,,,,v14,,,,
fold1_room1_mix1672,fold1,walk,1,backup_beep,R,,,na,,v11core,12420027322,residential,0,,,,v13,,,,
fold1_room1_mix1673,fold1,static,0,,,,,caution,L,v11core,12420027323,daily,2,moderate,600,51.3,v13,,,,
fold1_room1_mix1674,fold1,walk,0,,,,,na,,v11core,12420027324,residential,0,,,,v13,,,,
fold1_room1_mix1675,fold1,walk,1,horn,L,,,safe,R,v11core,12420027325,daily,3,,,,v13,,,,
fold1_room1_mix1676,fold1,static,0,,,,,safe,L,v11core,12420027326,arterial,2,,,,v13,,,,
fold1_room1_mix1677,fold1,walk,0,,,,,critical,R,v11core,12420027327,daily,1,,,,v14,1,0.92,15.0,-8.4
fold1_room1_mix1678,fold1,static,0,,,,,caution,L,v11core,12420027328,residential,1,,,,v13,,,,
fold1_room1_mix1679,fold1,walk,0,,,,,critical,R,v11core,12420027329,residential,2,,,,v14,1,0.93,14.2,-9.0
fold1_room1_mix1680,fold1,walk,1,crossing,R,,,caution,R,v11core,12420027330,residential,2,light,150,47.2,v13,,,,
fold1_room1_mix1681,fold1,static,2,bike_bell,L,bike_bell,R,caution,R,v11core,12420027331,residential,1,,,,v13,,,,
fold1_room1_mix1682,fold1,walk,0,,,,,na,,v11core,12420027332,residential,0,,,,v13,,,,
fold1_room1_mix1683,fold1,walk,0,,,,,critical,L,v11core,12420027333,residential,2,,,,v14,1,0.82,7.8,-6.1
fold1_room1_mix1684,fold1,static,0,,,,,critical,R,v11core,12420027334,daily,2,,,,v14,,,,
fold1_room1_mix1685,fold1,static,1,crossing,R,,,safe,R,v11core,12420027335,daily,2,,,,v13,,,,
fold1_room1_mix1686,fold1,walk,0,,,,,na,,v11core,12420027336,residential,0,,,,v13,,,,
fold1_room1_mix1687,fold1,walk,0,,,,,safe,R,v11core,12420027337,arterial,2,,,,v13,,,,
fold1_room1_mix1688,fold1,walk,2,backup_beep,R,bike_bell,L,caution,L,v11core,12420027338,arterial,2,,,,v13,,,,
fold1_room1_mix1689,fold1,walk,0,,,,,safe,R,v11core,12420027339,residential,1,,,,v13,,,,
fold1_room1_mix1690,fold1,static,1,bike_bell,L,,,na,,v11core,12420027340,residential,0,,,,v13,,,,
fold1_room1_mix1691,fold1,static,1,horn,R,,,caution,L,v11core,12420027341,daily,2,,,,v13,,,,
fold1_room1_mix1692,fold1,walk,0,,,,,safe,R,v11core,12420027342,daily,2,,,,v13,,,,
fold1_room1_mix1693,fold1,walk,0,,,,,na,,v11core,12420027343,residential,0,,,,v13,,,,
fold1_room1_mix1694,fold1,static,2,bike_bell,L,bike_bell,R,critical,R,v11core,12420027344,residential,1,,,,v14,1,0.81,5.7,-8.0
fold1_room1_mix1695,fold1,walk,0,,,,,caution,L,v11core,12420027345,arterial,2,heavy,2500,62.2,v13,,,,
fold1_room1_mix1696,fold1,static,0,,,,,na,,v11core,12420027346,residential,0,,,,v13,,,,
fold1_room1_mix1697,fold1,walk,1,crossing,L,,,safe,L,v11core,12420027347,daily,1,,,,v13,,,,
fold1_room1_mix1698,fold1,static,0,,,,,caution,L,v11core,12420027348,residential,2,,,,v13,,,,
fold1_room1_mix1699,fold1,walk,0,,,,,safe,R,v11core,12420027349,daily,1,,,,v13,,,,
fold1_room1_mix1700,fold1,walk,1,horn,L,,,critical,R,v11core,12420027350,residential,1,,,,v14,,,,
fold1_room1_mix1701,fold1,walk,0,,,,,critical,R,v11core,12420027351,residential,1,,,,v14,1,1.01,11.3,-6.7
fold1_room1_mix1702,fold1,walk,1,horn,L,,,caution,L,v11core,12420027352,arterial,3,light,150,49.3,v13,,,,
fold1_room1_mix1703,fold1,walk,1,backup_beep,L,,,caution,L,v11core,12420027353,daily,1,,,,v13,,,,
fold1_room1_mix1704,fold1,walk,0,,,,,critical,R,v11core,12420027354,daily,2,,,,v14,1,0.77,12.3,-8.3
fold1_room1_mix1705,fold1,static,1,siren,L,,,caution,L,v11core,12420027355,residential,1,,,,v13,,,,
fold1_room1_mix1706,fold1,walk,2,siren,R,horn,R,critical,R,v11core,12420027356,arterial,3,,,,v13,,,,
fold1_room1_mix1707,fold1,static,2,siren,R,horn,R,critical,R,v11core,12420027357,residential,2,moderate,600,54.4,v14,,,,
fold1_room1_mix1708,fold1,walk,1,backup_beep,L,,,critical,L,v11core,12420027358,daily,1,,,,v14,1,0.72,5.3,-6.2
fold1_room1_mix1709,fold1,walk,1,siren,L,,,na,,v11core,12420027359,daily,0,moderate,600,53.9,v13,,,,
fold1_room1_mix1710,fold1,walk,1,siren,L,,,critical,R,v11core,12420027360,residential,1,,,,v14,,,,
fold1_room1_mix1711,fold1,walk,1,horn,R,,,caution,L,v11core,12420027361,daily,1,moderate,600,51.2,v13,,,,
fold1_room1_mix1712,fold1,walk,0,,,,,safe,L,v11core,12420027362,residential,1,,,,v13,,,,
fold1_room1_mix1713,fold1,walk,0,,,,,safe,L,v11core,12420027363,residential,1,,,,v13,,,,
fold1_room1_mix1714,fold1,walk,1,crossing,R,,,critical,L,v11core,12420027364,residential,1,,,,v14,,,,
fold1_room1_mix1715,fold1,walk,2,siren,R,siren,L,na,,v11core,12420027365,residential,0,,,,v13,,,,
fold1_room1_mix1716,fold1,static,1,horn,R,,,caution,R,v11core,12420027366,residential,1,,,,v13,,,,
fold1_room1_mix1717,fold1,walk,2,siren,R,siren,L,safe,R,v11core,12420027367,arterial,2,,,,v13,,,,
fold1_room1_mix1718,fold1,walk,1,crossing,R,,,critical,L,v11core,12420027368,daily,1,,,,v14,1,0.68,14.3,-6.7
fold1_room1_mix1719,fold1,walk,0,,,,,critical,R,v11core,12420027369,daily,1,,,,v14,,,,
fold1_room1_mix1720,fold1,walk,1,horn,L,,,critical,L,v11core,12420027370,residential,1,moderate,600,55.2,v14,,,,
fold1_room1_mix1721,fold1,walk,1,horn,L,,,safe,L,v11core,12420027371,arterial,1,,,,v13,,,,
fold1_room1_mix1722,fold1,walk,0,,,,,safe,L,v11core,12420027372,residential,1,light,150,46.1,v13,,,,
fold1_room1_mix1723,fold1,static,0,,,,,safe,R,v11core,12420027373,residential,1,,,,v13,,,,
fold1_room1_mix1724,fold1,walk,2,siren,R,bike_bell,L,na,,v11core,12420027374,residential,0,,,,v13,,,,
fold1_room1_mix1725,fold1,walk,1,siren,L,,,critical,L,v11core,12420027375,daily,1,moderate,600,53.0,v14,1,0.80,10.9,-9.2
fold1_room1_mix1726,fold1,walk,0,,,,,caution,R,v11core,12420027376,daily,3,light,150,45.6,v13,,,,
fold1_room1_mix1727,fold1,walk,0,,,,,safe,R,v11core,12420027377,residential,2,,,,v13,,,,
fold1_room1_mix1728,fold1,static,2,siren,L,horn,L,na,,v11core,12420027378,residential,0,,,,v13,,,,
fold1_room1_mix1729,fold1,walk,0,,,,,critical,R,v11core,12420027379,arterial,2,,,,v13,,,,
fold1_room1_mix1730,fold1,walk,1,siren,L,,,caution,L,v11core,12420027380,daily,3,,,,v13,,,,
fold1_room1_mix1731,fold1,walk,0,,,,,caution,L,v11core,12420027381,daily,1,,,,v13,,,,
fold1_room1_mix1732,fold1,walk,1,backup_beep,R,,,na,,v11core,12420027382,daily,0,,,,v13,,,,
fold1_room1_mix1733,fold1,static,0,,,,,safe,L,v11core,12420027383,daily,1,,,,v13,,,,
fold1_room1_mix1734,fold1,walk,0,,,,,caution,R,v11core,12420027384,daily,1,,,,v13,,,,
fold1_room1_mix1735,fold1,walk,2,horn,L,crossing,L,safe,R,v11core,12420027385,daily,2,,,,v13,,,,
fold1_room1_mix1736,fold1,walk,2,siren,R,crossing,R,caution,R,v11core,12420027386,residential,1,,,,v13,,,,
fold1_room1_mix1737,fold1,static,1,siren,R,,,critical,L,v11core,12420027387,residential,1,,,,v14,1,1.08,7.5,-7.8
fold1_room1_mix1738,fold1,walk,0,,,,,safe,L,v11core,12420027388,residential,1,,,,v13,,,,
fold1_room1_mix1739,fold1,static,1,siren,L,,,critical,R,v11core,12420027389,residential,1,light,150,48.4,v14,,,,
fold1_room1_mix1740,fold1,static,0,,,,,safe,L,v11core,12420027390,daily,1,,,,v13,,,,
fold1_room1_mix1741,fold1,walk,2,siren,R,horn,L,na,,v11core,12420027391,daily,0,,,,v13,,,,
fold1_room1_mix1742,fold1,walk,0,,,,,caution,L,v11core,12420027392,residential,2,,,,v13,,,,
fold1_room1_mix1743,fold1,static,0,,,,,critical,L,v11core,12420027393,residential,1,,,,v14,1,0.71,13.4,-6.2
fold1_room1_mix1744,fold1,walk,2,siren,R,horn,R,na,,v11core,12420027394,residential,0,,,,v13,,,,
fold1_room1_mix1745,fold1,static,0,,,,,safe,R,v11core,12420027395,daily,1,,,,v13,,,,
fold1_room1_mix1746,fold1,static,1,siren,R,,,safe,L,v11core,12420027396,residential,1,,,,v13,,,,
fold1_room1_mix1747,fold1,walk,1,siren,L,,,caution,R,v11core,12420027397,residential,2,moderate,600,54.6,v13,,,,
fold1_room1_mix1748,fold1,walk,1,siren,L,,,safe,L,v11core,12420027398,daily,1,,,,v13,,,,
fold1_room1_mix1749,fold1,walk,0,,,,,safe,R,v11core,12420027399,daily,1,,,,v13,,,,
fold1_room1_mix1750,fold1,walk,1,backup_beep,L,,,caution,L,v11core,12420027400,residential,2,,,,v13,,,,
fold1_room1_mix1751,fold1,walk,0,,,,,critical,L,v11core,12420027401,daily,1,,,,v14,1,0.86,13.2,-7.0
fold1_room1_mix1752,fold1,walk,1,bike_bell,R,,,caution,R,v11core,12420027402,daily,1,,,,v13,,,,
fold1_room1_mix1753,fold1,walk,2,siren,L,crossing,L,critical,L,v11core,12420027403,arterial,3,moderate,600,56.9,v13,,,,
fold1_room1_mix1754,fold1,walk,1,bike_bell,R,,,caution,R,v11core,12420027404,arterial,3,moderate,600,57.1,v13,,,,
fold1_room1_mix1755,fold1,static,1,horn,L,,,critical,R,v11core,12420027405,residential,1,,,,v14,,,,
fold1_room1_mix1756,fold1,walk,1,bike_bell,R,,,safe,L,v11core,12420027406,residential,1,,,,v13,,,,
fold1_room1_mix1757,fold1,walk,1,backup_beep,R,,,na,,v11core,12420027407,residential,0,,,,v13,,,,
fold1_room1_mix1758,fold1,walk,0,,,,,na,,v11core,12420027408,residential,0,moderate,600,51.7,v13,,,,
fold1_room1_mix1759,fold1,static,1,bike_bell,L,,,safe,L,v11core,12420027409,daily,1,,,,v13,,,,
fold1_room1_mix1760,fold1,walk,1,crossing,L,,,na,,v11core,12420027410,residential,0,heavy,2500,67.8,v13,,,,
fold1_room1_mix1761,fold1,walk,1,horn,R,,,safe,L,v11core,12420027411,daily,1,,,,v13,,,,
fold1_room1_mix1762,fold1,walk,1,horn,R,,,safe,L,v11core,12420027412,residential,1,,,,v13,,,,
fold1_room1_mix1763,fold1,walk,0,,,,,caution,R,v11core,12420027413,daily,1,,,,v13,,,,
fold1_room1_mix1764,fold1,static,0,,,,,na,,v11core,12420027414,residential,0,,,,v13,,,,
fold1_room1_mix1765,fold1,static,0,,,,,safe,R,v11core,12420027415,daily,1,,,,v13,,,,
fold1_room1_mix1766,fold1,static,1,horn,L,,,caution,R,v11core,12420027416,daily,1,,,,v13,,,,
fold1_room1_mix1767,fold1,walk,2,horn,L,backup_beep,L,na,,v11core,12420027417,residential,0,,,,v13,,,,
fold1_room1_mix1768,fold1,static,1,bike_bell,R,,,caution,L,v11core,12420027418,residential,1,,,,v13,,,,
fold1_room1_mix1769,fold1,walk,1,backup_beep,R,,,caution,R,v11core,12420027419,daily,1,,,,v13,,,,
fold1_room1_mix1770,fold1,walk,2,siren,L,crossing,R,na,,v11core,12420027420,residential,0,light,150,45.8,v13,,,,
fold1_room1_mix1771,fold1,walk,1,bike_bell,R,,,na,,v11core,12420027421,residential,0,,,,v13,,,,
fold1_room1_mix1772,fold1,walk,1,backup_beep,L,,,na,,v11core,12420027422,residential,0,light,150,45.5,v13,,,,
fold1_room1_mix1773,fold1,walk,0,,,,,caution,R,v11core,12420027423,daily,1,,,,v13,,,,
fold1_room1_mix1774,fold1,walk,2,siren,L,siren,R,safe,L,v11core,12420027424,residential,1,,,,v13,,,,
fold1_room1_mix1775,fold1,walk,1,siren,L,,,caution,L,v11core,12420027425,daily,2,light,150,47.9,v13,,,,
fold1_room1_mix1776,fold1,static,1,backup_beep,R,,,na,,v11core,12420027426,residential,0,,,,v13,,,,
fold1_room1_mix1777,fold1,walk,0,,,,,safe,L,v11core,12420027427,residential,2,,,,v13,,,,
fold1_room1_mix1778,fold1,walk,0,,,,,na,,v11core,12420027428,residential,0,,,,v13,,,,
fold1_room1_mix1779,fold1,static,2,bike_bell,L,crossing,L,critical,L,v11core,12420027429,daily,3,,,,v14,1,1.05,9.0,-7.0
fold1_room1_mix1780,fold1,walk,2,bike_bell,R,bike_bell,L,critical,L,v11core,12420027430,residential,1,,,,v14,,,,
fold1_room1_mix1781,fold1,walk,2,horn,R,bike_bell,L,safe,L,v11core,12420027431,daily,1,,,,v13,,,,
fold1_room1_mix1782,fold1,walk,0,,,,,caution,L,v11core,12420027432,daily,2,light,150,48.8,v13,,,,
fold1_room1_mix1783,fold1,walk,1,siren,L,,,safe,L,v11core,12420027433,daily,1,light,150,47.2,v13,,,,
fold1_room1_mix1784,fold1,walk,1,horn,R,,,safe,L,v11core,12420027434,residential,1,,,,v13,,,,
fold1_room1_mix1785,fold1,walk,2,siren,R,horn,R,critical,R,v11core,12420027435,arterial,1,,,,v13,,,,
fold1_room1_mix1786,fold1,walk,0,,,,,safe,L,v11core,12420027436,residential,1,,,,v13,,,,
fold1_room1_mix1787,fold1,static,0,,,,,caution,L,v11core,12420027437,arterial,3,,,,v13,,,,
fold1_room1_mix1788,fold1,walk,1,bike_bell,L,,,na,,v11core,12420027438,residential,0,,,,v13,,,,
fold1_room1_mix1789,fold1,static,0,,,,,na,,v11core,12420027439,residential,0,,,,v13,,,,
fold1_room1_mix1790,fold1,static,1,horn,L,,,safe,R,v11core,12420027440,daily,1,,,,v13,,,,
fold1_room1_mix1791,fold1,walk,0,,,,,safe,R,v11core,12420027441,daily,3,,,,v13,,,,
fold1_room1_mix1792,fold1,static,1,bike_bell,L,,,critical,L,v11core,12420027442,daily,2,,,,v14,1,1.15,14.2,-8.0
fold1_room1_mix1793,fold1,walk,1,siren,R,,,caution,L,v11core,12420027443,daily,1,,,,v13,,,,
fold1_room1_mix1794,fold1,walk,1,siren,L,,,na,,v11core,12420027444,residential,0,,,,v13,,,,
fold1_room1_mix1795,fold1,static,1,siren,L,,,safe,R,v11core,12420027445,daily,3,,,,v13,,,,
fold1_room1_mix1796,fold1,static,0,,,,,na,,v11core,12420027446,residential,0,,,,v13,,,,
fold1_room1_mix1797,fold1,walk,0,,,,,critical,L,v11core,12420027447,daily,2,,,,v14,,,,
fold1_room1_mix1798,fold1,walk,1,crossing,L,,,na,,v11core,12420027448,residential,0,,,,v13,,,,
fold1_room1_mix1799,fold1,walk,0,,,,,caution,L,v11core,12420027449,residential,1,,,,v13,,,,
fold1_room1_mix1800,fold1,walk,0,,,,,caution,L,v11core,12420027450,residential,1,,,,v13,,,,
fold1_room1_mix1801,fold1,walk,2,horn,R,bike_bell,L,safe,L,v11core,12420027451,daily,2,,,,v13,,,,
fold1_room1_mix1802,fold1,walk,0,,,,,na,,v11core,12420027452,residential,0,moderate,600,51.8,v13,,,,
fold1_room1_mix1803,fold1,walk,0,,,,,safe,L,v11core,12420027453,arterial,1,moderate,600,52.8,v13,,,,
fold1_room1_mix1804,fold1,walk,0,,,,,critical,R,v11core,12420027454,arterial,3,,,,v13,,,,
fold1_room1_mix1805,fold1,walk,0,,,,,caution,R,v11core,12420027455,residential,1,,,,v13,,,,
fold1_room1_mix1806,fold1,static,0,,,,,critical,L,v11core,12420027456,daily,2,,,,v14,1,0.98,6.6,-7.6
fold1_room1_mix1807,fold1,walk,0,,,,,critical,L,v11core,12420027457,arterial,2,light,150,49.4,v13,,,,
fold1_room1_mix1808,fold1,static,0,,,,,safe,R,v11core,12420027458,daily,1,moderate,600,52.2,v13,,,,
fold1_room1_mix1809,fold1,static,1,bike_bell,L,,,safe,L,v11core,12420027459,residential,2,,,,v13,,,,
fold1_room1_mix1810,fold1,walk,1,horn,R,,,caution,R,v11core,12420027460,arterial,3,,,,v13,,,,
fold1_room1_mix1811,fold1,walk,0,,,,,critical,R,v11core,12420027461,daily,1,,,,v14,1,0.90,8.7,-8.4
fold1_room1_mix1812,fold1,static,1,horn,L,,,caution,L,v11core,12420027462,residential,1,,,,v13,,,,
fold1_room1_mix1813,fold1,static,1,crossing,L,,,na,,v11core,12420027463,residential,0,moderate,600,52.2,v13,,,,
fold1_room1_mix1814,fold1,walk,2,siren,L,bike_bell,L,caution,L,v11core,12420027464,daily,3,,,,v13,,,,
fold1_room1_mix1815,fold1,static,1,horn,L,,,safe,R,v11core,12420027465,arterial,1,,,,v13,,,,
fold1_room1_mix1816,fold1,walk,0,,,,,critical,R,v11core,12420027466,residential,1,,,,v14,1,0.60,14.4,-10.0
fold1_room1_mix1817,fold1,walk,0,,,,,critical,L,v11core,12420027467,residential,1,,,,v14,,,,
fold1_room1_mix1818,fold1,walk,0,,,,,caution,R,v11core,12420027468,arterial,3,,,,v13,,,,
fold1_room1_mix1819,fold1,walk,1,horn,R,,,critical,L,v11core,12420027469,residential,1,,,,v14,1,1.03,11.4,-6.7
fold1_room1_mix1820,fold1,walk,1,horn,R,,,na,,v11core,12420027470,residential,0,,,,v13,,,,
fold1_room1_mix1821,fold1,static,0,,,,,critical,L,v11core,12420027471,daily,1,,,,v14,1,1.13,5.3,-8.6
fold1_room1_mix1822,fold1,walk,1,siren,L,,,critical,R,v11core,12420027472,daily,3,,,,v14,,,,
fold1_room1_mix1823,fold1,walk,1,siren,L,,,caution,R,v11core,12420027473,daily,1,,,,v13,,,,
fold1_room1_mix1824,fold1,static,1,horn,R,,,caution,L,v11core,12420027474,residential,1,light,150,48.1,v13,,,,
fold1_room1_mix1825,fold1,walk,1,siren,R,,,caution,L,v11core,12420027475,daily,1,,,,v13,,,,
fold1_room1_mix1826,fold1,walk,0,,,,,na,,v11core,12420027476,residential,0,,,,v13,,,,
fold1_room1_mix1827,fold1,static,0,,,,,caution,L,v11core,12420027477,daily,1,,,,v13,,,,
fold1_room1_mix1828,fold1,walk,2,backup_beep,L,crossing,R,caution,R,v11core,12420027478,daily,2,,,,v13,,,,
fold1_room1_mix1829,fold1,static,1,crossing,R,,,caution,L,v11core,12420027479,daily,1,,,,v13,,,,
fold1_room1_mix1830,fold1,walk,0,,,,,critical,R,v11core,12420027480,arterial,1,,,,v13,,,,
fold1_room1_mix1831,fold1,walk,1,backup_beep,R,,,caution,R,v11core,12420027481,daily,2,heavy,2500,65.4,v13,,,,
fold1_room1_mix1832,fold1,walk,2,horn,L,backup_beep,R,critical,L,v11core,12420027482,arterial,3,,,,v13,,,,
fold1_room1_mix1833,fold1,walk,1,crossing,L,,,na,,v11core,12420027483,residential,0,moderate,600,50.5,v13,,,,
fold1_room1_mix1834,fold1,static,0,,,,,caution,R,v11core,12420027484,residential,1,light,150,49.7,v13,,,,
fold1_room1_mix1835,fold1,walk,1,backup_beep,L,,,na,,v11core,12420027485,residential,0,,,,v13,,,,
fold1_room1_mix1836,fold1,walk,1,horn,L,,,na,,v11core,12420027486,residential,0,,,,v13,,,,
fold1_room1_mix1837,fold1,static,1,crossing,L,,,critical,R,v11core,12420027487,residential,1,,,,v14,1,0.99,11.9,-7.8
fold1_room1_mix1838,fold1,static,0,,,,,caution,R,v11core,12420027488,arterial,3,,,,v13,,,,
fold1_room1_mix1839,fold1,static,0,,,,,critical,R,v11core,12420027489,daily,2,,,,v14,1,0.78,7.6,-8.6
fold1_room1_mix1840,fold1,walk,1,siren,L,,,safe,L,v11core,12420027490,daily,1,,,,v13,,,,
fold1_room1_mix1841,fold1,walk,0,,,,,critical,L,v11core,12420027491,arterial,2,light,150,47.8,v13,,,,
fold1_room1_mix1842,fold1,walk,1,siren,L,,,critical,R,v11core,12420027492,residential,1,light,150,47.4,v14,,,,
fold1_room1_mix1843,fold1,walk,0,,,,,critical,L,v11core,12420027493,daily,2,light,150,49.5,v14,1,0.90,5.4,-7.3
fold1_room1_mix1844,fold1,walk,1,backup_beep,R,,,critical,R,v11core,12420027494,daily,1,heavy,2500,60.8,v14,1,0.70,8.8,-6.0
fold1_room1_mix1845,fold1,walk,0,,,,,caution,L,v11core,12420027495,arterial,2,light,150,46.1,v13,,,,
fold1_room1_mix1846,fold1,walk,1,horn,L,,,safe,L,v11core,12420027496,residential,1,,,,v13,,,,
fold1_room1_mix1847,fold1,walk,0,,,,,critical,R,v11core,12420027497,arterial,2,,,,v13,,,,
fold1_room1_mix1848,fold1,static,0,,,,,safe,L,v11core,12420027498,daily,1,,,,v13,,,,
fold1_room1_mix1849,fold1,static,0,,,,,critical,L,v11core,12420027499,residential,1,moderate,600,52.1,v14,1,0.76,10.0,-9.8
fold1_room1_mix1850,fold1,walk,2,bike_bell,L,crossing,L,caution,L,v11core,12420027500,residential,1,,,,v13,,,,
fold1_room1_mix1851,fold1,walk,2,siren,R,backup_beep,R,na,,v11core,12420027501,residential,0,,,,v13,,,,
fold1_room1_mix1852,fold1,walk,1,siren,L,,,caution,R,v11core,12420027502,daily,1,light,150,45.1,v13,,,,
fold1_room1_mix1853,fold1,walk,2,siren,L,horn,L,na,,v11core,12420027503,residential,0,,,,v13,,,,
fold1_room1_mix1854,fold1,walk,1,bike_bell,L,,,caution,L,v11core,12420027504,residential,2,,,,v13,,,,
fold1_room1_mix1855,fold1,walk,1,bike_bell,L,,,na,,v11core,12420027505,residential,0,,,,v13,,,,
fold1_room1_mix1856,fold1,static,1,crossing,L,,,na,,v11core,12420027506,residential,0,,,,v13,,,,
fold1_room1_mix1857,fold1,walk,0,,,,,caution,R,v11core,12420027507,arterial,1,,,,v13,,,,
fold1_room1_mix1858,fold1,walk,1,bike_bell,R,,,critical,R,v11core,12420027508,daily,3,,,,v14,,,,
fold1_room1_mix1859,fold1,walk,0,,,,,caution,R,v11core,12420027509,residential,1,,,,v13,,,,
fold1_room1_mix1860,fold1,walk,2,horn,L,backup_beep,L,safe,R,v11core,12420027510,arterial,1,,,,v13,,,,
fold1_room1_mix1861,fold1,walk,0,,,,,critical,R,v11core,12420027511,residential,1,,,,v14,1,0.98,11.9,-6.3
fold1_room1_mix1862,fold1,walk,1,horn,R,,,caution,L,v11core,12420027512,residential,2,moderate,600,52.4,v13,,,,
fold1_room1_mix1863,fold1,walk,2,horn,R,bike_bell,L,caution,R,v11core,12420027513,residential,2,moderate,600,54.1,v13,,,,
fold1_room1_mix1864,fold1,static,0,,,,,safe,R,v11core,12420027514,daily,1,,,,v13,,,,
fold1_room1_mix1865,fold1,walk,2,backup_beep,R,crossing,R,caution,R,v11core,12420027515,daily,1,,,,v13,,,,
fold1_room1_mix1866,fold1,walk,2,backup_beep,R,backup_beep,L,caution,L,v11core,12420027516,daily,1,,,,v13,,,,
fold1_room1_mix1867,fold1,walk,0,,,,,safe,R,v11core,12420027517,daily,2,,,,v13,,,,
fold1_room1_mix1868,fold1,static,1,horn,R,,,critical,R,v11core,12420027518,daily,1,,,,v14,,,,
