clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car,rain,rain_rate,rain_dba,grammar,close_slow,cs_cpa_m,cs_speed_kmh,cs_level_adj_db,mic_z,h_copy
fold2_room1_mix0042,fold2,walk,0,,,,,na,,v11core,12420030492,residential,0,light,150,46.5,v16,,,,,2.090,1
fold2_room1_mix0043,fold2,walk,1,crossing,R,,,safe,R,v11core,12420030493,residential,1,,,,v16,,,,,1.664,1
fold2_room1_mix0044,fold2,walk,1,siren,R,,,na,,v11core,12420030494,residential,0,,,,v16,,,,,1.690,1
fold2_room1_mix0045,fold2,walk,0,,,,,safe,L,v11core,12420030495,arterial,2,light,150,46.0,v16,,,,,1.791,1
fold2_room1_mix0046,fold2,walk,0,,,,,critical,R,v11core,12420030496,daily,3,,,,v16,1,0.67,6.4,-7.4,1.564,1
fold2_room1_mix0047,fold2,static,1,siren,R,,,caution,L,v11core,12420030497,residential,1,,,,v16,,,,,1.538,1
fold2_room1_mix0048,fold2,walk,1,crossing,R,,,safe,R,v11core,12420030498,daily,1,,,,v16,,,,,1.851,1
fold2_room1_mix0049,fold2,walk,1,siren,L,,,caution,R,v11core,12420030499,daily,2,,,,v16,,,,,1.609,1
fold2_room1_mix0050,fold2,walk,0,,,,,caution,R,v11core,12420030500,residential,1,moderate,600,52.2,v16,,,,,1.563,1
fold2_room1_mix0051,fold2,walk,1,horn,R,,,safe,R,v11core,12420030501,daily,1,,,,v16,,,,,1.788,1
fold2_room1_mix0052,fold2,static,0,,,,,critical,L,v11core,12420030502,arterial,2,,,,v16,,,,,1.783,1
fold2_room1_mix0053,fold2,walk,0,,,,,safe,L,v11core,12420030503,daily,1,,,,v16,,,,,1.648,1
fold2_room1_mix0054,fold2,walk,0,,,,,caution,R,v11core,12420030504,arterial,2,,,,v16,,,,,1.889,1
fold2_room1_mix0055,fold2,walk,0,,,,,na,,v11core,12420030505,residential,0,light,150,49.0,v16,,,,,1.806,1
fold2_room1_mix0056,fold2,walk,2,backup_beep,L,bike_bell,L,caution,R,v11core,12420030506,daily,2,light,150,48.0,v16,,,,,1.769,1
fold2_room1_mix0057,fold2,walk,2,backup_beep,R,backup_beep,L,critical,R,v11core,12420030507,daily,2,,,,v16,,,,,1.421,1
fold2_room1_mix0058,fold2,walk,1,siren,R,,,na,,v11core,12420030508,residential,0,,,,v16,,,,,1.886,1
fold2_room1_mix0059,fold2,static,2,siren,R,crossing,L,caution,L,v11core,12420030509,daily,2,light,150,49.8,v16,,,,,1.420,1
fold2_room1_mix0060,fold2,walk,0,,,,,critical,R,v11core,12420030510,daily,1,light,150,47.1,v16,1,0.61,12.8,-9.0,1.725,1
fold2_room1_mix0061,fold2,walk,0,,,,,safe,R,v11core,12420030511,daily,1,,,,v16,,,,,1.859,1
fold2_room1_mix0062,fold2,walk,1,siren,L,,,na,,v11core,12420030512,residential,0,light,150,46.9,v16,,,,,1.849,1
fold2_room1_mix0063,fold2,walk,1,bike_bell,L,,,caution,R,v11core,12420030513,daily,1,heavy,2500,67.9,v16,,,,,1.616,1
fold2_room1_mix0064,fold2,static,0,,,,,caution,R,v11core,12420030514,residential,1,,,,v16,,,,,1.425,1
fold2_room1_mix0065,fold2,walk,0,,,,,safe,R,v11core,12420030515,residential,2,,,,v16,,,,,1.431,1
fold2_room1_mix0066,fold2,walk,1,horn,L,,,safe,L,v11core,12420030516,daily,2,,,,v16,,,,,1.419,1
fold2_room1_mix0067,fold2,walk,0,,,,,critical,R,v11core,12420030517,residential,1,,,,v16,1,1.09,14.1,-7.7,1.697,1
fold2_room1_mix0068,fold2,walk,0,,,,,safe,R,v11core,12420030518,arterial,1,,,,v16,,,,,1.776,1
fold2_room1_mix0069,fold2,walk,0,,,,,caution,R,v11core,12420030519,daily,1,,,,v16,,,,,1.751,1
fold2_room1_mix0070,fold2,walk,1,horn,L,,,safe,R,v11core,12420030520,daily,2,,,,v16,,,,,1.907,1
fold2_room1_mix0071,fold2,walk,0,,,,,critical,L,v11core,12420030521,daily,1,,,,v16,1,0.84,7.7,-9.9,2.055,1
fold2_room1_mix0072,fold2,walk,0,,,,,caution,R,v11core,12420030522,daily,2,,,,v16,,,,,2.074,1
fold2_room1_mix0073,fold2,static,1,crossing,L,,,critical,R,v11core,12420030523,daily,1,,,,v16,,,,,1.428,1
fold2_room1_mix0074,fold2,walk,0,,,,,na,,v11core,12420030524,residential,0,,,,v16,,,,,1.817,1
fold2_room1_mix0075,fold2,walk,1,crossing,R,,,na,,v11core,12420030525,residential,0,,,,v16,,,,,1.582,1
fold2_room1_mix0076,fold2,static,2,siren,L,horn,R,safe,L,v11core,12420030526,daily,2,,,,v16,,,,,1.535,1
fold2_room1_mix0077,fold2,walk,1,horn,R,,,safe,L,v11core,12420030527,daily,3,,,,v16,,,,,1.965,1
fold2_room1_mix0078,fold2,static,0,,,,,na,,v11core,12420030528,residential,0,heavy,2500,63.7,v16,,,,,1.455,1
fold2_room1_mix0079,fold2,walk,2,siren,L,bike_bell,L,safe,R,v11core,12420030529,residential,1,,,,v16,,,,,1.570,1
fold2_room1_mix0080,fold2,walk,0,,,,,caution,R,v11core,12420030530,residential,1,,,,v16,,,,,2.070,1
fold2_room1_mix0081,fold2,walk,0,,,,,critical,L,v11core,12420030531,arterial,1,,,,v16,,,,,1.830,1
fold2_room1_mix0082,fold2,static,1,horn,L,,,na,,v11core,12420030532,residential,0,light,150,45.1,v16,,,,,1.465,1
fold2_room1_mix0083,fold2,static,0,,,,,critical,R,v11core,12420030533,arterial,1,,,,v16,,,,,1.817,1
fold2_room1_mix0084,fold2,static,0,,,,,caution,R,v11core,12420030534,arterial,1,,,,v16,,,,,1.494,1
fold2_room1_mix0085,fold2,walk,1,siren,R,,,na,,v11core,12420030535,residential,0,,,,v16,,,,,1.765,1
fold2_room1_mix0086,fold2,static,2,siren,L,backup_beep,L,caution,L,v11core,12420030536,residential,1,,,,v16,,,,,1.589,1
fold2_room1_mix0087,fold2,static,1,horn,R,,,safe,L,v11core,12420030537,arterial,1,,,,v16,,,,,1.503,1
fold2_room1_mix0088,fold2,walk,0,,,,,safe,L,v11core,12420030538,daily,2,,,,v16,,,,,1.415,1
fold2_room1_mix0089,fold2,walk,2,horn,L,backup_beep,L,critical,L,v11core,12420030539,daily,1,,,,v16,1,0.69,10.5,-8.3,1.608,1
fold2_room1_mix0090,fold2,walk,0,,,,,caution,L,v11core,12420030540,residential,1,heavy,2500,62.2,v16,,,,,1.440,1
fold2_room1_mix0091,fold2,walk,2,siren,R,horn,R,na,,v11core,12420030541,residential,0,,,,v16,,,,,1.978,1
fold2_room1_mix0092,fold2,static,1,crossing,R,,,na,,v11core,12420030542,residential,0,light,150,45.0,v16,,,,,1.706,1
fold2_room1_mix0093,fold2,walk,0,,,,,na,,v11core,12420030543,residential,0,,,,v16,,,,,1.897,1
fold2_room1_mix0094,fold2,walk,1,bike_bell,R,,,caution,R,v11core,12420030544,residential,1,light,150,46.9,v16,,,,,1.668,1
fold2_room1_mix0095,fold2,walk,1,horn,L,,,na,,v11core,12420030545,residential,0,,,,v16,,,,,1.895,1
fold2_room1_mix0096,fold2,walk,2,siren,R,horn,L,critical,L,v11core,12420030546,daily,1,,,,v16,1,0.99,9.0,-7.5,1.936,1
fold2_room1_mix0097,fold2,static,0,,,,,critical,R,v11core,12420030547,daily,1,,,,v16,,,,,1.986,1
fold2_room1_mix0098,fold2,walk,2,siren,R,horn,L,critical,L,v11core,12420030548,arterial,2,,,,v16,,,,,1.495,1
fold2_room1_mix0099,fold2,walk,0,,,,,safe,R,v11core,12420030549,arterial,2,,,,v16,,,,,1.590,1
fold2_room1_mix0100,fold2,static,1,backup_beep,L,,,safe,L,v11core,12420030550,residential,1,,,,v16,,,,,1.707,1
fold2_room1_mix0101,fold2,walk,1,bike_bell,R,,,critical,L,v11core,12420030551,daily,1,,,,v16,1,0.75,6.0,-9.7,1.916,1
fold2_room1_mix0102,fold2,walk,0,,,,,critical,R,v11core,12420030552,daily,1,heavy,2500,62.3,v16,1,0.92,7.0,-7.3,2.081,1
fold2_room1_mix0103,fold2,walk,0,,,,,na,,v11core,12420030553,residential,0,,,,v16,,,,,1.704,1
fold2_room1_mix0104,fold2,walk,1,backup_beep,L,,,critical,R,v11core,12420030554,arterial,1,heavy,2500,60.4,v16,,,,,2.065,1
fold2_room1_mix0105,fold2,walk,1,siren,L,,,critical,L,v11core,12420030555,arterial,2,,,,v16,,,,,1.497,1
fold2_room1_mix0106,fold2,walk,1,horn,R,,,caution,L,v11core,12420030556,residential,1,,,,v16,,,,,1.818,1
fold2_room1_mix0107,fold2,static,1,crossing,R,,,safe,R,v11core,12420030557,daily,2,light,150,46.5,v16,,,,,1.470,1
fold2_room1_mix0108,fold2,static,0,,,,,safe,R,v11core,12420030558,arterial,2,moderate,600,56.0,v16,,,,,1.958,1
fold2_room1_mix0109,fold2,walk,2,siren,L,horn,L,critical,L,v11core,12420030559,residential,1,,,,v16,1,1.12,12.5,-8.8,1.564,1
fold2_room1_mix0110,fold2,walk,1,horn,R,,,critical,R,v11core,12420030560,arterial,2,,,,v16,,,,,1.700,1
fold2_room1_mix0111,fold2,walk,1,siren,R,,,critical,R,v11core,12420030561,residential,2,,,,v16,,,,,1.471,1
fold2_room1_mix0112,fold2,static,1,backup_beep,L,,,na,,v11core,12420030562,residential,0,,,,v16,,,,,2.013,1
fold2_room1_mix0113,fold2,static,0,,,,,na,,v11core,12420030563,daily,0,,,,v16,,,,,1.678,1
fold2_room1_mix0114,fold2,walk,1,bike_bell,L,,,critical,L,v11core,12420030564,arterial,2,,,,v16,,,,,1.524,1
fold2_room1_mix0115,fold2,walk,0,,,,,caution,R,v11core,12420030565,daily,1,moderate,600,54.0,v16,,,,,1.816,1
fold2_room1_mix0116,fold2,walk,0,,,,,caution,L,v11core,12420030566,residential,1,light,150,47.9,v16,,,,,2.088,1
fold2_room1_mix0117,fold2,walk,1,backup_beep,L,,,na,,v11core,12420030567,residential,0,light,150,46.5,v16,,,,,1.464,1
fold2_room1_mix0118,fold2,static,1,horn,L,,,safe,R,v11core,12420030568,arterial,2,,,,v16,,,,,1.800,1
fold2_room1_mix0119,fold2,walk,1,siren,R,,,critical,L,v11core,12420030569,residential,1,,,,v16,1,0.69,10.2,-6.4,1.663,1
fold2_room1_mix0120,fold2,walk,0,,,,,safe,L,v11core,12420030570,arterial,3,,,,v16,,,,,1.630,1
fold2_room1_mix0121,fold2,walk,0,,,,,critical,L,v11core,12420030571,residential,1,,,,v16,,,,,1.571,1
fold2_room1_mix0122,fold2,walk,0,,,,,critical,R,v11core,12420030572,residential,1,,,,v16,,,,,1.992,1
fold2_room1_mix0123,fold2,walk,1,horn,R,,,critical,L,v11core,12420030573,daily,2,,,,v16,,,,,1.793,1
fold2_room1_mix0124,fold2,static,0,,,,,critical,R,v11core,12420030574,daily,1,moderate,600,52.0,v16,1,0.94,6.8,-9.0,2.076,1
fold2_room1_mix0125,fold2,walk,0,,,,,safe,R,v11core,12420030575,arterial,1,heavy,2500,64.5,v16,,,,,2.008,1
fold2_room1_mix0126,fold2,static,1,siren,L,,,caution,R,v11core,12420030576,daily,1,moderate,600,50.1,v16,,,,,1.768,1
fold2_room1_mix0127,fold2,walk,1,siren,R,,,caution,L,v11core,12420030577,arterial,2,,,,v16,,,,,1.749,1
fold2_room1_mix0128,fold2,static,0,,,,,critical,R,v11core,12420030578,arterial,3,,,,v16,,,,,1.682,1
fold2_room1_mix0129,fold2,walk,0,,,,,critical,L,v11core,12420030579,arterial,3,,,,v16,,,,,1.722,1
fold2_room1_mix0130,fold2,walk,0,,,,,caution,L,v11core,12420030580,daily,1,,,,v16,,,,,1.685,1
fold2_room1_mix0131,fold2,walk,1,bike_bell,L,,,caution,R,v11core,12420030581,daily,1,,,,v16,,,,,1.873,1
fold2_room1_mix0132,fold2,walk,1,crossing,R,,,caution,L,v11core,12420030582,daily,1,,,,v16,,,,,2.019,1
fold2_room1_mix0133,fold2,walk,0,,,,,na,,v11core,12420030583,residential,0,,,,v16,,,,,2.002,1
fold2_room1_mix0134,fold2,walk,0,,,,,critical,L,v11core,12420030584,daily,1,,,,v16,,,,,1.967,1
fold2_room1_mix0135,fold2,walk,0,,,,,caution,R,v11core,12420030585,daily,2,,,,v16,,,,,1.481,1
fold2_room1_mix0136,fold2,static,2,horn,R,backup_beep,L,critical,R,v11core,12420030586,arterial,2,moderate,600,54.1,v16,,,,,1.835,1
fold2_room1_mix0137,fold2,walk,0,,,,,safe,R,v11core,12420030587,residential,1,,,,v16,,,,,2.065,1
fold2_room1_mix0138,fold2,walk,0,,,,,caution,R,v11core,12420030588,daily,1,,,,v16,,,,,1.611,1
fold2_room1_mix0139,fold2,walk,1,crossing,R,,,critical,R,v11core,12420030589,daily,1,,,,v16,1,0.85,14.9,-8.4,1.903,1
fold2_room1_mix0140,fold2,walk,0,,,,,safe,R,v11core,12420030590,residential,1,,,,v16,,,,,1.864,1
fold2_room1_mix0141,fold2,walk,1,bike_bell,R,,,safe,L,v11core,12420030591,arterial,3,,,,v16,,,,,1.768,1
fold2_room1_mix0142,fold2,walk,0,,,,,critical,R,v11core,12420030592,arterial,3,,,,v16,,,,,1.833,1
fold2_room1_mix0143,fold2,walk,1,siren,L,,,safe,R,v11core,12420030593,daily,3,,,,v16,,,,,1.484,1
fold2_room1_mix0144,fold2,walk,0,,,,,safe,L,v11core,12420030594,daily,2,,,,v16,,,,,1.420,1
fold2_room1_mix0145,fold2,static,0,,,,,na,,v11core,12420030595,daily,0,,,,v16,,,,,1.538,1
fold2_room1_mix0146,fold2,walk,1,backup_beep,L,,,safe,R,v11core,12420030596,residential,1,,,,v16,,,,,1.649,1
fold2_room1_mix0147,fold2,walk,0,,,,,caution,R,v11core,12420030597,residential,1,,,,v16,,,,,2.032,1
fold2_room1_mix0148,fold2,walk,1,crossing,R,,,na,,v11core,12420030598,residential,0,,,,v16,,,,,1.616,1
fold2_room1_mix0149,fold2,static,0,,,,,safe,L,v11core,12420030599,daily,1,,,,v16,,,,,1.984,1
fold2_room1_mix0150,fold2,walk,0,,,,,caution,R,v11core,12420030600,daily,1,,,,v16,,,,,1.749,1
fold2_room1_mix0151,fold2,static,1,siren,R,,,caution,L,v11core,12420030601,arterial,3,moderate,600,57.2,v16,,,,,1.815,1
fold2_room1_mix0152,fold2,static,0,,,,,safe,L,v11core,12420030602,arterial,1,,,,v16,,,,,1.769,1
fold2_room1_mix0153,fold2,walk,1,backup_beep,R,,,caution,R,v11core,12420030603,daily,1,,,,v16,,,,,1.776,1
fold2_room1_mix0154,fold2,walk,0,,,,,na,,v11core,12420030604,residential,0,,,,v16,,,,,1.979,1
fold2_room1_mix0155,fold2,static,1,siren,R,,,safe,L,v11core,12420030605,arterial,2,,,,v16,,,,,1.617,1
fold2_room1_mix0156,fold2,walk,2,siren,R,backup_beep,R,critical,R,v11core,12420030606,arterial,2,light,150,49.1,v16,,,,,1.400,1
fold2_room1_mix0157,fold2,static,1,backup_beep,R,,,safe,L,v11core,12420030607,arterial,2,,,,v16,,,,,2.098,1
fold2_room1_mix0158,fold2,static,0,,,,,safe,L,v11core,12420030608,residential,1,light,150,45.9,v16,,,,,1.992,1
fold2_room1_mix0159,fold2,walk,0,,,,,safe,L,v11core,12420030609,daily,1,moderate,600,56.1,v16,,,,,2.038,1
fold2_room1_mix0160,fold2,walk,1,siren,L,,,na,,v11core,12420030610,residential,0,,,,v16,,,,,1.453,1
fold2_room1_mix0161,fold2,walk,1,horn,L,,,critical,R,v11core,12420030611,residential,1,light,150,48.3,v16,,,,,1.421,1
fold2_room1_mix0162,fold2,walk,1,bike_bell,L,,,safe,R,v11core,12420030612,arterial,3,,,,v16,,,,,1.635,1
fold2_room1_mix0163,fold2,static,1,backup_beep,L,,,critical,L,v11core,12420030613,arterial,3,,,,v16,,,,,2.089,1
fold2_room1_mix0164,fold2,static,0,,,,,critical,L,v11core,12420030614,daily,2,,,,v16,1,1.08,14.3,-9.5,2.088,1
fold2_room1_mix0165,fold2,static,2,siren,L,siren,R,na,,v11core,12420030615,daily,0,,,,v16,,,,,1.603,1
fold2_room1_mix0166,fold2,walk,0,,,,,safe,R,v11core,12420030616,daily,3,,,,v16,,,,,1.803,1
fold2_room1_mix0167,fold2,walk,1,bike_bell,L,,,safe,R,v11core,12420030617,residential,1,moderate,600,51.9,v16,,,,,1.488,1
fold2_room1_mix0168,fold2,walk,1,horn,R,,,na,,v11core,12420030618,residential,0,light,150,48.8,v16,,,,,2.051,1
fold2_room1_mix0169,fold2,walk,0,,,,,safe,R,v11core,12420030619,arterial,2,,,,v16,,,,,2.087,1
fold2_room1_mix0170,fold2,walk,0,,,,,safe,L,v11core,12420030620,arterial,3,light,150,47.5,v16,,,,,1.860,1
fold2_room1_mix0171,fold2,walk,1,crossing,R,,,caution,L,v11core,12420030621,arterial,2,heavy,2500,66.6,v16,,,,,1.785,1
fold2_room1_mix0172,fold2,walk,1,bike_bell,R,,,safe,R,v11core,12420030622,daily,1,light,150,45.3,v16,,,,,1.657,1
fold2_room1_mix0173,fold2,walk,0,,,,,safe,R,v11core,12420030623,daily,1,light,150,46.7,v16,,,,,2.013,1
fold2_room1_mix0174,fold2,static,1,siren,R,,,safe,L,v11core,12420030624,daily,1,light,150,49.5,v16,,,,,1.657,1
fold2_room1_mix0175,fold2,walk,0,,,,,critical,L,v11core,12420030625,daily,1,,,,v16,1,0.96,14.6,-7.6,2.025,1
fold2_room1_mix0176,fold2,walk,1,crossing,R,,,safe,L,v11core,12420030626,arterial,3,,,,v16,,,,,1.968,1
fold2_room1_mix0177,fold2,static,1,backup_beep,R,,,safe,R,v11core,12420030627,arterial,3,moderate,600,55.2,v16,,,,,1.886,1
fold2_room1_mix0178,fold2,walk,1,bike_bell,L,,,safe,L,v11core,12420030628,arterial,2,,,,v16,,,,,1.778,1
fold2_room1_mix0179,fold2,static,0,,,,,safe,R,v11core,12420030629,residential,1,,,,v16,,,,,1.940,1
fold2_room1_mix0180,fold2,static,2,siren,R,backup_beep,R,critical,L,v11core,12420030630,residential,1,,,,v16,1,0.68,12.4,-6.5,1.768,1
fold2_room1_mix0181,fold2,static,2,backup_beep,R,bike_bell,R,safe,L,v11core,12420030631,residential,2,,,,v16,,,,,1.542,1
fold2_room1_mix0182,fold2,walk,2,siren,L,crossing,L,critical,L,v11core,12420030632,arterial,2,,,,v16,,,,,1.725,1
fold2_room1_mix0183,fold2,static,1,bike_bell,L,,,safe,R,v11core,12420030633,residential,2,,,,v16,,,,,2.082,1
fold2_room1_mix0184,fold2,walk,1,horn,R,,,critical,R,v11core,12420030634,arterial,3,,,,v16,,,,,2.069,1
fold2_room1_mix0185,fold2,static,2,horn,L,backup_beep,L,caution,L,v11core,12420030635,residential,1,,,,v16,,,,,1.609,1
fold2_room1_mix0186,fold2,walk,2,bike_bell,R,crossing,L,safe,L,v11core,12420030636,daily,1,,,,v16,,,,,1.673,1
fold2_room1_mix0187,fold2,walk,1,bike_bell,R,,,critical,L,v11core,12420030637,daily,1,,,,v16,1,1.01,14.0,-7.3,1.556,1
fold2_room1_mix0188,fold2,walk,0,,,,,na,,v11core,12420030638,residential,0,,,,v16,,,,,1.949,1
fold2_room1_mix0189,fold2,walk,1,bike_bell,R,,,critical,R,v11core,12420030639,residential,2,,,,v16,,,,,1.924,1
fold2_room1_mix0190,fold2,static,1,horn,L,,,caution,L,v11core,12420030640,residential,1,,,,v16,,,,,1.752,1
fold2_room1_mix0191,fold2,static,0,,,,,caution,R,v11core,12420030641,arterial,1,,,,v16,,,,,1.780,1
fold2_room1_mix0192,fold2,static,1,siren,L,,,caution,L,v11core,12420030642,daily,2,,,,v16,,,,,1.455,1
fold2_room1_mix0193,fold2,walk,0,,,,,safe,R,v11core,12420030643,residential,1,,,,v16,,,,,1.486,1
fold2_room1_mix0194,fold2,static,1,horn,L,,,na,,v11core,12420030644,residential,0,light,150,48.1,v16,,,,,2.086,1
fold2_room1_mix0195,fold2,walk,0,,,,,safe,R,v11core,12420030645,daily,2,,,,v16,,,,,1.910,1
fold2_room1_mix0196,fold2,walk,1,horn,L,,,caution,R,v11core,12420030646,daily,2,,,,v16,,,,,1.628,1
fold2_room1_mix0197,fold2,walk,0,,,,,caution,R,v11core,12420030647,residential,1,,,,v16,,,,,1.418,1
fold2_room1_mix0198,fold2,walk,2,backup_beep,L,bike_bell,R,critical,R,v11core,12420030648,daily,2,,,,v16,,,,,1.556,1
fold2_room1_mix0199,fold2,walk,0,,,,,caution,R,v11core,12420030649,arterial,1,,,,v16,,,,,1.614,1
fold2_room1_mix0200,fold2,walk,0,,,,,critical,L,v11core,12420030650,daily,3,,,,v16,1,1.19,5.8,-7.5,1.474,1
fold2_room1_mix0201,fold2,static,0,,,,,safe,R,v11core,12420030651,arterial,3,,,,v16,,,,,1.415,1
fold2_room1_mix0202,fold2,walk,0,,,,,critical,L,v11core,12420030652,residential,1,moderate,600,51.6,v16,,,,,1.552,1
fold2_room1_mix0203,fold2,static,2,bike_bell,L,bike_bell,R,critical,L,v11core,12420030653,daily,2,,,,v16,1,1.04,6.1,-6.4,1.892,1
fold2_room1_mix0204,fold2,walk,0,,,,,na,,v11core,12420030654,residential,0,,,,v16,,,,,1.692,1
fold2_room1_mix0205,fold2,walk,2,siren,R,siren,L,caution,L,v11core,12420030655,residential,1,,,,v16,,,,,1.636,1
fold2_room1_mix0206,fold2,walk,1,backup_beep,R,,,critical,R,v11core,12420030656,residential,1,,,,v16,1,0.90,7.3,-7.4,1.832,1
fold2_room1_mix0207,fold2,walk,0,,,,,caution,L,v11core,12420030657,daily,1,,,,v16,,,,,1.693,1
fold2_room1_mix0208,fold2,static,1,horn,R,,,critical,R,v11core,12420030658,daily,2,,,,v16,1,0.71,7.2,-6.8,1.774,1
fold2_room1_mix0209,fold2,static,2,bike_bell,R,bike_bell,L,safe,L,v11core,12420030659,daily,2,light,150,45.5,v16,,,,,1.563,1
fold2_room1_mix0210,fold2,walk,1,siren,R,,,critical,L,v11core,12420030660,residential,1,,,,v16,1,0.85,11.1,-6.9,1.523,1
fold2_room1_mix0211,fold2,walk,0,,,,,safe,R,v11core,12420030661,arterial,3,,,,v16,,,,,1.490,1
fold2_room1_mix0212,fold2,walk,0,,,,,safe,R,v11core,12420030662,residential,2,moderate,600,50.2,v16,,,,,2.086,1
fold2_room1_mix0213,fold2,walk,0,,,,,safe,L,v11core,12420030663,residential,1,light,150,49.5,v16,,,,,1.993,1
fold2_room1_mix0214,fold2,static,1,backup_beep,L,,,critical,R,v11core,12420030664,residential,1,,,,v16,1,0.87,8.5,-7.3,1.959,1
fold2_room1_mix0215,fold2,walk,0,,,,,safe,L,v11core,12420030665,residential,1,,,,v16,,,,,1.809,1
fold2_room1_mix0216,fold2,walk,0,,,,,caution,R,v11core,12420030666,daily,3,,,,v16,,,,,1.899,1
fold2_room1_mix0217,fold2,walk,0,,,,,critical,R,v11core,12420030667,arterial,1,,,,v16,,,,,1.781,1
fold2_room1_mix0218,fold2,walk,1,backup_beep,R,,,caution,R,v11core,12420030668,arterial,1,,,,v16,,,,,1.975,1
fold2_room1_mix0219,fold2,walk,0,,,,,critical,R,v11core,12420030669,arterial,3,,,,v16,,,,,1.710,1
fold2_room1_mix0220,fold2,walk,1,bike_bell,L,,,critical,R,v11core,12420030670,residential,1,,,,v16,1,1.13,5.9,-9.8,1.515,1
fold2_room1_mix0221,fold2,walk,0,,,,,na,,v11core,12420030671,residential,0,heavy,2500,62.9,v16,,,,,1.626,1
fold2_room1_mix0222,fold2,static,1,horn,R,,,caution,R,v11core,12420030672,residential,1,,,,v16,,,,,1.652,1
fold2_room1_mix0223,fold2,static,2,bike_bell,L,bike_bell,R,caution,R,v11core,12420030673,arterial,2,,,,v16,,,,,1.535,1
fold2_room1_mix0224,fold2,walk,1,backup_beep,L,,,safe,L,v11core,12420030674,daily,2,,,,v16,,,,,1.919,1
fold2_room1_mix0225,fold2,walk,1,bike_bell,R,,,caution,L,v11core,12420030675,daily,2,,,,v16,,,,,1.938,1
fold2_room1_mix0226,fold2,walk,0,,,,,critical,R,v11core,12420030676,daily,1,,,,v16,1,0.78,13.2,-8.6,1.864,1
fold2_room1_mix0227,fold2,walk,0,,,,,safe,R,v11core,12420030677,daily,2,,,,v16,,,,,1.474,1
fold2_room1_mix0228,fold2,walk,2,bike_bell,R,crossing,L,safe,L,v11core,12420030678,residential,1,,,,v16,,,,,1.959,1
fold2_room1_mix0229,fold2,walk,0,,,,,na,,v11core,12420030679,residential,0,,,,v16,,,,,2.007,1
fold2_room1_mix0230,fold2,walk,0,,,,,na,,v11core,12420030680,residential,0,,,,v16,,,,,1.907,1
fold2_room1_mix0231,fold2,walk,0,,,,,caution,L,v11core,12420030681,daily,1,,,,v16,,,,,1.507,1
fold2_room1_mix0232,fold2,walk,0,,,,,critical,L,v11core,12420030682,residential,2,,,,v16,,,,,1.584,1
fold2_room1_mix0233,fold2,static,2,backup_beep,R,crossing,L,na,,v11core,12420030683,residential,0,,,,v16,,,,,1.424,1
fold2_room1_mix0234,fold2,walk,0,,,,,caution,L,v11core,12420030684,arterial,1,,,,v16,,,,,2.081,1
fold2_room1_mix0235,fold2,walk,1,crossing,R,,,safe,R,v11core,12420030685,arterial,3,,,,v16,,,,,1.714,1
fold2_room1_mix0236,fold2,walk,1,crossing,R,,,na,,v11core,12420030686,residential,0,,,,v16,,,,,1.679,1
fold2_room1_mix0237,fold2,walk,2,siren,L,backup_beep,L,safe,L,v11core,12420030687,daily,1,heavy,2500,61.1,v16,,,,,1.637,1
fold2_room1_mix0238,fold2,walk,0,,,,,caution,L,v11core,12420030688,residential,1,,,,v16,,,,,1.886,1
fold2_room1_mix0239,fold2,walk,0,,,,,caution,R,v11core,12420030689,residential,2,,,,v16,,,,,1.918,1
fold2_room1_mix0240,fold2,static,2,backup_beep,R,crossing,L,safe,R,v11core,12420030690,daily,1,,,,v16,,,,,1.878,1
fold2_room1_mix0241,fold2,walk,1,siren,R,,,na,,v11core,12420030691,residential,0,,,,v16,,,,,1.544,1
fold2_room1_mix0242,fold2,walk,2,horn,R,bike_bell,L,critical,R,v11core,12420030692,residential,1,,,,v16,,,,,1.852,1
fold2_room1_mix0243,fold2,walk,2,backup_beep,R,backup_beep,L,caution,L,v11core,12420030693,arterial,3,,,,v16,,,,,1.607,1
fold2_room1_mix0244,fold2,static,1,bike_bell,R,,,na,,v11core,12420030694,residential,0,,,,v16,,,,,1.904,1
fold2_room1_mix0245,fold2,walk,0,,,,,na,,v11core,12420030695,residential,0,,,,v16,,,,,1.992,1
fold2_room1_mix0246,fold2,walk,1,siren,L,,,critical,R,v11core,12420030696,daily,2,,,,v16,,,,,1.863,1
fold2_room1_mix0247,fold2,static,0,,,,,critical,L,v11core,12420030697,arterial,3,,,,v16,,,,,1.587,1
fold2_room1_mix0248,fold2,static,0,,,,,na,,v11core,12420030698,residential,0,,,,v16,,,,,1.916,1
fold2_room1_mix0249,fold2,static,0,,,,,caution,L,v11core,12420030699,daily,2,,,,v16,,,,,1.453,1
fold2_room1_mix0250,fold2,static,1,crossing,L,,,critical,R,v11core,12420030700,residential,1,light,150,47.9,v16,1,0.93,7.4,-8.0,1.904,1
fold2_room1_mix0251,fold2,static,1,crossing,R,,,critical,R,v11core,12420030701,daily,1,,,,v16,1,1.00,5.3,-8.0,1.524,1
fold2_room1_mix0252,fold2,static,0,,,,,critical,L,v11core,12420030702,daily,1,light,150,49.7,v16,1,1.00,11.3,-6.2,1.712,1
fold2_room1_mix0253,fold2,walk,0,,,,,caution,R,v11core,12420030703,daily,1,,,,v16,,,,,1.600,1
