name,split,side,offset_m,speed_mps,t_cpa_s,hazard_class,siren_type,gain_db,peak,rms_W,az_med_err,az_max_err,el_med_err,snr_db_target,snr_db_measured,sir_db_target,sir_db_measured,t_on,t_off,az_med_err_noisy,n_frames,result
fold1_room1_mix145,train,L,9.91,10.21,5.7,siren,peepo,-2.97,0.1412,0.01664,0.25,0.64,0.207,14.72,14.72,8.54,8.54,3.926,7.171,0.74,32,PASS
fold1_room1_mix146,train,R,-5.42,7.55,6.41,horn,-,-0.57,0.1562,0.00602,0.252,0.49,0.165,18.16,18.16,7.75,7.75,1.271,4.006,0.45,27,PASS
fold1_room1_mix147,train,L,7.0,9.14,3.1,backup_beep,-,-3.7,0.0502,0.00611,0.252,0.51,0.393,0.22,0.22,5.43,5.43,4.648,8.828,73.04,43,PASS
fold1_room1_mix148,train,R,-3.69,7.18,4.52,bike_bell,-,-2.03,0.1785,0.01088,0.447,2.57,0.288,18.85,18.85,1.37,1.37,3.998,6.597,13.53,26,PASS
fold1_room1_mix149,train,L,13.46,14.51,4.36,siren,wail,-0.56,0.4206,0.01317,0.219,0.72,0.209,4.51,4.51,0.55,0.55,4.216,7.266,4.79,31,PASS
fold1_room1_mix150,train,R,-3.39,7.1,3.06,horn,-,-0.76,0.6091,0.03493,0.304,2.98,0.209,0.67,0.67,5.75,5.75,0.416,5.523,7.13,51,PASS
fold1_room1_mix151,train,L,7.49,7.63,6.7,backup_beep,-,-1.05,0.1979,0.01654,0.281,1.29,0.325,12.49,12.49,6.93,6.93,1.439,6.318,78.08,47,PASS
fold1_room1_mix152,train,R,-5.59,11.6,5.0,bike_bell,-,-2.55,0.0339,0.00128,0.238,0.49,0.201,0.51,0.51,10.03,10.03,0.835,3.209,7.27,23,PASS
fold1_room1_mix153,train,L,10.43,9.12,6.9,siren,peepo,-0.8,0.1787,0.01739,0.256,0.67,0.38,13.34,13.34,4.38,4.38,1.757,6.86,2.78,50,PASS
fold1_room1_mix154,train,R,-5.88,5.32,3.69,horn,-,-1.43,0.252,0.02237,0.328,1.39,0.299,18.98,18.98,7.37,7.37,3.215,9.189,1.03,61,PASS
fold1_room1_mix155,train,L,5.7,5.55,5.4,backup_beep,-,-3.68,0.5495,0.01688,0.333,1.74,0.18,13.91,13.91,0.87,0.87,2.289,5.268,6.5,30,PASS
fold1_room1_mix156,train,R,-10.25,10.65,6.58,bike_bell,-,-5.53,0.0807,0.00301,0.313,1.51,0.266,11.36,11.36,14.13,14.13,5.12,9.12,2.33,40,PASS
fold1_room1_mix157,train,L,9.23,8.08,3.55,siren,wail,-5.48,0.0741,0.01092,0.238,0.71,0.205,16.26,16.26,12.45,12.45,3.725,7.893,0.77,42,PASS
fold1_room1_mix158,train,R,-5.61,12.31,6.5,horn,-,-1.3,0.1732,0.0187,0.378,2.49,0.202,3.23,3.23,10.98,10.98,2.682,8.005,1.2,53,PASS
fold1_room1_mix159,train,L,3.07,10.64,6.93,backup_beep,-,-5.63,0.3184,0.01956,0.32,2.86,0.282,2.5,2.5,2.52,2.52,2.866,7.757,61.86,48,PASS
fold1_room1_mix160,train,R,-14.01,7.96,6.23,bike_bell,-,-3.29,0.0521,0.00266,0.297,1.01,0.193,7.58,7.58,2.84,2.84,0.541,6.335,35.36,57,PASS
fold1_room1_mix161,train,L,14.12,10.8,6.34,siren,peepo,-3.31,0.0675,0.01104,0.28,0.62,0.147,17.83,17.83,10.09,10.09,4.859,7.316,0.45,25,PASS
fold1_room1_mix162,train,R,-12.81,6.49,4.88,horn,-,-4.44,0.1071,0.00673,0.37,1.42,0.203,2.21,2.21,3.2,3.2,5.42,9.037,2.86,36,PASS
fold1_room1_mix163,train,L,13.1,14.52,3.01,backup_beep,-,-2.44,0.0444,0.00636,0.264,1.32,0.336,6.62,6.62,9.75,9.75,3.914,8.447,1.18,47,PASS
fold1_room1_mix164,train,R,-3.36,10.47,3.34,bike_bell,-,-1.94,0.1023,0.00642,0.391,2.31,0.277,15.97,15.97,9.48,9.48,0.371,5.549,1.52,51,PASS
fold1_room1_mix165,train,L,5.25,7.37,4.83,siren,wail,-1.51,0.3366,0.03504,0.212,0.63,0.248,7.09,7.09,5.09,5.09,3.249,7.653,1.39,44,PASS
fold1_room1_mix166,train,R,-3.54,8.84,6.19,horn,-,-2.52,0.322,0.02536,0.32,3.53,0.206,9.86,9.86,10.11,10.11,2.899,8.729,2.66,58,PASS
fold1_room1_mix167,train,L,10.31,6.39,3.87,backup_beep,-,-4.98,0.1464,0.01385,0.304,1.56,0.281,10.86,10.86,2.42,2.42,1.915,7.7,67.01,58,PASS
fold1_room1_mix168,train,R,-8.21,10.26,4.35,bike_bell,-,-3.27,0.1142,0.00484,0.337,2.53,0.204,14.61,14.61,9.18,9.18,2.523,7.947,2.1,55,PASS
fold1_room1_mix169,train,L,3.22,14.61,6.4,siren,peepo,-1.88,0.4869,0.03294,0.315,2.02,0.24,3.18,3.18,14.78,14.78,3.462,8.059,1.83,45,PASS
fold1_room1_mix170,train,R,-9.29,7.93,5.74,horn,-,-3.02,0.1092,0.01132,0.294,2.17,0.357,0.57,0.57,8.74,8.74,2.058,6.079,1.01,40,PASS
fold1_room1_mix171,train,L,13.12,12.13,6.13,backup_beep,-,-0.44,0.0641,0.01547,0.29,1.39,0.199,9.74,9.74,11.35,11.35,2.551,7.71,1.39,51,PASS
fold1_room1_mix172,train,R,-9.29,9.73,3.55,bike_bell,-,-0.93,0.1064,0.00342,0.253,1.11,0.294,17.09,17.09,12.09,12.09,4.342,8.701,3.06,44,PASS
fold1_room1_mix173,train,L,10.66,10.86,5.91,siren,wail,-2.84,0.1387,0.01707,0.329,0.78,0.173,12.79,12.79,4.79,4.79,3.544,8.721,0.96,52,PASS
fold1_room1_mix174,train,R,-4.21,11.14,4.18,horn,-,-2.03,0.2984,0.02186,0.279,3.43,0.248,15.44,15.44,7.14,7.14,2.418,7.611,1.42,52,PASS
fold1_room1_mix175,train,L,8.82,10.01,6.81,backup_beep,-,-5.3,0.1055,0.00637,0.296,1.21,0.356,9.96,9.96,4.72,4.72,0.499,6.122,2.4,55,PASS
fold1_room1_mix176,train,R,-4.34,5.25,3.68,bike_bell,-,-5.56,0.1899,0.00624,0.428,1.69,0.245,14.81,14.81,1.81,1.81,0.875,4.753,60.77,39,PASS
fold1_room1_mix177,train,L,9.42,7.93,5.17,siren,peepo,-1.45,0.2373,0.0238,0.262,0.63,0.231,2.5,2.5,7.21,7.21,1.206,6.707,1.21,55,PASS
fold1_room1_mix178,train,R,-4.61,8.63,6.7,horn,-,-2.65,0.2731,0.02165,0.42,2.95,0.216,11.76,11.76,2.57,2.57,4.91,8.656,1.77,37,PASS
fold1_room1_mix179,train,L,4.15,11.53,6.88,backup_beep,-,-5.26,0.028,0.00276,0.325,0.51,0.304,17.32,17.32,8.9,8.9,2.248,4.351,0.85,20,PASS
fold1_room1_mix180,train,R,-12.79,9.06,3.05,bike_bell,-,-5.26,0.0457,0.00274,0.369,1.29,0.327,19.55,19.55,14.44,14.44,0.739,6.058,1.39,53,PASS
fold1_room1_mix181,train,L,14.22,14.43,3.92,siren,wail,-5.49,0.0501,0.00899,0.212,0.72,0.315,18.93,18.93,9.67,9.67,2.29,6.234,0.79,39,PASS
fold1_room1_mix182,train,R,-6.35,7.19,5.53,horn,-,-0.35,0.3582,0.02437,0.355,2.11,0.269,1.61,1.61,4.33,4.33,4.002,9.381,2.54,55,PASS
fold1_room1_mix183,train,L,13.77,11.03,4.78,backup_beep,-,-3.88,0.0336,0.00925,0.374,1.65,0.334,15.38,15.38,3.2,3.2,2.798,5.537,11.69,27,PASS
fold1_room1_mix184,train,R,-12.48,11.63,6.46,bike_bell,-,-2.15,0.0713,0.00326,0.459,1.27,0.274,8.91,8.91,12.46,12.46,4.616,6.736,1.84,21,PASS
fold1_room1_mix185,train,L,10.63,6.23,6.16,siren,peepo,-4.24,0.1668,0.0165,0.204,0.64,0.234,17.95,17.95,5.94,5.94,4.659,9.134,1.21,45,PASS
fold1_room1_mix186,train,R,-9.77,12.76,4.8,horn,-,-3.19,0.115,0.00844,0.332,4.26,0.334,0.48,0.48,7.32,7.32,0.302,4.839,1.62,44,PASS
fold1_room1_mix187,train,L,7.13,12.28,6.28,backup_beep,-,-2.67,0.1097,0.01823,0.316,3.58,0.321,17.15,17.15,14.23,14.23,3.418,9.344,3.73,60,PASS
fold1_room1_mix188,train,R,-9.12,6.51,5.53,bike_bell,-,-2.53,0.1047,0.00359,0.203,1.23,0.232,15.43,15.43,8.58,8.58,2.628,5.115,3.72,24,PASS
fold1_room1_mix189,train,L,4.62,8.48,3.06,siren,wail,-2.88,0.321,0.02987,0.345,1.02,0.233,3.76,3.76,10.91,10.91,2.049,7.675,1.56,57,PASS
fold1_room1_mix190,train,R,-8.36,12.58,5.97,horn,-,-1.0,0.1375,0.01469,0.397,2.87,0.296,11.7,11.7,3.16,3.16,1.405,6.665,4.13,51,PASS
fold1_room1_mix191,train,L,13.08,8.76,4.19,backup_beep,-,-3.86,0.1,0.01153,0.332,1.53,0.15,0.69,0.69,5.49,5.49,0.596,5.848,5.72,52,PASS
fold1_room1_mix192,train,R,-12.98,11.88,4.77,bike_bell,-,-4.54,0.0646,0.00218,0.506,1.61,0.39,2.53,2.53,4.54,4.54,4.266,6.311,8.18,21,PASS
fold1_room1_mix193,train,L,9.03,6.11,6.11,siren,peepo,-1.51,0.1685,0.02408,0.283,0.57,0.252,19.5,19.5,13.98,13.98,1.207,6.762,0.62,55,PASS
fold1_room1_mix194,train,R,-13.12,14.78,6.01,horn,-,-1.06,0.1426,0.01019,0.388,4.09,0.292,0.32,0.32,13.78,13.78,2.339,6.876,1.06,44,PASS
fold1_room1_mix195,train,L,4.22,6.31,6.12,backup_beep,-,-1.53,0.6357,0.03519,0.308,3.5,0.246,2.2,2.2,6.49,6.49,3.199,7.363,6.03,41,PASS
fold1_room1_mix196,train,R,-9.56,8.19,4.71,bike_bell,-,-5.95,0.0623,0.00324,0.33,1.79,0.235,17.13,17.13,9.5,9.5,2.772,7.234,4.39,45,PASS
fold1_room1_mix197,train,L,10.13,13.34,5.13,siren,wail,-2.73,0.2121,0.01574,0.313,0.85,0.337,19.18,19.18,2.13,2.13,2.321,6.416,2.82,41,PASS
fold1_room1_mix198,train,R,-13.33,5.05,4.46,horn,-,-4.95,0.1894,0.00855,0.319,1.54,0.211,5.51,5.51,4.29,4.29,3.982,9.256,2.84,53,PASS
fold1_room1_mix199,train,L,5.99,10.18,5.03,backup_beep,-,-2.94,0.1891,0.01925,0.302,2.95,0.209,19.99,19.99,5.8,5.8,1.073,5.651,30.67,45,PASS
fold1_room1_mix200,train,R,-13.14,8.55,3.29,bike_bell,-,-3.31,0.0654,0.00286,0.378,1.07,0.345,17.99,17.99,4.84,4.84,2.486,5.522,17.96,31,PASS
fold1_room1_mix201,train,L,10.81,9.54,4.96,siren,peepo,-1.82,0.0819,0.02027,0.25,0.71,0.304,14.58,14.58,14.31,14.31,1.486,7.446,0.28,59,PASS
fold1_room1_mix202,train,R,-10.43,13.14,6.25,horn,-,-2.7,0.0932,0.01037,0.422,4.79,0.28,13.0,13.0,8.8,8.8,3.175,7.593,1.02,44,PASS
fold1_room1_mix203,train,L,3.08,14.72,4.5,backup_beep,-,-3.07,0.3818,0.0244,0.206,14.16,0.242,19.31,19.31,13.58,13.58,0.974,6.791,3.99,58,PASS
fold1_room1_mix204,train,R,-10.05,7.57,4.88,bike_bell,-,-1.19,0.073,0.00489,0.28,1.24,0.207,15.79,15.79,8.78,8.78,1.765,4.995,3.24,32,PASS
fold1_room1_mix205,train,L,3.7,8.3,4.22,siren,wail,-2.66,0.323,0.0192,0.266,0.7,0.245,10.37,10.37,3.24,3.24,4.592,8.976,0.46,45,PASS
fold1_room1_mix206,train,R,-13.7,13.2,4.52,horn,-,-5.84,0.0607,0.00461,0.316,3.44,0.351,11.96,11.96,9.01,9.01,0.816,4.55,0.55,36,PASS
fold1_room1_mix207,train,L,14.44,6.36,5.08,backup_beep,-,-4.7,0.0292,0.00807,0.306,1.01,0.103,14.57,14.57,10.77,10.77,2.692,5.336,2.77,26,PASS
fold1_room1_mix208,train,R,-7.69,9.82,5.69,bike_bell,-,-3.81,0.0867,0.00267,0.291,1.09,0.353,18.08,18.08,0.07,0.07,0.569,5.358,42.93,47,PASS
fold1_room1_mix209,train,L,10.69,13.28,3.23,siren,peepo,-0.21,0.2449,0.01845,0.251,0.68,0.348,15.63,15.63,1.86,1.86,2.618,5.414,7.73,28,PASS
fold1_room1_mix210,train,R,-8.79,10.95,3.19,horn,-,-3.1,0.0477,0.00323,0.22,0.53,0.295,11.85,11.85,6.68,6.68,5.513,7.957,1.5,25,PASS
fold1_room1_mix211,train,L,5.17,5.97,6.59,backup_beep,-,-2.4,0.4962,0.02693,0.392,3.02,0.27,11.02,11.02,0.28,0.28,5.009,7.763,14.01,28,PASS
fold1_room1_mix212,train,R,-7.8,9.84,3.72,bike_bell,-,-0.83,0.1335,0.00523,0.306,1.58,0.245,9.04,9.04,5.77,5.77,3.413,7.909,13.01,46,PASS
fold1_room1_mix213,train,L,6.41,6.51,6.06,siren,wail,-1.02,0.3449,0.02895,0.269,0.76,0.222,13.57,13.57,6.5,6.5,1.431,6.369,0.62,49,PASS
fold1_room1_mix214,train,R,-3.61,12.57,6.15,horn,-,-4.36,0.2556,0.01709,0.326,4.14,0.257,12.18,12.18,7.73,7.73,3.768,7.324,4.36,35,PASS
fold1_room1_mix215,train,L,3.63,12.39,5.55,backup_beep,-,-2.75,0.2817,0.02448,0.271,9.74,0.325,6.63,6.63,4.25,4.25,1.875,7.807,18.4,59,PASS
fold1_room1_mix216,train,R,-10.96,12.56,5.19,bike_bell,-,-6.0,0.0602,0.00223,0.358,1.74,0.35,0.84,0.84,0.69,0.69,0.506,6.206,36.52,56,PASS
fold1_room1_mix217,train,L,7.49,8.98,6.71,siren,peepo,-3.68,0.2971,0.02081,0.231,0.81,0.215,15.43,15.43,2.38,2.38,3.144,8.71,2.08,56,PASS
fold1_room1_mix218,train,R,-4.93,10.13,4.97,horn,-,-1.23,0.2742,0.02289,0.381,2.96,0.211,11.83,11.83,9.79,9.79,2.787,7.743,0.88,49,PASS
fold1_room1_mix219,train,L,3.24,11.91,5.5,backup_beep,-,-4.27,0.3321,0.01201,0.245,1.39,0.345,8.5,8.5,0.87,0.87,0.695,5.229,4.72,43,PASS
fold1_room1_mix220,train,R,-6.96,13.65,3.32,bike_bell,-,-5.73,0.0599,0.00276,0.319,1.93,0.283,11.55,11.55,8.11,8.11,2.177,7.724,3.54,57,PASS
fold1_room1_mix221,train,L,11.69,8.36,6.5,siren,wail,-2.09,0.0837,0.00877,0.237,0.54,0.155,3.86,3.86,13.85,13.85,1.051,4.937,0.57,38,PASS
fold1_room1_mix222,train,R,-14.4,10.41,3.52,horn,-,-4.36,0.1014,0.00744,0.464,2.74,0.279,12.03,12.03,3.61,3.61,0.356,4.644,1.75,42,PASS
fold1_room1_mix223,train,L,6.93,7.86,6.39,backup_beep,-,-4.12,0.1458,0.01549,0.262,0.9,0.259,9.27,9.27,13.53,13.53,1.187,6.487,8.87,52,PASS
fold1_room1_mix224,train,R,-14.07,7.44,3.5,bike_bell,-,-0.14,0.0474,0.00441,0.384,1.04,0.365,19.18,19.18,8.59,8.59,2.066,4.676,8.55,26,PASS
fold1_room1_mix225,train,L,6.14,10.87,6.32,siren,peepo,-4.58,0.221,0.0175,0.256,1.0,0.222,11.55,11.55,4.31,4.31,3.955,6.961,2.93,30,PASS
fold1_room1_mix226,train,R,-7.9,14.65,3.42,horn,-,-2.98,0.1155,0.01219,0.37,3.41,0.24,13.81,13.81,13.32,13.32,0.405,5.702,0.57,53,PASS
fold1_room1_mix227,train,L,3.99,13.71,4.16,backup_beep,-,-5.26,0.204,0.01629,0.28,4.06,0.344,13.27,13.27,10.89,10.89,4.089,9.528,6.25,56,PASS
fold1_room1_mix228,train,R,-7.23,7.31,6.25,bike_bell,-,-5.86,0.2138,0.00404,0.433,1.74,0.174,12.12,12.12,1.51,1.51,5.854,8.813,93.48,30,PASS
fold1_room1_mix229,train,L,6.91,7.2,6.2,siren,wail,-3.53,0.0906,0.00515,0.236,0.46,0.131,2.53,2.53,3.04,3.04,0.454,2.919,0.71,24,PASS
fold1_room1_mix230,train,R,-3.09,7.73,5.71,horn,-,-2.28,0.3344,0.03015,0.326,4.0,0.222,7.61,7.61,12.95,12.95,3.025,8.057,1.23,50,PASS
fold1_room1_mix231,train,L,9.59,11.4,5.54,backup_beep,-,-3.74,0.1659,0.00811,0.289,1.25,0.247,1.35,1.35,6.74,6.74,2.921,5.239,22.18,23,PASS
fold1_room1_mix232,train,R,-11.53,6.42,5.36,bike_bell,-,-4.48,0.0497,0.00349,0.319,1.03,0.254,2.26,2.26,10.91,10.91,3.85,7.639,2.14,38,PASS
fold1_room1_mix233,train,L,12.43,7.41,5.16,siren,peepo,-3.03,0.0706,0.01373,0.228,0.64,0.207,10.18,10.18,14.16,14.16,0.359,5.3,0.29,48,PASS
fold1_room1_mix234,train,R,-11.83,13.54,5.65,horn,-,-2.95,0.099,0.00633,0.278,2.58,0.368,2.86,2.86,3.21,3.21,2.081,5.348,4.52,32,PASS
fold1_room1_mix235,train,L,8.73,13.21,4.86,backup_beep,-,-1.66,0.1506,0.01262,0.462,1.89,0.175,15.35,15.35,5.76,5.76,4.5,6.546,9.87,21,PASS
fold1_room1_mix236,train,R,-13.94,10.95,4.11,bike_bell,-,-1.2,0.044,0.00186,0.27,0.78,0.402,18.51,18.51,5.82,5.82,5.887,9.037,0.44,32,PASS
fold1_room1_mix237,train,L,4.32,6.09,4.22,siren,wail,-4.54,0.2856,0.02806,0.292,0.66,0.227,16.1,16.1,10.84,10.84,0.335,4.985,0.5,46,PASS
fold1_room1_mix238,train,R,-14.44,14.99,6.07,horn,-,-4.63,0.1009,0.00495,0.316,3.73,0.346,13.53,13.53,0.48,0.48,0.584,5.981,0.67,52,PASS
fold1_room1_mix239,train,L,11.56,5.39,4.04,backup_beep,-,-5.26,0.1852,0.01125,0.42,0.9,0.22,2.78,2.78,2.07,2.07,2.606,6.382,6.35,38,PASS
fold1_room1_mix240,train,R,-13.6,11.52,4.81,bike_bell,-,-0.63,0.0579,0.0044,0.362,1.18,0.26,13.74,13.74,8.86,8.86,1.708,6.942,1.15,52,PASS
fold2_room1_mix001,val,L,6.94,10.09,4.93,siren,peepo,-0.15,0.2597,0.01704,0.26,0.48,0.288,8.63,8.63,4.73,4.73,1.125,4.483,5.82,33,PASS
fold2_room1_mix002,val,R,-7.21,7.59,6.0,horn,-,-0.15,0.1873,0.01341,0.374,1.35,0.232,4.12,4.12,11.07,11.07,1.632,5.437,1.05,38,PASS
fold2_room1_mix003,val,L,3.19,5.19,4.66,backup_beep,-,-4.98,0.2554,0.03056,0.356,4.85,0.195,19.67,19.67,9.66,9.66,3.112,9.077,6.7,60,PASS
fold2_room1_mix004,val,R,-8.1,6.22,3.14,bike_bell,-,-3.44,0.0896,0.00443,0.31,1.37,0.296,11.77,11.77,7.32,7.32,2.014,4.36,4.96,24,PASS
fold2_room1_mix005,val,L,13.51,5.64,3.78,siren,wail,-3.91,0.095,0.01438,0.208,0.55,0.115,11.25,11.25,9.0,9.0,1.879,6.157,1.06,43,PASS
fold2_room1_mix006,val,R,-13.06,7.71,4.4,horn,-,-1.07,0.1054,0.00682,0.312,1.44,0.235,14.75,14.75,12.59,12.59,5.839,9.122,0.72,33,PASS
fold2_room1_mix007,val,L,11.47,8.91,3.19,backup_beep,-,-0.1,0.0847,0.01241,0.366,1.13,0.148,8.27,8.27,2.24,2.24,3.506,7.299,31.13,39,PASS
fold2_room1_mix008,val,R,-8.04,11.16,5.76,bike_bell,-,-2.9,0.1128,0.00447,0.342,2.18,0.258,5.51,5.51,5.11,5.11,4.137,9.632,3.44,56,PASS
fold2_room1_mix009,val,L,11.88,7.04,3.58,siren,peepo,-3.66,0.0814,0.01517,0.258,0.66,0.147,16.94,16.94,9.61,9.61,2.585,7.088,0.5,46,PASS
fold2_room1_mix010,val,R,-13.45,10.79,6.63,horn,-,-3.9,0.0794,0.00905,0.328,2.9,0.249,18.93,18.93,10.05,10.05,3.874,9.459,0.52,56,PASS
fold2_room1_mix011,val,L,10.88,8.49,3.27,backup_beep,-,-2.23,0.1163,0.0159,0.278,1.72,0.286,19.1,19.1,4.33,4.33,1.725,6.352,11.22,46,PASS
fold2_room1_mix012,val,R,-12.1,6.45,4.05,bike_bell,-,-3.84,0.0836,0.00393,0.392,1.1,0.349,13.28,13.28,5.32,5.32,2.046,7.305,5.23,53,PASS
fold2_room1_mix013,val,L,6.91,9.66,5.77,siren,wail,-2.74,0.2028,0.02371,0.279,0.74,0.299,8.66,8.66,10.45,10.45,2.663,8.059,1.21,53,PASS
fold2_room1_mix014,val,R,-6.22,7.58,6.61,horn,-,-5.31,0.1722,0.01177,0.322,1.83,0.188,1.48,1.48,0.37,0.37,1.174,7.14,2.98,59,PASS
fold2_room1_mix015,val,L,11.42,8.48,5.92,backup_beep,-,-4.47,0.0475,0.00566,0.291,0.52,0.238,1.2,1.2,6.9,6.9,1.04,4.342,6.24,32,PASS
fold2_room1_mix016,val,R,-11.83,6.21,4.12,bike_bell,-,-4.94,0.0349,0.0027,0.285,1.12,0.198,1.81,1.81,9.92,9.92,4.384,8.386,2.07,41,PASS
fold2_room1_mix017,val,L,14.31,7.06,4.5,siren,peepo,-2.56,0.0913,0.0165,0.282,0.7,0.302,10.74,10.74,8.68,8.68,1.486,6.889,0.44,54,PASS
fold2_room1_mix018,val,R,-13.76,12.6,5.01,horn,-,-5.56,0.0754,0.00522,0.555,3.3,0.364,5.55,5.55,9.83,9.83,4.681,7.093,0.81,25,PASS
fold2_room1_mix019,val,L,10.44,12.24,3.51,backup_beep,-,-5.61,0.133,0.00926,0.346,2.36,0.164,4.34,4.34,5.55,5.55,2.316,5.695,12.61,34,PASS
fold2_room1_mix020,val,R,-5.94,5.87,3.4,bike_bell,-,-5.83,0.0418,0.00211,0.251,0.88,0.236,19.61,19.61,0.74,0.74,4.645,9.488,12.22,49,PASS
fold2_room1_mix021,val,L,5.85,12.85,3.34,siren,wail,-1.98,0.1306,0.01043,0.267,0.68,0.31,7.13,7.13,12.35,12.35,4.067,8.833,0.7,49,PASS
fold2_room1_mix022,val,R,-9.74,10.89,5.34,horn,-,-4.32,0.078,0.00987,0.411,3.51,0.324,14.07,14.07,7.78,7.78,0.994,6.554,0.84,55,PASS
fold2_room1_mix023,val,L,3.79,9.56,4.75,backup_beep,-,-5.77,0.1798,0.01724,0.493,5.38,0.209,10.08,10.08,9.02,9.02,2.747,5.439,5.54,27,PASS
fold2_room1_mix024,val,R,-11.62,12.78,6.32,bike_bell,-,-0.01,0.0645,0.00491,0.456,1.91,0.233,2.7,2.7,13.59,13.59,2.843,7.122,2.32,42,PASS
fold2_room1_mix025,val,L,3.97,10.9,4.52,siren,peepo,-5.5,0.2357,0.01969,0.255,1.57,0.23,9.07,9.07,11.87,11.87,4.204,9.016,0.9,50,PASS
fold2_room1_mix026,val,R,-10.91,14.08,5.34,horn,-,-1.44,0.1225,0.01213,0.373,4.98,0.229,16.42,16.42,11.57,11.57,3.655,8.621,0.5,51,PASS
fold2_room1_mix027,val,L,11.85,13.32,4.19,backup_beep,-,-5.51,0.0448,0.00556,0.379,2.25,0.229,6.97,6.97,7.36,7.36,4.374,7.201,5.81,29,PASS
fold2_room1_mix028,val,R,-11.85,5.29,3.75,bike_bell,-,-1.66,0.0488,0.00365,0.26,1.09,0.245,6.61,6.61,9.47,9.47,3.116,5.121,5.29,20,PASS
fold2_room1_mix029,val,L,7.08,11.18,4.46,siren,wail,-4.39,0.2575,0.01571,0.231,0.88,0.214,15.62,15.62,3.36,3.36,3.985,7.076,0.91,32,PASS
fold2_room1_mix030,val,R,-3.69,6.01,5.17,horn,-,-3.83,0.1029,0.00547,0.265,0.56,0.336,4.46,4.46,8.53,8.53,0.357,2.798,1.11,24,PASS
fold2_room1_mix031,val,L,4.52,13.02,3.34,backup_beep,-,-2.47,0.2121,0.02375,0.332,6.54,0.274,0.82,0.82,1.81,1.81,2.22,7.021,20.72,49,PASS
fold2_room1_mix032,val,R,-9.43,11.38,4.11,bike_bell,-,-2.49,0.1085,0.00441,0.317,2.46,0.3,0.47,0.47,2.42,2.42,1.542,4.972,14.9,34,PASS
fold2_room1_mix033,val,L,14.27,5.38,6.52,siren,peepo,-1.71,0.1722,0.01653,0.22,0.6,0.35,15.09,15.09,6.45,6.45,4.764,8.237,1.71,35,PASS
fold2_room1_mix034,val,R,-7.55,10.44,6.09,horn,-,-0.54,0.1103,0.00765,0.328,0.91,0.223,15.38,15.38,10.84,10.84,2.724,5.174,0.84,24,PASS
fold2_room1_mix035,val,L,13.88,7.55,3.57,backup_beep,-,-4.99,0.1078,0.00762,0.29,1.0,0.305,5.07,5.07,4.27,4.27,1.155,3.505,4.69,23,PASS
fold2_room1_mix036,val,R,-9.84,9.64,4.8,bike_bell,-,-5.99,0.0608,0.00281,0.373,2.12,0.271,16.41,16.41,6.13,6.13,3.089,6.477,22.06,34,PASS
fold2_room1_mix037,val,L,7.07,8.73,5.1,siren,wail,-1.79,0.1876,0.02175,0.3,0.74,0.234,6.22,6.22,13.42,13.42,4.883,8.997,0.63,42,PASS
fold2_room1_mix038,val,R,-14.42,12.16,3.95,horn,-,-3.33,0.2174,0.00397,0.262,0.96,0.298,0.3,0.3,3.15,3.15,5.269,8.798,2.18,37,PASS
fold2_room1_mix039,val,L,9.7,5.36,3.86,backup_beep,-,-0.69,0.2428,0.01677,0.282,1.02,0.164,7.43,7.43,7.3,7.3,4.152,6.684,8.82,25,PASS
fold2_room1_mix040,val,R,-8.6,14.07,6.98,bike_bell,-,-1.29,0.0687,0.00466,0.426,2.49,0.194,6.07,6.07,1.26,1.26,5.805,9.509,10.09,37,PASS
fold2_room1_mix041,val,L,5.91,10.93,5.34,siren,peepo,-5.81,0.0333,0.00287,0.289,0.5,0.438,6.68,6.68,10.28,10.28,0.303,2.497,0.7,21,PASS
fold2_room1_mix042,val,R,-4.0,14.37,6.46,horn,-,-1.98,0.4579,0.01948,0.402,4.5,0.235,18.72,18.72,0.85,0.85,4.732,9.427,3.09,48,PASS
fold2_room1_mix043,val,L,13.54,13.69,5.75,backup_beep,-,-2.75,0.1061,0.01145,0.281,1.48,0.219,0.8,0.8,2.35,2.35,3.23,8.869,5.42,57,PASS
fold2_room1_mix044,val,R,-8.22,12.01,4.36,bike_bell,-,-5.2,0.0573,0.00364,0.319,2.31,0.295,16.84,16.84,12.22,12.22,1.224,5.032,2.6,38,PASS
fold2_room1_mix045,val,L,4.22,10.38,6.01,siren,wail,-4.26,0.248,0.01787,0.291,0.99,0.338,10.29,10.29,14.69,14.69,0.592,5.99,1.52,52,PASS
fold2_room1_mix046,val,R,-7.4,14.79,5.74,horn,-,-5.09,0.0415,0.00209,0.252,0.63,0.277,3.85,3.85,5.36,5.36,0.823,3.684,1.2,28,PASS
fold2_room1_mix047,val,L,13.23,7.0,4.71,backup_beep,-,-0.93,0.0991,0.01291,0.211,1.16,0.24,10.18,10.18,2.75,2.75,1.802,4.965,7.9,31,PASS
fold2_room1_mix048,val,R,-13.25,10.09,3.68,bike_bell,-,-5.5,0.0354,0.00234,0.249,1.16,0.261,11.59,11.59,2.74,2.74,2.54,6.958,10.39,45,PASS
fold2_room1_mix049,val,L,6.52,6.69,5.7,siren,peepo,-2.61,0.4966,0.02459,0.264,0.7,0.257,17.71,17.71,5.51,5.51,4.842,7.412,2.08,26,PASS
