clip,cls,t_on,t_off,dur,d_on,d_off,snr_on,snr_off,t_cpa,d_cpa,cpa_in_window,sudden_on,sudden_off,noise,speed
fold1_room1_mix1469,siren,3.195,7.683,4.4879999999999995,15.572547247236859,34.341079708622125,55.851352230125755,48.982266462646294,4.6000000000000005,4.614432100275303,1,1,1,46.14382886168653,10.898365134544832
fold1_room1_mix1470,siren,1.935,6.966,5.031000000000001,48.079567189307234,22.71830402730341,30.097862756258735,36.60955560270354,5.5,12.143864122012218,1,1,1,56.829440682342494,13.063198450651383
fold1_room1_mix1472,bike_bell,4.478,9.249,4.771000000000001,14.633858413914076,33.66398105283215,15.861109098224318,8.624976600458517,4.1000000000000005,14.445094146550815,0,1,0,53.38952220120629,5.881668052472415
fold1_room1_mix1474,backup_beep,3.631,9.102,5.471,13.099788860218727,14.777160147607068,9.88877849661612,8.842244813068646,4.6000000000000005,13.010911713395483,1,0,0,54.77615639847891,1.558981692631401
fold1_room1_mix1475,backup_beep,2.92,5.431,2.511,12.317048691794703,10.239581752130597,17.74149325703013,19.345982068093612,5.300000000000001,10.230739327092545,1,1,1,44.73829390839318,2.9020337054963665
fold1_room1_mix1477,horn,2.684,6.542,3.8579999999999997,24.00186417353419,13.745370262302151,29.932521245989086,34.774291860307436,5.4,10.178074672090618,1,1,1,50.659158518584356,8.028881249162541
fold1_room1_mix1478,horn,5.317,9.245,3.927999999999999,7.4321302112285865,50.443430726836276,37.55512002265247,20.92129390347774,4.7,3.5959154715874297,0,1,1,50.324804521363596,11.151184257031783
fold1_room1_mix1479,siren,4.162,8.733,4.571000000000001,10.576514399933243,44.71159607971629,46.61134105725809,34.0897888927517,4.6000000000000005,9.776913335625242,1,1,1,60.267336132850005,10.43494492239
fold1_room1_mix1482,siren,3.359,7.661,4.302,13.671283229454149,42.526826393933945,71.96143820235677,62.104364331333656,4.3,6.407699283190663,1,1,1,44.69751904117534,12.580440373955025
fold1_room1_mix1482,siren,4.153,8.918,4.765,12.805416002335516,25.902595371467893,66.7863569042566,60.66736511016134,5.300000000000001,10.629249667515483,1,1,1,44.69751904117534,6.457230455598811
fold1_room1_mix1483,bike_bell,5.44,7.882,2.4419999999999993,13.55084171155315,11.99456694075216,9.114206706991126,10.173840701627782,7.0,11.091666625539604,1,0,1,52.9820872923237,5.058203653249441
fold1_room1_mix1485,bike_bell,2.61,7.318,4.708,12.543235915367072,9.903784077915867,15.224674139477834,17.276842686132774,5.6000000000000005,8.17564707349591,1,1,1,45.90207766392795,3.207985892300013
fold1_room1_mix1487,siren,7.184,9.463,2.278999999999999,20.615068295937338,41.765888277821865,71.14967238184309,65.01693349174695,5.5,11.658222567098827,0,1,1,42.962948426761876,10.137670655980244
fold1_room1_mix1487,backup_beep,5.821,8.722,2.901,11.863010320862411,13.299995802845032,16.27986074489248,15.286728831401128,5.0,11.777649234882714,0,1,1,42.962948426761876,1.6396411347479778
fold1_room1_mix1489,bike_bell,3.13,7.487,4.357,7.972142546627078,14.840009737801127,7.136604085562276,1.7394214779493211,4.2,6.7044976518171175,1,0,0,61.071701396635724,4.028573515221565
fold1_room1_mix1490,horn,5.242,8.136,2.8939999999999992,7.208752428403121,41.66140499922485,46.15137743738071,30.913901409563117,5.2,7.14512087301942,0,1,1,51.7130138391174,13.811270788756806
fold1_room1_mix1494,bike_bell,0.686,2.974,2.2880000000000003,9.592222070340899,3.9534069367495013,18.648082581463385,26.34703667424705,3.2,3.857756241140163,0,1,1,52.84803959681011,3.458901274839964
fold1_room1_mix1497,siren,3.842,6.33,2.488,27.798675562272877,8.284340944286502,53.909827931626324,64.4251507481451,5.9,5.25437930767028,1,1,1,46.425758415112696,13.560009999442466
fold1_room1_mix1497,backup_beep,4.931,6.931,2.0,15.221831640546524,16.897142619737306,19.573249601754952,18.6663224902738,3.3000000000000003,14.767191101396886,0,1,1,46.425758415112696,2.2599702955565117
fold1_room1_mix1498,backup_beep,2.722,5.123,2.4010000000000002,13.279962636081772,13.757623547960367,-5.3243106759000085,-5.631242045607081,3.3000000000000003,13.225925522328405,1,0,0,60.871768040051585,2.0760308632013533
fold1_room1_mix1499,siren,2.332,6.28,3.9480000000000004,43.04143913861834,12.313436203256249,36.118304659794504,46.98845504787454,5.4,3.0918315556938265,1,1,1,50.297451056055436,13.894160808844422
fold1_room1_mix1502,siren,1.457,6.607,5.15,41.45779575070181,33.71482723219266,47.82291221059961,49.6186175916971,4.3,8.620583278649297,1,1,1,44.81520102420524,14.203212322291517
fold1_room1_mix1503,siren,2.979,8.586,5.607,27.86584097565806,36.85999573830891,60.2550702083175,57.8254076820464,5.300000000000001,10.31998245549862,1,1,1,55.43068082789285,10.92909027260328
fold1_room1_mix1505,horn,0.347,3.755,3.408,88.5888187827778,38.07020055509384,15.396578460824813,22.7324533862312,6.300000000000001,3.782926995438761,0,1,1,63.31494137553018,14.855101036678711
fold1_room1_mix1509,siren,1.198,6.979,5.781000000000001,28.305829115279437,26.421466272466677,61.130092029036696,61.72847133167421,4.2,9.700222830445403,1,1,1,54.13389858910784,8.851107675521291
fold1_room1_mix1510,horn,1.9,6.841,4.941000000000001,36.4248413952737,26.344058464670375,30.08763275420211,32.901932511683405,4.800000000000001,7.813924497407796,1,1,1,50.5015581386562,12.292156801821019
fold1_room1_mix1511,backup_beep,0.777,6.218,5.441,10.833137170964559,9.745491120835235,9.033273904770049,9.95228414789134,5.300000000000001,9.69250946268875,1,0,0,48.81094685812153,1.0758827515249934
fold1_room1_mix1523,bike_bell,4.095,9.048,4.953,17.109126951281425,21.110893855656467,12.364418799467899,10.538843332990943,6.1000000000000005,11.84808261648262,1,1,1,49.99279956671088,6.020724554713643
fold1_room1_mix1524,horn,2.895,7.665,4.77,49.23969774713699,24.647482563925102,21.793276347374913,27.80413255410916,6.1000000000000005,9.55086053821916,1,1,1,60.29362376977646,14.892478126242848
fold1_room1_mix1529,bike_bell,2.076,6.742,4.666,15.837787814960194,10.975339356662547,17.31975322798182,20.505284483604008,4.9,4.262101834996967,1,1,1,45.22017238518766,5.436845682877978
fold1_room1_mix1532,siren,2.295,8.158,5.8629999999999995,31.46864326704021,47.026151899681054,58.52932575491685,55.040097292669465,4.5,14.525192423495108,1,1,1,41.85195637863256,12.39177201581731
fold1_room1_mix1537,backup_beep,5.17,9.02,3.8499999999999996,9.804927971249768,12.915728252051702,15.891351286940761,13.497861462139099,5.6000000000000005,9.733614764809618,1,1,1,53.52242404857256,2.513045203276585
fold1_room1_mix1539,backup_beep,2.08,4.964,2.8840000000000003,14.582562818218802,15.23850861199538,18.515088307432585,18.132916129901055,3.0,14.369570730997697,1,1,1,43.557470078830114,2.6203608144315194
fold1_room1_mix1540,bike_bell,2.25,6.36,4.11,7.4109022480978775,13.614588291312122,5.278010785211713,-0.004657771975978164,3.6,3.659051010660502,1,0,0,63.54257886405869,4.758714047434964
fold1_room1_mix1544,backup_beep,3.468,7.059,3.591,6.683823708735347,10.770528282179615,9.7146386028679,5.570398223510942,3.2,6.660265454077655,0,0,0,55.89939653679446,2.2007776810903668
fold1_room1_mix1549,bike_bell,1.87,6.931,5.061,21.21640241562438,15.825179123146969,5.712701833269264,8.25916402747977,5.0,11.684211297580555,1,0,0,49.709475010811225,5.608400332987784
fold1_room1_mix1551,backup_beep,0.304,5.707,5.403,7.803150541135483,3.9071481277147226,11.270207412671368,17.27840959385152,5.300000000000001,3.864913304077899,1,1,1,63.85860925553541,1.3607350371361326
fold1_room1_mix1554,bike_bell,4.993,7.252,2.2589999999999995,10.780107062270863,6.287860969209609,16.105722521214027,20.788125393090276,6.800000000000001,5.750223048320261,1,1,1,46.567932951032226,5.167917721801212
fold1_room1_mix1555,siren,0.455,6.145,5.6899999999999995,32.19331541239232,8.58206202466488,30.979132749893765,42.462613862432036,6.2,8.571344843391566,0,1,1,58.45819181566107,5.373098724204516
fold1_room1_mix1557,siren,2.581,8.468,5.8870000000000005,10.613374468618174,30.509682286472973,62.07982258889641,52.90813863808922,4.0,4.921106019983751,1,1,1,41.84245945217821,6.712201650933064
fold1_room1_mix1558,horn,6.271,9.157,2.886,10.50309513210055,49.52007429938133,39.42666254853311,25.957382778824915,5.7,6.90150738198682,0,1,1,47.926912799553016,14.247059228993326
fold1_room1_mix1561,horn,1.793,7.642,5.849,46.43353769390433,30.49033784919111,18.137261469212632,21.79065219908577,5.4,8.040371961571275,1,1,1,55.75626777773067,12.84896730355498
fold1_room1_mix1561,bike_bell,6.377,9.486,3.109000000000001,10.599558105759845,19.647092598753012,10.791104170315151,5.430893528965122,5.0,9.094621343795065,0,1,0,55.75626777773067,3.8500986831287882
fold1_room1_mix1564,backup_beep,3.435,8.2,4.764999999999999,15.853193386085184,15.054989789167035,16.904162201329697,17.352888043876632,6.4,14.563651489932031,1,1,1,50.01149760614386,2.1149450708317845
fold1_room1_mix1569,horn,2.417,4.636,2.2190000000000003,57.823080812194135,28.116778216824418,22.213850799869753,28.476564238389393,6.7,6.175312526004477,0,1,1,56.70620823782932,13.546421588339237
fold1_room1_mix1570,backup_beep,6.555,9.468,2.9130000000000003,4.805488385651709,6.243468027168848,19.54608809974596,17.272320897952568,5.9,4.747291568938601,0,1,1,56.8459803839001,1.1361203441554768
fold1_room1_mix1571,backup_beep,3.143,6.313,3.17,14.481984901013803,14.230642597085232,14.078476081861382,14.230547659339237,5.0,13.902158167262325,1,1,1,40.310091242765694,2.2396514885970324
fold1_room1_mix1572,siren,5.053,7.766,2.713,18.254421309186743,14.27620008907163,56.11665636004824,58.251765231003844,7.0,13.235660299069272,1,1,1,59.21131064729845,6.6102030572880075
fold1_room1_mix1573,bike_bell,0.421,3.396,2.975,23.95691340190863,9.444793195352693,14.610433698838676,22.695201899441663,4.5,7.290013064776418,0,1,1,41.283564458872284,5.651291766782586
fold1_room1_mix1575,backup_beep,0.954,6.143,5.189,11.510270253894614,10.934423487309349,17.726411881768158,18.17220449615762,4.1000000000000005,10.526206127792529,1,1,1,47.982025247456775,1.4679123056846568
fold1_room1_mix1579,horn,3.667,7.132,3.465,16.68866060627837,18.169275122574614,34.964580746708336,34.22625837591406,5.300000000000001,7.595550445220663,1,1,1,60.3974085595749,9.052186874525953
fold1_room1_mix1583,backup_beep,2.392,6.904,4.5120000000000005,14.207189952663978,16.641040509464812,19.016450338936068,17.64300452467807,3.1,14.098045407684642,1,1,1,40.53964267082346,2.349775300059564
fold1_room1_mix1586,horn,2.304,6.848,4.5440000000000005,22.535536559438242,4.03395147699996,48.55431777368255,63.497062432195925,6.4,3.2766550962523144,1,1,1,46.250570329503425,5.424812403612522
fold1_room1_mix1586,backup_beep,0.446,4.591,4.1450000000000005,8.461727757740567,5.322413121994782,12.66039889410873,16.687408241037843,3.8000000000000003,5.0584335969901115,1,1,1,46.250570329503425,2.0360595454458297
fold1_room1_mix1590,horn,0.481,3.984,3.503,65.02750604069416,19.475916383651885,27.631595598826834,38.10357953462446,5.300000000000001,8.58016605209178,0,1,1,49.43320251343087,13.409750652908937
fold1_room1_mix1595,backup_beep,4.207,7.289,3.082,12.040997826476476,13.301789293940361,24.329040876428493,23.464089153592965,5.0,11.876072308197616,1,1,1,48.45638526546615,2.5888726948380727
fold1_room1_mix1595,backup_beep,0.719,4.195,3.4760000000000004,18.401312165454044,14.401311285862601,9.558246248264851,11.687181349977934,5.9,13.815659650885484,0,0,1,48.45638526546615,2.3270226883271965
fold1_room1_mix1598,siren,3.008,8.084,5.076,42.098272349877426,34.523414286311464,41.35423123049699,43.077241900744966,5.800000000000001,12.966785194273143,1,1,1,60.539183574638685,14.19470520287724
fold1_room1_mix1598,siren,3.296,8.305,5.009,11.308539510526805,58.86211964201412,60.744789286467096,46.41620173890614,3.6,10.529832142857348,1,1,1,60.539183574638685,12.388623083009051
fold1_room1_mix1600,backup_beep,3.85,8.804,4.954000000000001,5.235973479787026,8.44466673900408,33.07459441596728,28.92289287534129,5.1000000000000005,4.590438199202314,1,1,1,42.8794053714561,1.9396644444790232
fold1_room1_mix1600,bike_bell,2.614,5.153,2.5389999999999997,15.141833008048597,12.441805224025776,15.687087731408496,17.392988812491474,4.2,11.00365131307406,1,1,1,42.8794053714561,6.387750655041607
fold1_room1_mix1601,backup_beep,2.201,5.301,3.1,12.194311346017987,11.974728408048335,23.4178450139378,23.57567715495282,4.6000000000000005,11.950727731532295,1,1,1,42.8771669022513,1.0271684172092268
fold1_room1_mix1602,backup_beep,4.082,6.297,2.215,8.779184070490262,10.221918855752834,27.81250510926884,26.49093962428303,3.8000000000000003,8.75823384396593,0,1,1,46.81058687611218,2.105872081409432
fold1_room1_mix1603,siren,3.189,8.269,5.08,20.042023124197158,52.60207835433992,42.51103350642754,34.129806607004454,4.3,14.58552991371092,1,1,1,48.02093051699033,12.655452670276155
fold1_room1_mix1603,bike_bell,6.708,9.459,2.7509999999999994,15.336360963347332,25.207093150859613,13.767238737428471,9.451229846356853,3.9000000000000004,9.954011983251366,0,1,0,48.02093051699033,4.177128734909849
fold1_room1_mix1606,horn,5.433,8.812,3.3789999999999996,19.185255026036554,65.47135745780473,32.697707840889954,22.036032462080506,4.2,7.628094910454728,0,1,1,46.02282992270603,14.033732506700554
fold1_room1_mix1608,siren,3.334,5.691,2.3569999999999998,23.22685453544424,7.817368775115375,68.25875015166119,77.71734615738501,5.2,5.415737584127245,1,1,1,42.36097781385379,11.977261877273417
fold1_room1_mix1609,bike_bell,4.287,9.33,5.043,3.2055401850729246,16.886140131988146,24.97000319341278,10.537419925834762,4.4,3.197737553702507,1,1,1,48.58598988927186,3.3384676200633945
fold1_room1_mix1611,horn,2.198,4.61,2.4120000000000004,43.403272136171694,11.692264262446733,35.86299794875903,47.25547493574116,5.300000000000001,6.961147899167569,0,1,1,42.06533267420154,13.866482281770242
fold1_room1_mix1613,bike_bell,0.324,2.53,2.206,22.771892830762305,14.996838164901995,17.078338529371678,20.706327056591796,3.3000000000000003,14.232234463316841,0,1,1,40.88242319295001,5.914142472529984
fold1_room1_mix1620,bike_bell,3.432,7.598,4.166,22.84096530104561,10.856471113529953,9.932901731520559,16.393417189399713,6.800000000000001,9.759359761689465,1,0,1,56.725278953776325,6.098993121112507
fold1_room1_mix1626,backup_beep,2.359,6.332,3.973,14.80987132520486,15.608004654467566,14.028696949542194,13.572774935443505,4.0,14.075100399716735,1,1,1,42.182796809822676,2.857695884614696
fold1_room1_mix1627,backup_beep,1.976,4.149,2.173,14.550590733508233,13.057404706150704,19.126670205310987,20.06714541362031,6.1000000000000005,12.60386430854799,0,1,1,45.80795868340854,1.7758474253504481
fold1_room1_mix1628,horn,3.78,8.933,5.1530000000000005,26.239701679104922,37.22741714901206,29.06694032912681,26.028860078043877,5.800000000000001,11.498289676902942,1,1,1,47.83499125236756,11.449834171103888
fold1_room1_mix1630,bike_bell,2.454,5.717,3.2629999999999995,14.626238834693815,23.26966647772373,3.979569174003295,-0.05358078195811089,3.0,14.06212483233379,1,0,0,53.23971514592299,6.9177662211732915
fold1_room1_mix1632,backup_beep,6.229,8.59,2.3609999999999998,10.669839903378117,12.706576200131074,32.378812135627705,30.86139929229345,3.1,9.525430892185645,0,1,1,41.97688277337888,1.5257108196416533
fold1_room1_mix1633,horn,2.521,5.962,3.441,39.50118073630005,5.140177806042337,44.92547828963555,62.63811699505615,5.800000000000001,4.903590414068926,1,1,1,51.811861984253994,11.850008116146743
fold1_room1_mix1633,bike_bell,3.35,5.464,2.1140000000000003,14.356263543581353,13.88624039069595,10.41107179460537,10.700206654694746,4.5,12.60528180263505,1,1,1,51.811861984253994,6.005881036999939
fold1_room1_mix1637,bike_bell,3.162,8.571,5.409,13.543467855056178,24.134095599045125,5.34244615152177,0.3244232032555985,4.9,7.644297208499768,1,0,0,54.75896820252262,6.299685657850539
fold1_room1_mix1640,horn,1.908,7.392,5.484,17.688295039345558,21.21621560903835,38.71990595737215,37.14026702495022,4.4,7.077598690650009,1,1,1,58.3479275653651,6.603720872881048
fold1_room1_mix1641,bike_bell,3.057,6.796,3.7390000000000003,15.300531642030132,5.879418502982553,-0.7944943511627827,7.512948579656765,6.1000000000000005,4.731644118990137,1,0,0,58.66467897530006,4.825770857800935
fold1_room1_mix1642,horn,3.987,7.872,3.885,32.35282233599157,15.771575872772514,45.40700007498621,51.647741740476086,6.800000000000001,10.799264219010805,1,1,1,47.62784758419101,10.808757069009534
fold1_room1_mix1642,bike_bell,4.977,9.156,4.179,7.60990122638642,9.957804298991235,23.894845548592038,21.559154208770472,6.6000000000000005,5.208076838749533,1,1,1,47.62784758419101,3.35899941893724
fold1_room1_mix1643,backup_beep,2.481,6.823,4.3420000000000005,12.057721466803057,10.073724535172998,20.36968217168092,21.931185701617864,5.5,9.588039821241411,1,1,1,47.97590104645826,2.395933397110624
fold1_room1_mix1645,horn,0.381,3.267,2.886,47.4525541472132,15.800114208623546,14.699522589890904,24.251509934324957,4.3,9.696550051590178,0,1,1,61.60210379848408,11.771834465826437
fold1_room1_mix1645,bike_bell,3.583,8.212,4.629,14.914276505008317,17.984470830225018,5.397326583866402,3.7714171177479585,5.300000000000001,12.91633955569919,1,0,0,61.60210379848408,4.314413697047739
fold1_room1_mix1647,horn,4.7,7.244,2.5439999999999996,7.425123836540925,31.988266442202082,43.4016286466025,30.715888576023538,4.1000000000000005,4.159137636136428,0,1,1,54.82654747474452,10.049057424901342
fold1_room1_mix1649,horn,1.502,6.94,5.438000000000001,50.94581071259143,20.732215573703268,32.86108400951471,40.67033924298718,5.6000000000000005,13.792982698379102,1,1,1,40.45826697382833,11.866282014103383
fold1_room1_mix1650,backup_beep,0.686,5.962,5.276,15.867073498755767,5.576992857090411,11.950419454613666,21.032354358762333,6.9,5.081602057820061,0,1,1,53.33466227121018,2.413431805208565
fold1_room1_mix1650,bike_bell,2.196,6.703,4.507,26.616022159736026,14.749888599069392,6.152982645425723,11.280070829328082,5.6000000000000005,12.606269755324938,1,0,1,53.33466227121018,6.900209652132052
fold1_room1_mix1653,siren,0.345,4.081,3.7360000000000007,49.42344378673335,20.520475328289717,29.901666720509155,37.536578461196214,6.6000000000000005,4.419444731790746,0,1,1,57.79119336469775,7.811714586567517
fold1_room1_mix1656,siren,2.149,6.652,4.503,37.456478399179574,12.137640731819781,43.01731213747514,52.805165433741315,6.2,11.343130409753485,1,1,1,53.34190132735687,8.889521486973317
fold1_room1_mix1657,siren,5.255,9.609,4.354,9.868438614424313,47.35752744701645,53.9845994433053,40.361787930059876,6.0,3.788513726288712,1,1,1,57.36662528450154,12.938723014051229
fold1_room1_mix1659,horn,3.202,7.357,4.155,4.574912966370945,49.451426820857016,57.077259374186404,36.40133956647333,3.4000000000000004,3.6174695012588143,1,1,1,52.822185040102234,12.548939029254248
fold1_room1_mix1659,backup_beep,3.757,8.296,4.539,9.241670713550695,8.405111054830332,17.155890480749854,17.9800311653293,6.300000000000001,6.732422258724552,1,1,1,52.822185040102234,2.50347376143376
fold1_room1_mix1660,siren,1.018,6.309,5.291,41.58222465728378,11.480136984190295,35.883008834799384,47.062221839650945,6.800000000000001,11.038733231776776,0,1,1,58.375835686157146,6.979283028751171
fold1_room1_mix1661,bike_bell,2.314,4.334,2.0199999999999996,29.432269595787265,16.501056206184103,21.129236863454466,26.155477049948253,6.6000000000000005,6.526366849895286,0,1,1,41.98796825340877,6.704935547698861
fold1_room1_mix1664,backup_beep,3.094,7.204,4.109999999999999,9.88667496156203,4.261997579412572,10.891388545470079,18.200129697923884,6.9,4.217630312952407,1,1,1,56.43392904382233,2.3265080903237827
fold1_room1_mix1667,backup_beep,0.95,4.075,3.125,10.329959379055762,8.705623010174065,14.947579413806388,16.433554559085046,4.9,8.618254126048921,0,1,1,55.26267511120815,1.4284481050093716
fold1_room1_mix1668,siren,2.453,6.899,4.446,45.50840677560642,7.70852671866413,32.66133556570415,48.0837405517277,6.5,6.390152677965542,1,1,1,53.09313198545769,11.104497470622595
fold1_room1_mix1671,horn,4.579,7.224,2.6450000000000005,17.088536009525793,13.124662773782864,53.841073629520466,56.13340771928719,6.4,11.752850564558349,1,1,1,46.126220638277374,6.8998869163213055
fold1_room1_mix1672,backup_beep,1.284,5.383,4.099,8.416924301399602,7.170258396379105,13.388763898364758,14.781136190108079,3.7,5.476566252362862,1,1,1,48.70429570431794,2.6888783212958596
fold1_room1_mix1675,horn,4.913,9.268,4.355,9.730807445257446,63.145788966481454,45.050261339463276,28.80635103750221,4.3,5.587502962184224,0,1,1,48.753743076307316,12.612690328748123
fold1_room1_mix1681,bike_bell,2.788,4.879,2.0909999999999997,16.231944932524268,11.76053929799815,13.303636297715705,16.102502762023732,4.7,11.720823375806372,1,1,1,42.50715189929166,5.8336979615628115
fold1_room1_mix1681,bike_bell,7.269,9.7,2.430999999999999,17.63400335751195,29.070726166018694,23.627680345251278,19.285581122718312,3.6,3.0666446937220906,0,1,1,42.50715189929166,4.7483278719608215
fold1_room1_mix1688,backup_beep,4.903,9.662,4.759000000000001,7.067617754828828,11.80837494739004,27.836115241484542,23.377773608950143,3.1,6.549337569604609,0,1,1,43.57420668258738,1.5063303307245297
fold1_room1_mix1688,bike_bell,1.923,7.666,5.743,14.00144807970602,20.703544824144505,16.827426328435592,13.429991195093997,3.4000000000000004,12.859133062188556,1,1,1,43.57420668258738,3.789925879158819
fold1_room1_mix1690,bike_bell,4.545,9.106,4.561,13.041515336181932,12.917980403111061,8.73207974184622,8.814748442787376,6.800000000000001,9.07179379293064,1,0,0,59.97853294498721,4.0714214933980415
fold1_room1_mix1691,horn,3.421,5.543,2.1220000000000003,14.511499169150188,20.80116647387279,39.56504922936401,36.43754106104349,4.2,8.501525877108152,1,1,1,51.752637101823794,14.496074139939733
fold1_room1_mix1694,bike_bell,1.456,6.39,4.933999999999999,17.805480897494434,12.471020966664708,18.391271462886834,21.48430543069967,5.4,12.022275586855672,1,1,1,42.27112883083937,3.3338618723713815
fold1_room1_mix1694,bike_bell,5.414,8.791,3.3770000000000007,7.618247739033326,12.65007085943557,32.599209597289374,28.19445226180649,6.2,6.983300431111385,1,1,1,42.27112883083937,4.025957405757042
fold1_room1_mix1700,horn,2.368,4.56,2.1919999999999997,17.012154358892698,3.7667590840815297,48.587722197745464,61.68355160376068,4.4,3.4002491310842973,1,1,1,50.40987234822589,8.35883793608578
fold1_room1_mix1702,horn,3.966,7.139,3.173,13.609203934033825,30.002498590737687,45.486954407521274,38.62046036776979,4.6000000000000005,11.933053025849569,1,1,1,44.13775768926089,10.739634217961786
fold1_room1_mix1703,backup_beep,3.592,6.367,2.775,9.614009826892906,10.09985780336056,15.537928185247736,15.109714232090319,4.1000000000000005,9.584090590605745,1,1,1,46.99010091533381,1.421711535324227
fold1_room1_mix1705,siren,2.917,6.429,3.5120000000000005,23.29164595419975,6.765641532793452,54.51237565533258,65.2501995821624,6.1000000000000005,6.3418147789864925,1,1,1,60.66990755442266,7.052658998482368
fold1_room1_mix1706,siren,5.273,9.61,4.337,11.264363864494888,40.14558861109481,56.85472301382963,45.8160998305371,4.7,10.162104375004965,0,1,1,45.85753682281606,7.831409438465574
fold1_room1_mix1706,horn,2.398,4.515,2.1169999999999995,19.54607861632973,9.446964019238933,38.993722862962215,45.30907046211669,6.1000000000000005,4.5606203599583015,0,1,1,45.85753682281606,5.069141893479325
fold1_room1_mix1707,siren,5.004,8.634,3.630000000000001,11.510767085212642,13.919665421897067,44.56034971376545,42.90985910831931,6.6000000000000005,5.273358105002105,1,1,1,59.46242339651364,6.367581017428185
fold1_room1_mix1707,horn,2.529,5.202,2.673,56.13225859067443,18.060942930321737,33.67515470017335,43.52459663874062,6.4,4.530805850516178,0,1,1,59.46242339651364,14.390015018171209
fold1_room1_mix1708,backup_beep,2.153,4.904,2.751,6.460987246044178,3.8168701341278632,25.655420531811934,30.22725053298364,4.9,3.81684217134711,1,1,1,40.966248451741215,1.9014587497159825
fold1_room1_mix1709,siren,0.373,6.369,5.9959999999999996,34.5171219803956,11.757606032187862,27.73972759174211,37.094041058237536,5.0,6.1464800290464,1,1,1,59.66722424217747,7.33631829381578
fold1_room1_mix1710,siren,1.38,4.801,3.4210000000000003,45.96049899261063,10.997156408789124,47.17277216458162,59.594858829626155,5.2,9.810564058138263,0,1,1,53.46061253977002,11.669969323634135
fold1_room1_mix1711,horn,0.582,4.52,3.9379999999999997,47.913201465768736,6.041176393578617,21.641298359584155,39.62797183652144,4.3,5.575750796499823,1,1,1,58.640320114196456,12.685030185602486
fold1_room1_mix1715,siren,1.083,6.464,5.381,36.61974538522547,15.525197500147486,40.0460906317397,47.49965436564494,5.0,7.251408254272666,1,1,1,61.26519155324894,9.22224419052343
fold1_room1_mix1715,siren,3.693,7.879,4.186,16.17859608858737,25.516584961943373,43.37207320884892,39.414438867718445,5.0,12.871816218258347,1,1,1,61.26519155324894,7.6050318861615125
fold1_room1_mix1716,horn,4.202,7.879,3.6769999999999996,30.036365272710583,24.040341025277517,40.55444183523136,42.48857689668719,6.300000000000001,7.5517295018400965,1,1,1,52.296683570219784,14.116502250423098
fold1_room1_mix1717,siren,5.405,9.399,3.993999999999999,11.628044499844275,29.845216506840245,48.194458462713065,40.007097490103355,5.0,11.322241786637267,0,1,1,52.81619750543445,6.250002836582067
fold1_room1_mix1717,siren,2.972,5.653,2.6809999999999996,25.537998026275744,11.063203975423587,35.855673610574506,43.12179219838416,5.5,10.911577637181846,1,1,1,52.81619750543445,9.31576013878061
fold1_room1_mix1720,horn,3.297,7.779,4.481999999999999,22.082590251694835,26.624199991799067,13.038532805839353,11.414001749518064,5.300000000000001,10.852937758525657,1,1,1,64.30386657917448,9.715702034852505
fold1_room1_mix1721,horn,2.807,5.121,2.3140000000000005,27.840915341062345,13.67680907048208,26.750049913975374,32.92402442474662,5.2,13.66995448928841,0,1,1,57.054460282648165,10.257023175259823
fold1_room1_mix1724,siren,5.298,8.59,3.292,13.98052210847924,39.05817692179862,61.82962015011318,52.905848596371335,4.4,11.392231439433646,0,1,1,43.80386361619828,8.886776930482112
fold1_room1_mix1724,bike_bell,3.604,5.967,2.3629999999999995,6.092439659450564,12.135120368807858,21.308197405937698,15.32314036746515,4.1000000000000005,5.381916250533361,1,1,1,43.80386361619828,5.811203103690415
fold1_room1_mix1725,siren,3.256,8.485,5.228999999999999,6.297740933344396,21.64067938754698,65.7748574058722,55.053135414821256,4.2,3.9087043503047263,1,1,1,43.74123465633045,5.01589079632155
fold1_room1_mix1728,siren,3.441,5.779,2.338,33.60369771051965,5.106823710326845,42.93674660811429,59.301470671588845,6.1000000000000005,3.18255047981049,0,1,1,57.287585369326806,12.599871091405834
fold1_room1_mix1728,horn,4.498,8.508,4.009999999999999,13.667587652145892,24.211752197244653,26.526239786582025,21.55955273504493,5.1000000000000005,13.172542405728125,1,1,1,57.287585369326806,5.975155214705338
fold1_room1_mix1730,siren,3.652,8.424,4.771999999999999,9.430020441253827,71.12395248010995,47.07602505675152,29.525960077285447,3.3000000000000003,7.743534124431596,0,1,1,57.6964209510723,13.681630130628685
fold1_room1_mix1732,backup_beep,4.735,8.324,3.5889999999999995,8.625686933875217,8.963879787071066,30.410530702284838,30.07648405985767,6.300000000000001,8.083822051093863,1,1,1,45.21990641413243,1.9176428094988305
fold1_room1_mix1735,horn,1.664,5.222,3.5580000000000007,16.83493999406841,8.546833189097363,50.02051961697688,55.90864651587051,4.5,7.697057262005968,1,1,1,51.49676671759085,5.252566023537829
fold1_room1_mix1736,siren,1.521,3.776,2.255,56.69165559849302,24.26354243460518,59.96334633184142,67.33464498648136,5.4,3.418402853763164,0,1,1,40.263983802994616,14.440343985000412
fold1_room1_mix1737,siren,3.076,8.431,5.354999999999999,8.170359015477164,32.82681092991971,60.802658542335934,48.72290747404641,3.9000000000000004,5.516843246908891,1,1,1,52.08729709255091,7.1686071370015085
