clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car
fold20_room1_mix0298,fold20,static,1,bike_bell,R,,,safe,L,v11core,12031104513,residential,1
fold20_room1_mix0299,fold20,walk,0,,,,,safe,R,v11core,12031209242,daily,1
fold20_room1_mix0300,fold20,static,1,siren,L,,,critical,R,v11core,12031313971,arterial,3
fold20_room1_mix0301,fold20,walk,0,,,,,critical,L,v11core,12031418700,arterial,1
fold20_room1_mix0302,fold20,static,0,,,,,critical,R,v11core,12031523429,daily,3
fold20_room1_mix0303,fold20,walk,2,bike_bell,L,bike_bell,R,safe,L,v11core,12031628158,residential,1
fold20_room1_mix0304,fold20,static,0,,,,,safe,R,v11core,12031732887,daily,2
fold20_room1_mix0305,fold20,walk,2,backup_beep,L,backup_beep,R,safe,R,v11core,12031837616,residential,1
fold20_room1_mix0306,fold20,walk,1,crossing,R,,,critical,R,v11core,12031942345,arterial,3
fold20_room1_mix0307,fold20,walk,0,,,,,caution,R,v11core,12032047074,daily,2
fold20_room1_mix0308,fold20,static,0,,,,,na,,v11core,12032151803,residential,0
fold20_room1_mix0309,fold20,static,1,bike_bell,L,,,na,,v11core,12032256532,residential,0
fold20_room1_mix0310,fold20,walk,0,,,,,na,,v11core,12032361261,residential,0
fold20_room1_mix0311,fold20,static,1,backup_beep,L,,,safe,R,v11core,12032465990,arterial,2
fold20_room1_mix0312,fold20,static,1,horn,R,,,na,,v11core,12032570719,daily,0
fold20_room1_mix0313,fold20,walk,0,,,,,critical,L,v11core,12032675448,daily,1
fold20_room1_mix0314,fold20,static,2,siren,L,bike_bell,L,caution,L,v11core,12032780177,arterial,2
fold20_room1_mix0315,fold20,static,1,siren,L,,,safe,R,v11core,12032884906,daily,1
fold20_room1_mix0316,fold20,walk,0,,,,,critical,L,v11core,12032989635,residential,1
fold20_room1_mix0317,fold20,walk,1,horn,R,,,safe,R,v11core,12033094364,arterial,2
fold20_room1_mix0318,fold20,walk,1,crossing,L,,,safe,L,v11core,12033199093,daily,1
fold20_room1_mix0319,fold20,static,1,crossing,L,,,na,,v11core,12033303822,residential,0
fold20_room1_mix0320,fold20,walk,0,,,,,safe,R,v11core,12033408551,residential,1
fold20_room1_mix0321,fold20,static,2,horn,L,bike_bell,L,na,,v11core,12033513280,residential,0
fold20_room1_mix0322,fold20,static,0,,,,,caution,L,v11core,12033618009,residential,1
fold20_room1_mix0323,fold20,walk,0,,,,,safe,R,v11core,12033722738,daily,1
fold20_room1_mix0324,fold20,static,0,,,,,caution,R,v11core,12033827467,residential,1
fold20_room1_mix0325,fold20,walk,0,,,,,na,,v11core,12033932196,residential,0
fold20_room1_mix0326,fold20,static,0,,,,,critical,L,v11core,12034036925,daily,1
fold20_room1_mix0327,fold20,walk,1,siren,R,,,caution,R,v11core,12034141654,residential,2
fold20_room1_mix0328,fold20,static,2,siren,R,siren,L,na,,v11core,12034246383,residential,0
fold20_room1_mix0329,fold20,walk,2,bike_bell,L,crossing,L,caution,R,v11core,12034351112,arterial,3
fold20_room1_mix0330,fold20,walk,0,,,,,critical,R,v11core,12034455841,daily,1
fold20_room1_mix0331,fold20,walk,1,horn,L,,,safe,R,v11core,12034560570,arterial,3
fold20_room1_mix0332,fold20,walk,0,,,,,na,,v11core,12034665299,residential,0
fold20_room1_mix0333,fold20,static,0,,,,,critical,L,v11core,12034770028,arterial,3
fold20_room1_mix0334,fold20,walk,1,backup_beep,R,,,caution,L,v11core,12034874757,daily,1
fold20_room1_mix0335,fold20,static,0,,,,,caution,R,v11core,12034979486,arterial,2
fold20_room1_mix0336,fold20,walk,0,,,,,safe,L,v11core,12035084215,residential,2
fold20_room1_mix0337,fold20,static,0,,,,,safe,R,v11core,12035188944,daily,1
fold20_room1_mix0338,fold20,walk,1,bike_bell,L,,,na,,v11core,12035293673,residential,0
fold20_room1_mix0339,fold20,walk,1,horn,L,,,caution,L,v11core,12035398402,daily,1
fold20_room1_mix0340,fold20,walk,1,siren,L,,,critical,L,v11core,12035503131,arterial,3
fold20_room1_mix0341,fold20,walk,1,siren,L,,,critical,R,v11core,12035607860,residential,2
fold20_room1_mix0342,fold20,walk,0,,,,,caution,L,v11core,12035712589,residential,1
fold20_room1_mix0343,fold20,walk,1,backup_beep,R,,,caution,L,v11core,12035817318,daily,2
fold20_room1_mix0344,fold20,walk,2,horn,L,crossing,L,caution,L,v11core,12035922047,daily,3
fold20_room1_mix0345,fold20,static,0,,,,,na,,v11core,12036026776,residential,0
fold20_room1_mix0346,fold20,static,0,,,,,safe,L,v11core,12036131505,daily,1
fold20_room1_mix0347,fold20,static,1,crossing,R,,,caution,R,v11core,12036236234,daily,2
fold20_room1_mix0348,fold20,static,0,,,,,na,,v11core,12036340963,residential,0
fold20_room1_mix0349,fold20,static,1,bike_bell,L,,,critical,R,v11core,12036445692,arterial,3
fold20_room1_mix0350,fold20,static,1,crossing,R,,,critical,L,v11core,12036550421,daily,1
fold20_room1_mix0351,fold20,static,2,bike_bell,L,crossing,R,caution,L,v11core,12036655150,daily,1
fold20_room1_mix0352,fold20,static,0,,,,,na,,v11core,12036759879,residential,0
fold20_room1_mix0353,fold20,static,0,,,,,critical,R,v11core,12036864608,daily,1
fold20_room1_mix0354,fold20,static,1,crossing,L,,,safe,L,v11core,12036969337,daily,1
fold20_room1_mix0355,fold20,walk,2,horn,R,bike_bell,L,critical,R,v11core,12037074066,daily,1
fold20_room1_mix0356,fold20,static,0,,,,,caution,L,v11core,12037178795,residential,1
fold20_room1_mix0357,fold20,static,0,,,,,critical,L,v11core,12037283524,daily,2
fold20_room1_mix0358,fold20,walk,0,,,,,critical,R,v11core,12037388253,daily,3
fold20_room1_mix0359,fold20,static,1,siren,L,,,caution,R,v11core,12037492982,daily,2
fold20_room1_mix0360,fold20,walk,2,bike_bell,R,bike_bell,L,na,,v11core,12037597711,residential,0
fold20_room1_mix0361,fold20,static,0,,,,,critical,L,v11core,12037702440,arterial,3
fold20_room1_mix0362,fold20,static,1,bike_bell,R,,,na,,v11core,12037807169,residential,0
fold20_room1_mix0363,fold20,static,2,siren,R,crossing,R,critical,R,v11core,12037911898,daily,1
fold20_room1_mix0364,fold20,static,1,siren,L,,,safe,L,v11core,12038016627,daily,1
fold20_room1_mix0365,fold20,static,2,siren,R,horn,L,na,,v11core,12038121356,residential,0
fold20_room1_mix0366,fold20,static,0,,,,,critical,L,v11core,12038226085,residential,1
fold20_room1_mix0367,fold20,walk,2,horn,R,bike_bell,L,safe,R,v11core,12038330814,daily,1
fold20_room1_mix0368,fold20,walk,0,,,,,critical,R,v11core,12038435543,daily,1
fold20_room1_mix0369,fold20,static,1,siren,L,,,critical,R,v11core,12038540272,daily,1
fold20_room1_mix0370,fold20,walk,2,backup_beep,L,crossing,R,safe,L,v11core,12038645001,arterial,1
fold20_room1_mix0371,fold20,static,1,siren,R,,,na,,v11core,12038749730,residential,0
fold20_room1_mix0372,fold20,walk,0,,,,,na,,v11core,12038854459,residential,0
fold20_room1_mix0373,fold20,static,1,backup_beep,R,,,caution,L,v11core,12038959188,residential,1
fold20_room1_mix0374,fold20,walk,1,horn,L,,,na,,v11core,12039063917,residential,0
fold20_room1_mix0375,fold20,walk,2,siren,L,crossing,L,caution,R,v11core,12039168646,daily,1
fold20_room1_mix0376,fold20,static,1,bike_bell,R,,,caution,R,v11core,12039273375,daily,3
fold20_room1_mix0377,fold20,static,0,,,,,critical,L,v11core,12039378104,residential,1
fold20_room1_mix0378,fold20,walk,0,,,,,safe,R,v11core,12039482833,residential,1
fold20_room1_mix0379,fold20,walk,2,horn,L,crossing,R,caution,R,v11core,12039587562,daily,1
fold20_room1_mix0380,fold20,static,0,,,,,caution,L,v11core,12039692291,daily,2
fold20_room1_mix0381,fold20,walk,1,crossing,R,,,caution,R,v11core,12039797020,daily,3
fold20_room1_mix0382,fold20,walk,0,,,,,na,,v11core,12039901749,residential,0
fold20_room1_mix0383,fold20,static,1,horn,L,,,critical,L,v11core,12040006478,arterial,3
fold20_room1_mix0384,fold20,static,0,,,,,critical,R,v11core,12040111207,residential,2
fold20_room1_mix0385,fold20,static,0,,,,,caution,L,v11core,12040215936,daily,3
fold20_room1_mix0386,fold20,walk,1,backup_beep,R,,,caution,L,v11core,12040320665,residential,2
fold20_room1_mix0387,fold20,static,0,,,,,safe,R,v11core,12040425394,daily,3
fold20_room1_mix0388,fold20,walk,0,,,,,safe,L,v11core,12040530123,arterial,2
fold20_room1_mix0389,fold20,walk,1,crossing,R,,,critical,R,v11core,12040634852,daily,1
fold20_room1_mix0390,fold20,static,0,,,,,na,,v11core,12040739581,residential,0
fold20_room1_mix0391,fold20,walk,1,bike_bell,L,,,na,,v11core,12040844310,residential,0
fold20_room1_mix0392,fold20,static,0,,,,,critical,L,v11core,12040949039,residential,1
fold20_room1_mix0393,fold20,walk,0,,,,,safe,L,v11core,12041053768,arterial,2
fold20_room1_mix0394,fold20,walk,0,,,,,caution,R,v11core,12041158497,daily,2
fold20_room1_mix0395,fold20,static,1,siren,R,,,critical,L,v11core,12041263226,residential,1
fold20_room1_mix0396,fold20,walk,1,backup_beep,L,,,critical,R,v11core,12041367955,residential,1
fold20_room1_mix0397,fold20,walk,1,horn,R,,,caution,R,v11core,12041472684,residential,1
fold20_room1_mix0398,fold20,walk,0,,,,,safe,R,v11core,12041577413,residential,1
fold20_room1_mix0399,fold20,walk,0,,,,,critical,L,v11core,12041682142,residential,1
fold20_room1_mix0400,fold20,walk,0,,,,,safe,R,v11core,12041786871,daily,2
fold20_room1_mix0401,fold20,walk,0,,,,,critical,L,v11core,12041891600,daily,1
fold20_room1_mix0402,fold20,walk,1,siren,L,,,na,,v11core,12041996329,residential,0
fold20_room1_mix0403,fold20,walk,0,,,,,critical,L,v11core,12042101058,arterial,3
fold20_room1_mix0404,fold20,static,2,horn,R,bike_bell,L,caution,R,v11core,12042205787,daily,1
fold20_room1_mix0405,fold20,static,1,bike_bell,R,,,safe,R,v11core,12042310516,daily,3
fold20_room1_mix0406,fold20,walk,0,,,,,safe,L,v11core,12042415245,daily,2
fold20_room1_mix0407,fold20,walk,1,horn,R,,,critical,L,v11core,12042519974,daily,1
fold20_room1_mix0408,fold20,static,0,,,,,caution,R,v11core,12042624703,daily,1
fold20_room1_mix0409,fold20,static,0,,,,,safe,L,v11core,12042729432,arterial,2
fold20_room1_mix0410,fold20,walk,0,,,,,na,,v11core,12042834161,residential,0
fold20_room1_mix0411,fold20,walk,0,,,,,caution,L,v11core,12042938890,arterial,3
fold20_room1_mix0412,fold20,static,0,,,,,na,,v11core,12043043619,residential,0
fold20_room1_mix0413,fold20,static,1,crossing,R,,,na,,v11core,12043148348,residential,0
fold20_room1_mix0414,fold20,walk,2,backup_beep,L,crossing,R,critical,L,v11core,12043253077,residential,2
fold20_room1_mix0415,fold20,static,2,siren,L,siren,R,critical,L,v11core,12043357806,arterial,3
fold20_room1_mix0416,fold20,walk,1,horn,R,,,safe,L,v11core,12043462535,daily,1
fold20_room1_mix0417,fold20,static,0,,,,,na,,v11core,12043567264,residential,0
fold20_room1_mix0418,fold20,walk,0,,,,,safe,R,v11core,12043671993,daily,2
fold20_room1_mix0419,fold20,static,0,,,,,caution,R,v11core,12043776722,residential,1
fold20_room1_mix0420,fold20,static,1,horn,L,,,critical,L,v11core,12043881451,daily,1
fold20_room1_mix0421,fold20,walk,2,horn,L,bike_bell,L,safe,L,v11core,12043986180,arterial,3
fold20_room1_mix0422,fold20,walk,2,bike_bell,L,crossing,R,critical,L,v11core,12044090909,arterial,1
fold20_room1_mix0423,fold20,static,0,,,,,safe,R,v11core,12044195638,arterial,3
fold20_room1_mix0424,fold20,static,1,backup_beep,L,,,caution,R,v11core,12044300367,residential,1
fold20_room1_mix0425,fold20,static,1,backup_beep,L,,,na,,v11core,12044405096,residential,0
fold20_room1_mix0426,fold20,static,1,backup_beep,L,,,safe,R,v11core,12044509825,daily,1
fold20_room1_mix0427,fold20,static,2,backup_beep,L,backup_beep,R,na,,v11core,12044614554,daily,0
fold20_room1_mix0428,fold20,walk,1,bike_bell,R,,,caution,L,v11core,12044719283,residential,1
fold20_room1_mix0429,fold20,walk,0,,,,,critical,L,v11core,12044824012,daily,2
fold20_room1_mix0430,fold20,walk,0,,,,,critical,R,v11core,12044928741,residential,1
fold20_room1_mix0431,fold20,walk,0,,,,,caution,L,v11core,12045033470,residential,1
fold20_room1_mix0432,fold20,static,0,,,,,critical,R,v11core,12045138199,residential,1
fold20_room1_mix0433,fold20,static,0,,,,,caution,R,v11core,12045242928,arterial,1
fold20_room1_mix0434,fold20,walk,0,,,,,caution,R,v11core,12045347657,residential,1
fold20_room1_mix0435,fold20,static,0,,,,,caution,R,v11core,12045452386,arterial,3
fold20_room1_mix0436,fold20,static,0,,,,,na,,v11core,12045557115,residential,0
fold20_room1_mix0437,fold20,static,0,,,,,critical,L,v11core,12045661844,residential,1
fold20_room1_mix0438,fold20,static,0,,,,,critical,L,v11core,12045766573,daily,1
fold20_room1_mix0439,fold20,walk,0,,,,,na,,v11core,12045871302,residential,0
fold20_room1_mix0440,fold20,walk,0,,,,,critical,L,v11core,12045976031,daily,1
fold20_room1_mix0441,fold20,static,1,backup_beep,L,,,safe,R,v11core,12046080760,daily,1
fold20_room1_mix0442,fold20,static,2,bike_bell,L,bike_bell,R,caution,L,v11core,12046185489,residential,1
fold20_room1_mix0443,fold20,static,0,,,,,caution,L,v11core,12046290218,daily,1
fold20_room1_mix0444,fold20,walk,0,,,,,caution,L,v11core,12046394947,daily,1
fold20_room1_mix0445,fold20,walk,1,crossing,R,,,critical,L,v11core,12046499676,arterial,2
fold20_room1_mix0446,fold20,walk,1,crossing,L,,,safe,L,v11core,12046604405,daily,3
fold20_room1_mix0447,fold20,walk,1,horn,R,,,caution,R,v11core,12046709134,daily,1
fold20_room1_mix0448,fold20,walk,0,,,,,safe,R,v11core,12046813863,arterial,2
fold20_room1_mix0449,fold20,static,2,backup_beep,L,backup_beep,R,safe,R,v11core,12046918592,daily,2
fold20_room1_mix0450,fold20,walk,1,backup_beep,R,,,critical,L,v11core,12047023321,arterial,3
fold20_room1_mix0451,fold20,static,2,siren,L,bike_bell,L,caution,R,v11core,12047128050,residential,1
fold20_room1_mix0452,fold20,static,0,,,,,safe,L,v11core,12047232779,residential,2
fold20_room1_mix0453,fold20,walk,1,horn,R,,,safe,R,v11core,12047337508,daily,1
fold20_room1_mix0454,fold20,walk,0,,,,,safe,R,v11core,12047442237,residential,1
fold20_room1_mix0455,fold20,static,2,siren,L,siren,R,critical,L,v11core,12047546966,daily,1
fold20_room1_mix0456,fold20,static,0,,,,,safe,L,v11core,12047651695,daily,1
fold20_room1_mix0457,fold20,static,0,,,,,caution,L,v11core,12047756424,residential,1
fold20_room1_mix0458,fold20,walk,0,,,,,safe,L,v11core,12047861153,residential,1
fold20_room1_mix0459,fold20,walk,1,siren,R,,,critical,R,v11core,12047965882,daily,1
fold20_room1_mix0460,fold20,static,1,bike_bell,L,,,safe,L,v11core,12048070611,daily,1
fold20_room1_mix0461,fold20,walk,2,horn,R,backup_beep,L,safe,R,v11core,12048175340,residential,1
fold20_room1_mix0462,fold20,static,2,backup_beep,R,crossing,R,caution,R,v11core,12048280069,daily,1
fold20_room1_mix0463,fold20,static,1,backup_beep,R,,,safe,R,v11core,12048384798,residential,1
fold20_room1_mix0464,fold20,walk,1,horn,L,,,caution,L,v11core,12048489527,daily,1
fold20_room1_mix0465,fold20,static,1,crossing,L,,,na,,v11core,12048594256,residential,0
fold20_room1_mix0466,fold20,static,1,crossing,L,,,safe,L,v11core,12048698985,daily,1
fold20_room1_mix0467,fold20,static,1,bike_bell,L,,,caution,L,v11core,12048803714,daily,1
fold20_room1_mix0468,fold20,walk,0,,,,,critical,L,v11core,12048908443,residential,1
fold20_room1_mix0469,fold20,walk,1,bike_bell,R,,,critical,R,v11core,12049013172,daily,3
fold20_room1_mix0470,fold20,walk,1,horn,L,,,caution,L,v11core,12049117901,daily,2
fold20_room1_mix0471,fold20,walk,0,,,,,critical,R,v11core,12049222630,daily,3
fold20_room1_mix0472,fold20,walk,0,,,,,safe,R,v11core,12049327359,daily,1
fold20_room1_mix0473,fold20,walk,0,,,,,caution,R,v11core,12049432088,arterial,3
fold20_room1_mix0474,fold20,walk,1,backup_beep,R,,,caution,R,v11core,12049536817,daily,1
fold20_room1_mix0475,fold20,walk,2,horn,L,backup_beep,L,na,,v11core,12049641546,residential,0
fold20_room1_mix0476,fold20,walk,1,bike_bell,L,,,critical,L,v11core,12049746275,residential,1
fold20_room1_mix0477,fold20,walk,0,,,,,caution,L,v11core,12049851004,residential,1
fold20_room1_mix0478,fold20,walk,2,siren,L,bike_bell,R,na,,v11core,12049955733,residential,0
fold20_room1_mix0479,fold20,static,0,,,,,safe,R,v11core,12050060462,daily,1
fold20_room1_mix0480,fold20,walk,0,,,,,caution,R,v11core,12050165191,arterial,2
fold20_room1_mix0481,fold20,walk,0,,,,,safe,R,v11core,12050269920,residential,1
fold20_room1_mix0482,fold20,walk,0,,,,,caution,L,v11core,12050374649,arterial,3
fold20_room1_mix0483,fold20,static,0,,,,,caution,L,v11core,12050479378,arterial,3
fold20_room1_mix0484,fold20,static,1,crossing,R,,,caution,R,v11core,12050584107,daily,1
fold20_room1_mix0485,fold20,walk,0,,,,,na,,v11core,12050688836,daily,0
fold20_room1_mix0486,fold20,walk,1,bike_bell,R,,,safe,R,v11core,12050793565,daily,3
fold20_room1_mix0487,fold20,static,0,,,,,safe,R,v11core,12050898294,daily,1
fold20_room1_mix0488,fold20,static,2,backup_beep,R,bike_bell,R,caution,R,v11core,12051003023,arterial,3
fold20_room1_mix0489,fold20,static,0,,,,,na,,v11core,12051107752,residential,0
fold20_room1_mix0490,fold20,walk,1,backup_beep,L,,,safe,R,v11core,12051212481,residential,2
fold20_room1_mix0491,fold20,static,0,,,,,critical,L,v11core,12051317210,daily,1
fold20_room1_mix0492,fold20,static,2,backup_beep,R,backup_beep,L,safe,L,v11core,12051421939,daily,1
fold20_room1_mix0493,fold20,walk,0,,,,,caution,L,v11core,12051526668,residential,2
fold20_room1_mix0494,fold20,static,2,horn,R,backup_beep,R,safe,L,v11core,12051631397,daily,1
fold20_room1_mix0495,fold20,static,0,,,,,critical,L,v11core,12051736126,arterial,2
fold20_room1_mix0496,fold20,walk,1,bike_bell,R,,,safe,L,v11core,12051840855,daily,2
fold20_room1_mix0497,fold20,static,0,,,,,safe,R,v11core,12051945584,daily,1
fold20_room1_mix0498,fold20,static,1,siren,L,,,na,,v11core,12052050313,daily,0
fold20_room1_mix0499,fold20,static,0,,,,,safe,R,v11core,12052155042,arterial,3
fold20_room1_mix0500,fold20,static,0,,,,,critical,R,v11core,12052259771,residential,1
fold20_room1_mix0501,fold20,static,0,,,,,na,,v11core,12052364500,residential,0
fold20_room1_mix0502,fold20,walk,1,crossing,L,,,caution,L,v11core,12052469229,daily,1
fold20_room1_mix0503,fold20,walk,0,,,,,na,,v11core,12052573958,residential,0
fold20_room1_mix0504,fold20,static,0,,,,,caution,R,v11core,12052678687,daily,2
fold20_room1_mix0505,fold20,static,0,,,,,na,,v11core,12052783416,daily,0
fold20_room1_mix0506,fold20,static,1,backup_beep,R,,,critical,R,v11core,12052888145,daily,2
fold20_room1_mix0507,fold20,walk,1,backup_beep,L,,,caution,L,v11core,12052992874,daily,1
fold20_room1_mix0508,fold20,static,0,,,,,critical,L,v11core,12053097603,arterial,1
fold20_room1_mix0509,fold20,walk,0,,,,,na,,v11core,12053202332,residential,0
fold20_room1_mix0510,fold20,walk,1,horn,R,,,critical,L,v11core,12053307061,arterial,3
fold20_room1_mix0511,fold20,static,0,,,,,critical,R,v11core,12053411790,daily,1
fold20_room1_mix0512,fold20,walk,1,siren,R,,,caution,L,v11core,12053516519,residential,1
fold20_room1_mix0513,fold20,static,1,horn,L,,,na,,v11core,12053621248,daily,0
fold20_room1_mix0514,fold20,walk,1,horn,L,,,safe,L,v11core,12053725977,residential,1
fold20_room1_mix0515,fold20,static,1,crossing,L,,,caution,L,v11core,12053830706,daily,3
fold20_room1_mix0516,fold20,static,1,bike_bell,L,,,safe,L,v11core,12053935435,daily,2
fold20_room1_mix0517,fold20,walk,0,,,,,critical,R,v11core,12054040164,daily,1
fold20_room1_mix0518,fold20,walk,0,,,,,critical,L,v11core,12054144893,daily,1
fold20_room1_mix0519,fold20,static,0,,,,,safe,L,v11core,12054249622,daily,1
fold20_room1_mix0520,fold20,static,0,,,,,na,,v11core,12054354351,residential,0
fold20_room1_mix0521,fold20,walk,0,,,,,safe,L,v11core,12054459080,daily,2
fold20_room1_mix0522,fold20,static,2,siren,R,horn,L,caution,L,v11core,12054563809,daily,1
fold20_room1_mix0523,fold20,static,0,,,,,na,,v11core,12054668538,residential,0
fold20_room1_mix0524,fold20,walk,0,,,,,safe,R,v11core,12054773267,daily,1
fold20_room1_mix0525,fold20,walk,1,crossing,L,,,critical,L,v11core,12054877996,daily,2
fold20_room1_mix0526,fold20,static,1,siren,L,,,na,,v11core,12054982725,residential,0
fold20_room1_mix0527,fold20,static,0,,,,,caution,R,v11core,12055087454,daily,2
fold20_room1_mix0528,fold20,static,0,,,,,safe,L,v11core,12055192183,residential,1
fold20_room1_mix0529,fold20,walk,2,siren,R,crossing,L,na,,v11core,12055296912,residential,0
fold20_room1_mix0530,fold20,walk,1,crossing,R,,,na,,v11core,12055401641,residential,0
fold20_room1_mix0531,fold20,walk,1,horn,L,,,na,,v11core,12055506370,daily,0
fold20_room1_mix0532,fold20,static,0,,,,,safe,R,v11core,12055611099,daily,2
fold20_room1_mix0533,fold20,static,0,,,,,safe,R,v11core,12055715828,daily,1
fold20_room1_mix0534,fold20,walk,0,,,,,safe,L,v11core,12055820557,daily,1
fold20_room1_mix0535,fold20,static,1,crossing,R,,,na,,v11core,12055925286,residential,0
fold20_room1_mix0536,fold20,static,0,,,,,safe,L,v11core,12056030015,arterial,2
fold20_room1_mix0537,fold20,static,2,horn,R,bike_bell,L,critical,R,v11core,12056134744,residential,1
fold20_room1_mix0538,fold20,static,1,bike_bell,R,,,safe,R,v11core,12056239473,daily,2
fold20_room1_mix0539,fold20,walk,0,,,,,safe,R,v11core,12056344202,arterial,1
fold20_room1_mix0540,fold20,static,0,,,,,caution,R,v11core,12056448931,arterial,3
fold20_room1_mix0541,fold20,static,1,siren,L,,,caution,L,v11core,12056553660,arterial,2
fold20_room1_mix0542,fold20,static,0,,,,,caution,R,v11core,12056658389,arterial,2
fold20_room1_mix0543,fold20,walk,2,horn,L,backup_beep,R,safe,L,v11core,12056763118,daily,3
fold20_room1_mix0544,fold20,walk,0,,,,,caution,L,v11core,12056867847,arterial,2
fold20_room1_mix0545,fold20,walk,0,,,,,safe,L,v11core,12056972576,residential,1
fold20_room1_mix0546,fold20,walk,0,,,,,safe,L,v11core,12057077305,daily,1
fold20_room1_mix0547,fold20,static,0,,,,,critical,R,v11core,12057182034,daily,2
fold20_room1_mix0548,fold20,walk,0,,,,,caution,R,v11core,12057286763,residential,1
fold20_room1_mix0549,fold20,walk,2,siren,L,siren,R,caution,L,v11core,12057391492,daily,2
fold20_room1_mix0550,fold20,walk,1,siren,L,,,critical,R,v11core,12057496221,arterial,1
fold20_room1_mix0551,fold20,static,2,horn,L,crossing,L,critical,L,v11core,12057600950,daily,3
fold20_room1_mix0552,fold20,static,1,crossing,R,,,critical,R,v11core,12057705679,daily,2
fold20_room1_mix0553,fold20,walk,0,,,,,na,,v11core,12057810408,residential,0
fold20_room1_mix0554,fold20,static,0,,,,,safe,L,v11core,12057915137,daily,2
fold20_room1_mix0555,fold20,walk,1,backup_beep,L,,,critical,R,v11core,12058019866,daily,1
fold20_room1_mix0556,fold20,static,1,horn,R,,,critical,L,v11core,12058124595,arterial,2
fold20_room1_mix0557,fold20,static,1,crossing,R,,,safe,L,v11core,12058229324,residential,2
fold20_room1_mix0558,fold20,walk,1,horn,L,,,safe,R,v11core,12058334053,daily,1
fold20_room1_mix0559,fold20,static,0,,,,,safe,R,v11core,12058438782,daily,1
fold20_room1_mix0560,fold20,static,0,,,,,caution,R,v11core,12058543511,residential,2
fold20_room1_mix0561,fold20,walk,1,horn,L,,,caution,R,v11core,12058648240,arterial,2
fold20_room1_mix0562,fold20,static,1,crossing,R,,,safe,R,v11core,12058752969,residential,1
fold20_room1_mix0563,fold20,static,0,,,,,caution,L,v11core,12058857698,daily,1
fold20_room1_mix0564,fold20,walk,2,horn,R,crossing,R,critical,L,v11core,12058962427,residential,1
fold20_room1_mix0565,fold20,walk,0,,,,,safe,R,v11core,12059067156,arterial,2
fold20_room1_mix0566,fold20,walk,0,,,,,safe,L,v11core,12059171885,residential,1
fold20_room1_mix0567,fold20,static,2,siren,L,siren,R,critical,L,v11core,12059276614,arterial,1
fold20_room1_mix0568,fold20,static,1,crossing,R,,,critical,L,v11core,12059381343,arterial,3
fold20_room1_mix0569,fold20,walk,1,crossing,L,,,critical,L,v11core,12059486072,daily,1
fold20_room1_mix0570,fold20,walk,0,,,,,na,,v11core,12059590801,residential,0
fold20_room1_mix0571,fold20,walk,1,horn,L,,,safe,L,v11core,12059695530,daily,2
fold20_room1_mix0572,fold20,static,2,bike_bell,R,crossing,L,critical,L,v11core,12059800259,daily,2
fold20_room1_mix0573,fold20,walk,0,,,,,critical,L,v11core,12059904988,arterial,2
fold20_room1_mix0574,fold20,walk,0,,,,,critical,R,v11core,12060009717,residential,1
fold20_room1_mix0575,fold20,walk,0,,,,,caution,L,v11core,12060114446,daily,2
fold20_room1_mix0576,fold20,static,2,horn,L,crossing,R,caution,L,v11core,12060219175,residential,1
fold20_room1_mix0577,fold20,walk,0,,,,,na,,v11core,12060323904,residential,0
fold20_room1_mix0578,fold20,walk,0,,,,,critical,L,v11core,12060428633,daily,2
fold20_room1_mix0579,fold20,walk,1,horn,L,,,na,,v11core,12060533362,residential,0
fold20_room1_mix0580,fold20,walk,1,siren,L,,,na,,v11core,12060638091,residential,0
fold20_room1_mix0581,fold20,walk,1,backup_beep,R,,,caution,R,v11core,12060742820,residential,1
fold20_room1_mix0582,fold20,walk,1,backup_beep,R,,,caution,R,v11core,12060847549,daily,2
fold20_room1_mix0583,fold20,walk,1,crossing,R,,,na,,v11core,12060952278,residential,0
fold20_room1_mix0584,fold20,walk,2,bike_bell,L,bike_bell,R,safe,R,v11core,12061057007,arterial,2
fold20_room1_mix0585,fold20,static,1,horn,R,,,critical,R,v11core,12061161736,daily,1
fold20_room1_mix0586,fold20,walk,2,backup_beep,L,crossing,R,na,,v11core,12061266465,residential,0
fold20_room1_mix0587,fold20,walk,1,crossing,L,,,caution,R,v11core,12061371194,arterial,3
fold20_room1_mix0588,fold20,static,0,,,,,safe,R,v11core,12061475923,daily,1
fold20_room1_mix0589,fold20,static,0,,,,,caution,R,v11core,12061580652,daily,1
fold20_room1_mix0590,fold20,static,1,crossing,R,,,safe,R,v11core,12061685381,residential,1
fold20_room1_mix0591,fold20,static,1,siren,R,,,critical,L,v11core,12061790110,daily,2
fold20_room1_mix0592,fold20,static,1,crossing,L,,,na,,v11core,12061894839,residential,0
fold20_room1_mix0593,fold20,static,0,,,,,na,,v11core,12061999568,residential,0
fold20_room1_mix0594,fold20,static,0,,,,,na,,v11core,12062104297,residential,0
fold20_room1_mix0595,fold20,walk,1,siren,L,,,critical,R,v11core,12062209026,daily,3
fold20_room1_mix0596,fold20,static,0,,,,,caution,L,v11core,12062313755,daily,1
fold20_room1_mix0597,fold20,static,2,horn,R,crossing,L,na,,v11core,12062418484,residential,0
fold20_room1_mix0598,fold20,static,0,,,,,caution,L,v11core,12062523213,daily,3
