car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold32_room1_mix0298,safe,static,1,1,v11core,residential,15031104513,fold32,bike_bell,R,,
R,fold32_room1_mix0299,safe,walk,1,0,v11core,daily,15031209242,fold32,,,,
R,fold32_room1_mix0300,critical,static,3,1,v11core,arterial,15031313971,fold32,siren,L,,
L,fold32_room1_mix0301,critical,walk,1,0,v11core,arterial,15031418700,fold32,,,,
R,fold32_room1_mix0302,critical,static,3,0,v11core,daily,15031523429,fold32,,,,
L,fold32_room1_mix0303,safe,walk,1,2,v11core,residential,15031628158,fold32,bike_bell,L,bike_bell,R
R,fold32_room1_mix0304,safe,static,2,0,v11core,daily,15031732887,fold32,,,,
R,fold32_room1_mix0305,safe,walk,1,2,v11core,residential,15031837616,fold32,backup_beep,L,backup_beep,R
R,fold32_room1_mix0306,critical,walk,3,1,v11core,arterial,15031942345,fold32,crossing,R,,
R,fold32_room1_mix0307,caution,walk,2,0,v11core,daily,15032047074,fold32,,,,
,fold32_room1_mix0308,na,static,0,0,v11core,residential,15032151803,fold32,,,,
,fold32_room1_mix0309,na,static,0,1,v11core,residential,15032256532,fold32,bike_bell,L,,
,fold32_room1_mix0310,na,walk,0,0,v11core,residential,15032361261,fold32,,,,
R,fold32_room1_mix0311,safe,static,2,1,v11core,arterial,15032465990,fold32,backup_beep,L,,
,fold32_room1_mix0312,na,static,0,1,v11core,daily,15032570719,fold32,horn,R,,
L,fold32_room1_mix0313,critical,walk,1,0,v11core,daily,15032675448,fold32,,,,
L,fold32_room1_mix0314,caution,static,2,2,v11core,arterial,15032780177,fold32,siren,L,bike_bell,L
R,fold32_room1_mix0315,safe,static,1,1,v11core,daily,15032884906,fold32,siren,L,,
L,fold32_room1_mix0316,critical,walk,1,0,v11core,residential,15032989635,fold32,,,,
R,fold32_room1_mix0317,safe,walk,2,1,v11core,arterial,15033094364,fold32,horn,R,,
L,fold32_room1_mix0318,safe,walk,1,1,v11core,daily,15033199093,fold32,crossing,L,,
,fold32_room1_mix0319,na,static,0,1,v11core,residential,15033303822,fold32,crossing,L,,
R,fold32_room1_mix0320,safe,walk,1,0,v11core,residential,15033408551,fold32,,,,
,fold32_room1_mix0321,na,static,0,2,v11core,residential,15033513280,fold32,horn,L,bike_bell,L
L,fold32_room1_mix0322,caution,static,1,0,v11core,residential,15033618009,fold32,,,,
R,fold32_room1_mix0323,safe,walk,1,0,v11core,daily,15033722738,fold32,,,,
R,fold32_room1_mix0324,caution,static,1,0,v11core,residential,15033827467,fold32,,,,
,fold32_room1_mix0325,na,walk,0,0,v11core,residential,15033932196,fold32,,,,
L,fold32_room1_mix0326,critical,static,1,0,v11core,daily,15034036925,fold32,,,,
R,fold32_room1_mix0327,caution,walk,2,1,v11core,residential,15034141654,fold32,siren,R,,
,fold32_room1_mix0328,na,static,0,2,v11core,residential,15034246383,fold32,siren,R,siren,L
R,fold32_room1_mix0329,caution,walk,3,2,v11core,arterial,15034351112,fold32,bike_bell,L,crossing,L
R,fold32_room1_mix0330,critical,walk,1,0,v11core,daily,15034455841,fold32,,,,
R,fold32_room1_mix0331,safe,walk,3,1,v11core,arterial,15034560570,fold32,horn,L,,
,fold32_room1_mix0332,na,walk,0,0,v11core,residential,15034665299,fold32,,,,
L,fold32_room1_mix0333,critical,static,3,0,v11core,arterial,15034770028,fold32,,,,
L,fold32_room1_mix0334,caution,walk,1,1,v11core,daily,15034874757,fold32,backup_beep,R,,
R,fold32_room1_mix0335,caution,static,2,0,v11core,arterial,15034979486,fold32,,,,
L,fold32_room1_mix0336,safe,walk,2,0,v11core,residential,15035084215,fold32,,,,
R,fold32_room1_mix0337,safe,static,1,0,v11core,daily,15035188944,fold32,,,,
,fold32_room1_mix0338,na,walk,0,1,v11core,residential,15035293673,fold32,bike_bell,L,,
L,fold32_room1_mix0339,caution,walk,1,1,v11core,daily,15035398402,fold32,horn,L,,
L,fold32_room1_mix0340,critical,walk,3,1,v11core,arterial,15035503131,fold32,siren,L,,
R,fold32_room1_mix0341,critical,walk,2,1,v11core,residential,15035607860,fold32,siren,L,,
L,fold32_room1_mix0342,caution,walk,1,0,v11core,residential,15035712589,fold32,,,,
L,fold32_room1_mix0343,caution,walk,2,1,v11core,daily,15035817318,fold32,backup_beep,R,,
L,fold32_room1_mix0344,caution,walk,3,2,v11core,daily,15035922047,fold32,horn,L,crossing,L
,fold32_room1_mix0345,na,static,0,0,v11core,residential,15036026776,fold32,,,,
L,fold32_room1_mix0346,safe,static,1,0,v11core,daily,15036131505,fold32,,,,
R,fold32_room1_mix0347,caution,static,2,1,v11core,daily,15036236234,fold32,crossing,R,,
,fold32_room1_mix0348,na,static,0,0,v11core,residential,15036340963,fold32,,,,
R,fold32_room1_mix0349,critical,static,3,1,v11core,arterial,15036445692,fold32,bike_bell,L,,
L,fold32_room1_mix0350,critical,static,1,1,v11core,daily,15036550421,fold32,crossing,R,,
L,fold32_room1_mix0351,caution,static,1,2,v11core,daily,15036655150,fold32,bike_bell,L,crossing,R
,fold32_room1_mix0352,na,static,0,0,v11core,residential,15036759879,fold32,,,,
R,fold32_room1_mix0353,critical,static,1,0,v11core,daily,15036864608,fold32,,,,
L,fold32_room1_mix0354,safe,static,1,1,v11core,daily,15036969337,fold32,crossing,L,,
R,fold32_room1_mix0355,critical,walk,1,2,v11core,daily,15037074066,fold32,horn,R,bike_bell,L
L,fold32_room1_mix0356,caution,static,1,0,v11core,residential,15037178795,fold32,,,,
L,fold32_room1_mix0357,critical,static,2,0,v11core,daily,15037283524,fold32,,,,
R,fold32_room1_mix0358,critical,walk,3,0,v11core,daily,15037388253,fold32,,,,
R,fold32_room1_mix0359,caution,static,2,1,v11core,daily,15037492982,fold32,siren,L,,
,fold32_room1_mix0360,na,walk,0,2,v11core,residential,15037597711,fold32,bike_bell,R,bike_bell,L
L,fold32_room1_mix0361,critical,static,3,0,v11core,arterial,15037702440,fold32,,,,
,fold32_room1_mix0362,na,static,0,1,v11core,residential,15037807169,fold32,bike_bell,R,,
R,fold32_room1_mix0363,critical,static,1,2,v11core,daily,15037911898,fold32,siren,R,crossing,R
L,fold32_room1_mix0364,safe,static,1,1,v11core,daily,15038016627,fold32,siren,L,,
,fold32_room1_mix0365,na,static,0,2,v11core,residential,15038121356,fold32,siren,R,horn,L
L,fold32_room1_mix0366,critical,static,1,0,v11core,residential,15038226085,fold32,,,,
R,fold32_room1_mix0367,safe,walk,1,2,v11core,daily,15038330814,fold32,horn,R,bike_bell,L
R,fold32_room1_mix0368,critical,walk,1,0,v11core,daily,15038435543,fold32,,,,
R,fold32_room1_mix0369,critical,static,1,1,v11core,daily,15038540272,fold32,siren,L,,
L,fold32_room1_mix0370,safe,walk,1,2,v11core,arterial,15038645001,fold32,backup_beep,L,crossing,R
,fold32_room1_mix0371,na,static,0,1,v11core,residential,15038749730,fold32,siren,R,,
,fold32_room1_mix0372,na,walk,0,0,v11core,residential,15038854459,fold32,,,,
L,fold32_room1_mix0373,caution,static,1,1,v11core,residential,15038959188,fold32,backup_beep,R,,
,fold32_room1_mix0374,na,walk,0,1,v11core,residential,15039063917,fold32,horn,L,,
R,fold32_room1_mix0375,caution,walk,1,2,v11core,daily,15039168646,fold32,siren,L,crossing,L
R,fold32_room1_mix0376,caution,static,3,1,v11core,daily,15039273375,fold32,bike_bell,R,,
L,fold32_room1_mix0377,critical,static,1,0,v11core,residential,15039378104,fold32,,,,
R,fold32_room1_mix0378,safe,walk,1,0,v11core,residential,15039482833,fold32,,,,
R,fold32_room1_mix0379,caution,walk,1,2,v11core,daily,15039587562,fold32,horn,L,crossing,R
L,fold32_room1_mix0380,caution,static,2,0,v11core,daily,15039692291,fold32,,,,
R,fold32_room1_mix0381,caution,walk,3,1,v11core,daily,15039797020,fold32,crossing,R,,
,fold32_room1_mix0382,na,walk,0,0,v11core,residential,15039901749,fold32,,,,
L,fold32_room1_mix0383,critical,static,3,1,v11core,arterial,15040006478,fold32,horn,L,,
R,fold32_room1_mix0384,critical,static,2,0,v11core,residential,15040111207,fold32,,,,
L,fold32_room1_mix0385,caution,static,3,0,v11core,daily,15040215936,fold32,,,,
L,fold32_room1_mix0386,caution,walk,2,1,v11core,residential,15040320665,fold32,backup_beep,R,,
R,fold32_room1_mix0387,safe,static,3,0,v11core,daily,15040425394,fold32,,,,
L,fold32_room1_mix0388,safe,walk,2,0,v11core,arterial,15040530123,fold32,,,,
R,fold32_room1_mix0389,critical,walk,1,1,v11core,daily,15040634852,fold32,crossing,R,,
,fold32_room1_mix0390,na,static,0,0,v11core,residential,15040739581,fold32,,,,
,fold32_room1_mix0391,na,walk,0,1,v11core,residential,15040844310,fold32,bike_bell,L,,
L,fold32_room1_mix0392,critical,static,1,0,v11core,residential,15040949039,fold32,,,,
L,fold32_room1_mix0393,safe,walk,2,0,v11core,arterial,15041053768,fold32,,,,
R,fold32_room1_mix0394,caution,walk,2,0,v11core,daily,15041158497,fold32,,,,
L,fold32_room1_mix0395,critical,static,1,1,v11core,residential,15041263226,fold32,siren,R,,
R,fold32_room1_mix0396,critical,walk,1,1,v11core,residential,15041367955,fold32,backup_beep,L,,
R,fold32_room1_mix0397,caution,walk,1,1,v11core,residential,15041472684,fold32,horn,R,,
R,fold32_room1_mix0398,safe,walk,1,0,v11core,residential,15041577413,fold32,,,,
L,fold32_room1_mix0399,critical,walk,1,0,v11core,residential,15041682142,fold32,,,,
R,fold32_room1_mix0400,safe,walk,2,0,v11core,daily,15041786871,fold32,,,,
L,fold32_room1_mix0401,critical,walk,1,0,v11core,daily,15041891600,fold32,,,,
,fold32_room1_mix0402,na,walk,0,1,v11core,residential,15041996329,fold32,siren,L,,
L,fold32_room1_mix0403,critical,walk,3,0,v11core,arterial,15042101058,fold32,,,,
R,fold32_room1_mix0404,caution,static,1,2,v11core,daily,15042205787,fold32,horn,R,bike_bell,L
R,fold32_room1_mix0405,safe,static,3,1,v11core,daily,15042310516,fold32,bike_bell,R,,
L,fold32_room1_mix0406,safe,walk,2,0,v11core,daily,15042415245,fold32,,,,
L,fold32_room1_mix0407,critical,walk,1,1,v11core,daily,15042519974,fold32,horn,R,,
R,fold32_room1_mix0408,caution,static,1,0,v11core,daily,15042624703,fold32,,,,
L,fold32_room1_mix0409,safe,static,2,0,v11core,arterial,15042729432,fold32,,,,
,fold32_room1_mix0410,na,walk,0,0,v11core,residential,15042834161,fold32,,,,
L,fold32_room1_mix0411,caution,walk,3,0,v11core,arterial,15042938890,fold32,,,,
,fold32_room1_mix0412,na,static,0,0,v11core,residential,15043043619,fold32,,,,
,fold32_room1_mix0413,na,static,0,1,v11core,residential,15043148348,fold32,crossing,R,,
L,fold32_room1_mix0414,critical,walk,2,2,v11core,residential,15043253077,fold32,backup_beep,L,crossing,R
L,fold32_room1_mix0415,critical,static,3,2,v11core,arterial,15043357806,fold32,siren,L,siren,R
L,fold32_room1_mix0416,safe,walk,1,1,v11core,daily,15043462535,fold32,horn,R,,
,fold32_room1_mix0417,na,static,0,0,v11core,residential,15043567264,fold32,,,,
R,fold32_room1_mix0418,safe,walk,2,0,v11core,daily,15043671993,fold32,,,,
R,fold32_room1_mix0419,caution,static,1,0,v11core,residential,15043776722,fold32,,,,
L,fold32_room1_mix0420,critical,static,1,1,v11core,daily,15043881451,fold32,horn,L,,
L,fold32_room1_mix0421,safe,walk,3,2,v11core,arterial,15043986180,fold32,horn,L,bike_bell,L
L,fold32_room1_mix0422,critical,walk,1,2,v11core,arterial,15044090909,fold32,bike_bell,L,crossing,R
R,fold32_room1_mix0423,safe,static,3,0,v11core,arterial,15044195638,fold32,,,,
R,fold32_room1_mix0424,caution,static,1,1,v11core,residential,15044300367,fold32,backup_beep,L,,
,fold32_room1_mix0425,na,static,0,1,v11core,residential,15044405096,fold32,backup_beep,L,,
R,fold32_room1_mix0426,safe,static,1,1,v11core,daily,15044509825,fold32,backup_beep,L,,
,fold32_room1_mix0427,na,static,0,2,v11core,daily,15044614554,fold32,backup_beep,L,backup_beep,R
L,fold32_room1_mix0428,caution,walk,1,1,v11core,residential,15044719283,fold32,bike_bell,R,,
L,fold32_room1_mix0429,critical,walk,2,0,v11core,daily,15044824012,fold32,,,,
R,fold32_room1_mix0430,critical,walk,1,0,v11core,residential,15044928741,fold32,,,,
L,fold32_room1_mix0431,caution,walk,1,0,v11core,residential,15045033470,fold32,,,,
R,fold32_room1_mix0432,critical,static,1,0,v11core,residential,15045138199,fold32,,,,
R,fold32_room1_mix0433,caution,static,1,0,v11core,arterial,15045242928,fold32,,,,
R,fold32_room1_mix0434,caution,walk,1,0,v11core,residential,15045347657,fold32,,,,
R,fold32_room1_mix0435,caution,static,3,0,v11core,arterial,15045452386,fold32,,,,
,fold32_room1_mix0436,na,static,0,0,v11core,residential,15045557115,fold32,,,,
L,fold32_room1_mix0437,critical,static,1,0,v11core,residential,15045661844,fold32,,,,
L,fold32_room1_mix0438,critical,static,1,0,v11core,daily,15045766573,fold32,,,,
,fold32_room1_mix0439,na,walk,0,0,v11core,residential,15045871302,fold32,,,,
L,fold32_room1_mix0440,critical,walk,1,0,v11core,daily,15045976031,fold32,,,,
R,fold32_room1_mix0441,safe,static,1,1,v11core,daily,15046080760,fold32,backup_beep,L,,
L,fold32_room1_mix0442,caution,static,1,2,v11core,residential,15046185489,fold32,bike_bell,L,bike_bell,R
L,fold32_room1_mix0443,caution,static,1,0,v11core,daily,15046290218,fold32,,,,
L,fold32_room1_mix0444,caution,walk,1,0,v11core,daily,15046394947,fold32,,,,
L,fold32_room1_mix0445,critical,walk,2,1,v11core,arterial,15046499676,fold32,crossing,R,,
L,fold32_room1_mix0446,safe,walk,3,1,v11core,daily,15046604405,fold32,crossing,L,,
R,fold32_room1_mix0447,caution,walk,1,1,v11core,daily,15046709134,fold32,horn,R,,
R,fold32_room1_mix0448,safe,walk,2,0,v11core,arterial,15046813863,fold32,,,,
R,fold32_room1_mix0449,safe,static,2,2,v11core,daily,15046918592,fold32,backup_beep,L,backup_beep,R
L,fold32_room1_mix0450,critical,walk,3,1,v11core,arterial,15047023321,fold32,backup_beep,R,,
R,fold32_room1_mix0451,caution,static,1,2,v11core,residential,15047128050,fold32,siren,L,bike_bell,L
L,fold32_room1_mix0452,safe,static,2,0,v11core,residential,15047232779,fold32,,,,
R,fold32_room1_mix0453,safe,walk,1,1,v11core,daily,15047337508,fold32,horn,R,,
R,fold32_room1_mix0454,safe,walk,1,0,v11core,residential,15047442237,fold32,,,,
L,fold32_room1_mix0455,critical,static,1,2,v11core,daily,15047546966,fold32,siren,L,siren,R
L,fold32_room1_mix0456,safe,static,1,0,v11core,daily,15047651695,fold32,,,,
L,fold32_room1_mix0457,caution,static,1,0,v11core,residential,15047756424,fold32,,,,
L,fold32_room1_mix0458,safe,walk,1,0,v11core,residential,15047861153,fold32,,,,
R,fold32_room1_mix0459,critical,walk,1,1,v11core,daily,15047965882,fold32,siren,R,,
L,fold32_room1_mix0460,safe,static,1,1,v11core,daily,15048070611,fold32,bike_bell,L,,
R,fold32_room1_mix0461,safe,walk,1,2,v11core,residential,15048175340,fold32,horn,R,backup_beep,L
R,fold32_room1_mix0462,caution,static,1,2,v11core,daily,15048280069,fold32,backup_beep,R,crossing,R
R,fold32_room1_mix0463,safe,static,1,1,v11core,residential,15048384798,fold32,backup_beep,R,,
L,fold32_room1_mix0464,caution,walk,1,1,v11core,daily,15048489527,fold32,horn,L,,
,fold32_room1_mix0465,na,static,0,1,v11core,residential,15048594256,fold32,crossing,L,,
L,fold32_room1_mix0466,safe,static,1,1,v11core,daily,15048698985,fold32,crossing,L,,
L,fold32_room1_mix0467,caution,static,1,1,v11core,daily,15048803714,fold32,bike_bell,L,,
L,fold32_room1_mix0468,critical,walk,1,0,v11core,residential,15048908443,fold32,,,,
R,fold32_room1_mix0469,critical,walk,3,1,v11core,daily,15049013172,fold32,bike_bell,R,,
L,fold32_room1_mix0470,caution,walk,2,1,v11core,daily,15049117901,fold32,horn,L,,
R,fold32_room1_mix0471,critical,walk,3,0,v11core,daily,15049222630,fold32,,,,
R,fold32_room1_mix0472,safe,walk,1,0,v11core,daily,15049327359,fold32,,,,
R,fold32_room1_mix0473,caution,walk,3,0,v11core,arterial,15049432088,fold32,,,,
R,fold32_room1_mix0474,caution,walk,1,1,v11core,daily,15049536817,fold32,backup_beep,R,,
,fold32_room1_mix0475,na,walk,0,2,v11core,residential,15049641546,fold32,horn,L,backup_beep,L
L,fold32_room1_mix0476,critical,walk,1,1,v11core,residential,15049746275,fold32,bike_bell,L,,
L,fold32_room1_mix0477,caution,walk,1,0,v11core,residential,15049851004,fold32,,,,
,fold32_room1_mix0478,na,walk,0,2,v11core,residential,15049955733,fold32,siren,L,bike_bell,R
R,fold32_room1_mix0479,safe,static,1,0,v11core,daily,15050060462,fold32,,,,
R,fold32_room1_mix0480,caution,walk,2,0,v11core,arterial,15050165191,fold32,,,,
R,fold32_room1_mix0481,safe,walk,1,0,v11core,residential,15050269920,fold32,,,,
L,fold32_room1_mix0482,caution,walk,3,0,v11core,arterial,15050374649,fold32,,,,
L,fold32_room1_mix0483,caution,static,3,0,v11core,arterial,15050479378,fold32,,,,
R,fold32_room1_mix0484,caution,static,1,1,v11core,daily,15050584107,fold32,crossing,R,,
,fold32_room1_mix0485,na,walk,0,0,v11core,daily,15050688836,fold32,,,,
R,fold32_room1_mix0486,safe,walk,3,1,v11core,daily,15050793565,fold32,bike_bell,R,,
R,fold32_room1_mix0487,safe,static,1,0,v11core,daily,15050898294,fold32,,,,
R,fold32_room1_mix0488,caution,static,3,2,v11core,arterial,15051003023,fold32,backup_beep,R,bike_bell,R
,fold32_room1_mix0489,na,static,0,0,v11core,residential,15051107752,fold32,,,,
R,fold32_room1_mix0490,safe,walk,2,1,v11core,residential,15051212481,fold32,backup_beep,L,,
L,fold32_room1_mix0491,critical,static,1,0,v11core,daily,15051317210,fold32,,,,
L,fold32_room1_mix0492,safe,static,1,2,v11core,daily,15051421939,fold32,backup_beep,R,backup_beep,L
L,fold32_room1_mix0493,caution,walk,2,0,v11core,residential,15051526668,fold32,,,,
L,fold32_room1_mix0494,safe,static,1,2,v11core,daily,15051631397,fold32,horn,R,backup_beep,R
L,fold32_room1_mix0495,critical,static,2,0,v11core,arterial,15051736126,fold32,,,,
L,fold32_room1_mix0496,safe,walk,2,1,v11core,daily,15051840855,fold32,bike_bell,R,,
R,fold32_room1_mix0497,safe,static,1,0,v11core,daily,15051945584,fold32,,,,
,fold32_room1_mix0498,na,static,0,1,v11core,daily,15052050313,fold32,siren,L,,
R,fold32_room1_mix0499,safe,static,3,0,v11core,arterial,15052155042,fold32,,,,
R,fold32_room1_mix0500,critical,static,1,0,v11core,residential,15052259771,fold32,,,,
,fold32_room1_mix0501,na,static,0,0,v11core,residential,15052364500,fold32,,,,
L,fold32_room1_mix0502,caution,walk,1,1,v11core,daily,15052469229,fold32,crossing,L,,
,fold32_room1_mix0503,na,walk,0,0,v11core,residential,15052573958,fold32,,,,
R,fold32_room1_mix0504,caution,static,2,0,v11core,daily,15052678687,fold32,,,,
,fold32_room1_mix0505,na,static,0,0,v11core,daily,15052783416,fold32,,,,
R,fold32_room1_mix0506,critical,static,2,1,v11core,daily,15052888145,fold32,backup_beep,R,,
L,fold32_room1_mix0507,caution,walk,1,1,v11core,daily,15052992874,fold32,backup_beep,L,,
L,fold32_room1_mix0508,critical,static,1,0,v11core,arterial,15053097603,fold32,,,,
,fold32_room1_mix0509,na,walk,0,0,v11core,residential,15053202332,fold32,,,,
L,fold32_room1_mix0510,critical,walk,3,1,v11core,arterial,15053307061,fold32,horn,R,,
R,fold32_room1_mix0511,critical,static,1,0,v11core,daily,15053411790,fold32,,,,
L,fold32_room1_mix0512,caution,walk,1,1,v11core,residential,15053516519,fold32,siren,R,,
,fold32_room1_mix0513,na,static,0,1,v11core,daily,15053621248,fold32,horn,L,,
L,fold32_room1_mix0514,safe,walk,1,1,v11core,residential,15053725977,fold32,horn,L,,
L,fold32_room1_mix0515,caution,static,3,1,v11core,daily,15053830706,fold32,crossing,L,,
L,fold32_room1_mix0516,safe,static,2,1,v11core,daily,15053935435,fold32,bike_bell,L,,
R,fold32_room1_mix0517,critical,walk,1,0,v11core,daily,15054040164,fold32,,,,
L,fold32_room1_mix0518,critical,walk,1,0,v11core,daily,15054144893,fold32,,,,
L,fold32_room1_mix0519,safe,static,1,0,v11core,daily,15054249622,fold32,,,,
,fold32_room1_mix0520,na,static,0,0,v11core,residential,15054354351,fold32,,,,
L,fold32_room1_mix0521,safe,walk,2,0,v11core,daily,15054459080,fold32,,,,
L,fold32_room1_mix0522,caution,static,1,2,v11core,daily,15054563809,fold32,siren,R,horn,L
,fold32_room1_mix0523,na,static,0,0,v11core,residential,15054668538,fold32,,,,
R,fold32_room1_mix0524,safe,walk,1,0,v11core,daily,15054773267,fold32,,,,
L,fold32_room1_mix0525,critical,walk,2,1,v11core,daily,15054877996,fold32,crossing,L,,
,fold32_room1_mix0526,na,static,0,1,v11core,residential,15054982725,fold32,siren,L,,
R,fold32_room1_mix0527,caution,static,2,0,v11core,daily,15055087454,fold32,,,,
L,fold32_room1_mix0528,safe,static,1,0,v11core,residential,15055192183,fold32,,,,
,fold32_room1_mix0529,na,walk,0,2,v11core,residential,15055296912,fold32,siren,R,crossing,L
,fold32_room1_mix0530,na,walk,0,1,v11core,residential,15055401641,fold32,crossing,R,,
,fold32_room1_mix0531,na,walk,0,1,v11core,daily,15055506370,fold32,horn,L,,
R,fold32_room1_mix0532,safe,static,2,0,v11core,daily,15055611099,fold32,,,,
R,fold32_room1_mix0533,safe,static,1,0,v11core,daily,15055715828,fold32,,,,
L,fold32_room1_mix0534,safe,walk,1,0,v11core,daily,15055820557,fold32,,,,
,fold32_room1_mix0535,na,static,0,1,v11core,residential,15055925286,fold32,crossing,R,,
L,fold32_room1_mix0536,safe,static,2,0,v11core,arterial,15056030015,fold32,,,,
R,fold32_room1_mix0537,critical,static,1,2,v11core,residential,15056134744,fold32,horn,R,bike_bell,L
R,fold32_room1_mix0538,safe,static,2,1,v11core,daily,15056239473,fold32,bike_bell,R,,
R,fold32_room1_mix0539,safe,walk,1,0,v11core,arterial,15056344202,fold32,,,,
R,fold32_room1_mix0540,caution,static,3,0,v11core,arterial,15056448931,fold32,,,,
L,fold32_room1_mix0541,caution,static,2,1,v11core,arterial,15056553660,fold32,siren,L,,
R,fold32_room1_mix0542,caution,static,2,0,v11core,arterial,15056658389,fold32,,,,
L,fold32_room1_mix0543,safe,walk,3,2,v11core,daily,15056763118,fold32,horn,L,backup_beep,R
L,fold32_room1_mix0544,caution,walk,2,0,v11core,arterial,15056867847,fold32,,,,
L,fold32_room1_mix0545,safe,walk,1,0,v11core,residential,15056972576,fold32,,,,
L,fold32_room1_mix0546,safe,walk,1,0,v11core,daily,15057077305,fold32,,,,
R,fold32_room1_mix0547,critical,static,2,0,v11core,daily,15057182034,fold32,,,,
R,fold32_room1_mix0548,caution,walk,1,0,v11core,residential,15057286763,fold32,,,,
L,fold32_room1_mix0549,caution,walk,2,2,v11core,daily,15057391492,fold32,siren,L,siren,R
R,fold32_room1_mix0550,critical,walk,1,1,v11core,arterial,15057496221,fold32,siren,L,,
L,fold32_room1_mix0551,critical,static,3,2,v11core,daily,15057600950,fold32,horn,L,crossing,L
R,fold32_room1_mix0552,critical,static,2,1,v11core,daily,15057705679,fold32,crossing,R,,
,fold32_room1_mix0553,na,walk,0,0,v11core,residential,15057810408,fold32,,,,
L,fold32_room1_mix0554,safe,static,2,0,v11core,daily,15057915137,fold32,,,,
R,fold32_room1_mix0555,critical,walk,1,1,v11core,daily,15058019866,fold32,backup_beep,L,,
L,fold32_room1_mix0556,critical,static,2,1,v11core,arterial,15058124595,fold32,horn,R,,
L,fold32_room1_mix0557,safe,static,2,1,v11core,residential,15058229324,fold32,crossing,R,,
R,fold32_room1_mix0558,safe,walk,1,1,v11core,daily,15058334053,fold32,horn,L,,
R,fold32_room1_mix0559,safe,static,1,0,v11core,daily,15058438782,fold32,,,,
R,fold32_room1_mix0560,caution,static,2,0,v11core,residential,15058543511,fold32,,,,
R,fold32_room1_mix0561,caution,walk,2,1,v11core,arterial,15058648240,fold32,horn,L,,
R,fold32_room1_mix0562,safe,static,1,1,v11core,residential,15058752969,fold32,crossing,R,,
L,fold32_room1_mix0563,caution,static,1,0,v11core,daily,15058857698,fold32,,,,
L,fold32_room1_mix0564,critical,walk,1,2,v11core,residential,15058962427,fold32,horn,R,crossing,R
R,fold32_room1_mix0565,safe,walk,2,0,v11core,arterial,15059067156,fold32,,,,
L,fold32_room1_mix0566,safe,walk,1,0,v11core,residential,15059171885,fold32,,,,
L,fold32_room1_mix0567,critical,static,1,2,v11core,arterial,15059276614,fold32,siren,L,siren,R
L,fold32_room1_mix0568,critical,static,3,1,v11core,arterial,15059381343,fold32,crossing,R,,
L,fold32_room1_mix0569,critical,walk,1,1,v11core,daily,15059486072,fold32,crossing,L,,
,fold32_room1_mix0570,na,walk,0,0,v11core,residential,15059590801,fold32,,,,
L,fold32_room1_mix0571,safe,walk,2,1,v11core,daily,15059695530,fold32,horn,L,,
L,fold32_room1_mix0572,critical,static,2,2,v11core,daily,15059800259,fold32,bike_bell,R,crossing,L
L,fold32_room1_mix0573,critical,walk,2,0,v11core,arterial,15059904988,fold32,,,,
R,fold32_room1_mix0574,critical,walk,1,0,v11core,residential,15060009717,fold32,,,,
L,fold32_room1_mix0575,caution,walk,2,0,v11core,daily,15060114446,fold32,,,,
L,fold32_room1_mix0576,caution,static,1,2,v11core,residential,15060219175,fold32,horn,L,crossing,R
,fold32_room1_mix0577,na,walk,0,0,v11core,residential,15060323904,fold32,,,,
L,fold32_room1_mix0578,critical,walk,2,0,v11core,daily,15060428633,fold32,,,,
,fold32_room1_mix0579,na,walk,0,1,v11core,residential,15060533362,fold32,horn,L,,
,fold32_room1_mix0580,na,walk,0,1,v11core,residential,15060638091,fold32,siren,L,,
R,fold32_room1_mix0581,caution,walk,1,1,v11core,residential,15060742820,fold32,backup_beep,R,,
R,fold32_room1_mix0582,caution,walk,2,1,v11core,daily,15060847549,fold32,backup_beep,R,,
,fold32_room1_mix0583,na,walk,0,1,v11core,residential,15060952278,fold32,crossing,R,,
R,fold32_room1_mix0584,safe,walk,2,2,v11core,arterial,15061057007,fold32,bike_bell,L,bike_bell,R
R,fold32_room1_mix0585,critical,static,1,1,v11core,daily,15061161736,fold32,horn,R,,
,fold32_room1_mix0586,na,walk,0,2,v11core,residential,15061266465,fold32,backup_beep,L,crossing,R
R,fold32_room1_mix0587,caution,walk,3,1,v11core,arterial,15061371194,fold32,crossing,L,,
R,fold32_room1_mix0588,safe,static,1,0,v11core,daily,15061475923,fold32,,,,
R,fold32_room1_mix0589,caution,static,1,0,v11core,daily,15061580652,fold32,,,,
R,fold32_room1_mix0590,safe,static,1,1,v11core,residential,15061685381,fold32,crossing,R,,
L,fold32_room1_mix0591,critical,static,2,1,v11core,daily,15061790110,fold32,siren,R,,
,fold32_room1_mix0592,na,static,0,1,v11core,residential,15061894839,fold32,crossing,L,,
,fold32_room1_mix0593,na,static,0,0,v11core,residential,15061999568,fold32,,,,
,fold32_room1_mix0594,na,static,0,0,v11core,residential,15062104297,fold32,,,,
R,fold32_room1_mix0595,critical,walk,3,1,v11core,daily,15062209026,fold32,siren,L,,
L,fold32_room1_mix0596,caution,static,1,0,v11core,daily,15062313755,fold32,,,,
,fold32_room1_mix0597,na,static,0,2,v11core,residential,15062418484,fold32,horn,R,crossing,L
L,fold32_room1_mix0598,caution,static,3,0,v11core,daily,15062523213,fold32,,,,
