car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
L,fold31_room1_mix0298,safe,static,1,1,v11core,residential,14031104513,fold31,bike_bell,R,,
R,fold31_room1_mix0299,safe,walk,1,0,v11core,daily,14031209242,fold31,,,,
R,fold31_room1_mix0300,critical,static,3,1,v11core,arterial,14031313971,fold31,siren,L,,
L,fold31_room1_mix0301,critical,walk,1,0,v11core,arterial,14031418700,fold31,,,,
R,fold31_room1_mix0302,critical,static,3,0,v11core,daily,14031523429,fold31,,,,
L,fold31_room1_mix0303,safe,walk,1,2,v11core,residential,14031628158,fold31,bike_bell,L,bike_bell,R
R,fold31_room1_mix0304,safe,static,2,0,v11core,daily,14031732887,fold31,,,,
R,fold31_room1_mix0305,safe,walk,1,2,v11core,residential,14031837616,fold31,backup_beep,L,backup_beep,R
R,fold31_room1_mix0306,critical,walk,3,1,v11core,arterial,14031942345,fold31,crossing,R,,
R,fold31_room1_mix0307,caution,walk,2,0,v11core,daily,14032047074,fold31,,,,
,fold31_room1_mix0308,na,static,0,0,v11core,residential,14032151803,fold31,,,,
,fold31_room1_mix0309,na,static,0,1,v11core,residential,14032256532,fold31,bike_bell,L,,
,fold31_room1_mix0310,na,walk,0,0,v11core,residential,14032361261,fold31,,,,
R,fold31_room1_mix0311,safe,static,2,1,v11core,arterial,14032465990,fold31,backup_beep,L,,
,fold31_room1_mix0312,na,static,0,1,v11core,daily,14032570719,fold31,horn,R,,
L,fold31_room1_mix0313,critical,walk,1,0,v11core,daily,14032675448,fold31,,,,
L,fold31_room1_mix0314,caution,static,2,2,v11core,arterial,14032780177,fold31,siren,L,bike_bell,L
R,fold31_room1_mix0315,safe,static,1,1,v11core,daily,14032884906,fold31,siren,L,,
L,fold31_room1_mix0316,critical,walk,1,0,v11core,residential,14032989635,fold31,,,,
R,fold31_room1_mix0317,safe,walk,2,1,v11core,arterial,14033094364,fold31,horn,R,,
L,fold31_room1_mix0318,safe,walk,1,1,v11core,daily,14033199093,fold31,crossing,L,,
,fold31_room1_mix0319,na,static,0,1,v11core,residential,14033303822,fold31,crossing,L,,
R,fold31_room1_mix0320,safe,walk,1,0,v11core,residential,14033408551,fold31,,,,
,fold31_room1_mix0321,na,static,0,2,v11core,residential,14033513280,fold31,horn,L,bike_bell,L
L,fold31_room1_mix0322,caution,static,1,0,v11core,residential,14033618009,fold31,,,,
R,fold31_room1_mix0323,safe,walk,1,0,v11core,daily,14033722738,fold31,,,,
R,fold31_room1_mix0324,caution,static,1,0,v11core,residential,14033827467,fold31,,,,
,fold31_room1_mix0325,na,walk,0,0,v11core,residential,14033932196,fold31,,,,
L,fold31_room1_mix0326,critical,static,1,0,v11core,daily,14034036925,fold31,,,,
R,fold31_room1_mix0327,caution,walk,2,1,v11core,residential,14034141654,fold31,siren,R,,
,fold31_room1_mix0328,na,static,0,2,v11core,residential,14034246383,fold31,siren,R,siren,L
R,fold31_room1_mix0329,caution,walk,3,2,v11core,arterial,14034351112,fold31,bike_bell,L,crossing,L
R,fold31_room1_mix0330,critical,walk,1,0,v11core,daily,14034455841,fold31,,,,
R,fold31_room1_mix0331,safe,walk,3,1,v11core,arterial,14034560570,fold31,horn,L,,
,fold31_room1_mix0332,na,walk,0,0,v11core,residential,14034665299,fold31,,,,
L,fold31_room1_mix0333,critical,static,3,0,v11core,arterial,14034770028,fold31,,,,
L,fold31_room1_mix0334,caution,walk,1,1,v11core,daily,14034874757,fold31,backup_beep,R,,
R,fold31_room1_mix0335,caution,static,2,0,v11core,arterial,14034979486,fold31,,,,
L,fold31_room1_mix0336,safe,walk,2,0,v11core,residential,14035084215,fold31,,,,
R,fold31_room1_mix0337,safe,static,1,0,v11core,daily,14035188944,fold31,,,,
,fold31_room1_mix0338,na,walk,0,1,v11core,residential,14035293673,fold31,bike_bell,L,,
L,fold31_room1_mix0339,caution,walk,1,1,v11core,daily,14035398402,fold31,horn,L,,
L,fold31_room1_mix0340,critical,walk,3,1,v11core,arterial,14035503131,fold31,siren,L,,
R,fold31_room1_mix0341,critical,walk,2,1,v11core,residential,14035607860,fold31,siren,L,,
L,fold31_room1_mix0342,caution,walk,1,0,v11core,residential,14035712589,fold31,,,,
L,fold31_room1_mix0343,caution,walk,2,1,v11core,daily,14035817318,fold31,backup_beep,R,,
L,fold31_room1_mix0344,caution,walk,3,2,v11core,daily,14035922047,fold31,horn,L,crossing,L
,fold31_room1_mix0345,na,static,0,0,v11core,residential,14036026776,fold31,,,,
L,fold31_room1_mix0346,safe,static,1,0,v11core,daily,14036131505,fold31,,,,
R,fold31_room1_mix0347,caution,static,2,1,v11core,daily,14036236234,fold31,crossing,R,,
,fold31_room1_mix0348,na,static,0,0,v11core,residential,14036340963,fold31,,,,
R,fold31_room1_mix0349,critical,static,3,1,v11core,arterial,14036445692,fold31,bike_bell,L,,
L,fold31_room1_mix0350,critical,static,1,1,v11core,daily,14036550421,fold31,crossing,R,,
L,fold31_room1_mix0351,caution,static,1,2,v11core,daily,14036655150,fold31,bike_bell,L,crossing,R
,fold31_room1_mix0352,na,static,0,0,v11core,residential,14036759879,fold31,,,,
R,fold31_room1_mix0353,critical,static,1,0,v11core,daily,14036864608,fold31,,,,
L,fold31_room1_mix0354,safe,static,1,1,v11core,daily,14036969337,fold31,crossing,L,,
R,fold31_room1_mix0355,critical,walk,1,2,v11core,daily,14037074066,fold31,horn,R,bike_bell,L
L,fold31_room1_mix0356,caution,static,1,0,v11core,residential,14037178795,fold31,,,,
L,fold31_room1_mix0357,critical,static,2,0,v11core,daily,14037283524,fold31,,,,
R,fold31_room1_mix0358,critical,walk,3,0,v11core,daily,14037388253,fold31,,,,
R,fold31_room1_mix0359,caution,static,2,1,v11core,daily,14037492982,fold31,siren,L,,
,fold31_room1_mix0360,na,walk,0,2,v11core,residential,14037597711,fold31,bike_bell,R,bike_bell,L
L,fold31_room1_mix0361,critical,static,3,0,v11core,arterial,14037702440,fold31,,,,
,fold31_room1_mix0362,na,static,0,1,v11core,residential,14037807169,fold31,bike_bell,R,,
R,fold31_room1_mix0363,critical,static,1,2,v11core,daily,14037911898,fold31,siren,R,crossing,R
L,fold31_room1_mix0364,safe,static,1,1,v11core,daily,14038016627,fold31,siren,L,,
,fold31_room1_mix0365,na,static,0,2,v11core,residential,14038121356,fold31,siren,R,horn,L
L,fold31_room1_mix0366,critical,static,1,0,v11core,residential,14038226085,fold31,,,,
R,fold31_room1_mix0367,safe,walk,1,2,v11core,daily,14038330814,fold31,horn,R,bike_bell,L
R,fold31_room1_mix0368,critical,walk,1,0,v11core,daily,14038435543,fold31,,,,
R,fold31_room1_mix0369,critical,static,1,1,v11core,daily,14038540272,fold31,siren,L,,
L,fold31_room1_mix0370,safe,walk,1,2,v11core,arterial,14038645001,fold31,backup_beep,L,crossing,R
,fold31_room1_mix0371,na,static,0,1,v11core,residential,14038749730,fold31,siren,R,,
,fold31_room1_mix0372,na,walk,0,0,v11core,residential,14038854459,fold31,,,,
L,fold31_room1_mix0373,caution,static,1,1,v11core,residential,14038959188,fold31,backup_beep,R,,
,fold31_room1_mix0374,na,walk,0,1,v11core,residential,14039063917,fold31,horn,L,,
R,fold31_room1_mix0375,caution,walk,1,2,v11core,daily,14039168646,fold31,siren,L,crossing,L
R,fold31_room1_mix0376,caution,static,3,1,v11core,daily,14039273375,fold31,bike_bell,R,,
L,fold31_room1_mix0377,critical,static,1,0,v11core,residential,14039378104,fold31,,,,
R,fold31_room1_mix0378,safe,walk,1,0,v11core,residential,14039482833,fold31,,,,
R,fold31_room1_mix0379,caution,walk,1,2,v11core,daily,14039587562,fold31,horn,L,crossing,R
L,fold31_room1_mix0380,caution,static,2,0,v11core,daily,14039692291,fold31,,,,
R,fold31_room1_mix0381,caution,walk,3,1,v11core,daily,14039797020,fold31,crossing,R,,
,fold31_room1_mix0382,na,walk,0,0,v11core,residential,14039901749,fold31,,,,
L,fold31_room1_mix0383,critical,static,3,1,v11core,arterial,14040006478,fold31,horn,L,,
R,fold31_room1_mix0384,critical,static,2,0,v11core,residential,14040111207,fold31,,,,
L,fold31_room1_mix0385,caution,static,3,0,v11core,daily,14040215936,fold31,,,,
L,fold31_room1_mix0386,caution,walk,2,1,v11core,residential,14040320665,fold31,backup_beep,R,,
R,fold31_room1_mix0387,safe,static,3,0,v11core,daily,14040425394,fold31,,,,
L,fold31_room1_mix0388,safe,walk,2,0,v11core,arterial,14040530123,fold31,,,,
R,fold31_room1_mix0389,critical,walk,1,1,v11core,daily,14040634852,fold31,crossing,R,,
,fold31_room1_mix0390,na,static,0,0,v11core,residential,14040739581,fold31,,,,
,fold31_room1_mix0391,na,walk,0,1,v11core,residential,14040844310,fold31,bike_bell,L,,
L,fold31_room1_mix0392,critical,static,1,0,v11core,residential,14040949039,fold31,,,,
L,fold31_room1_mix0393,safe,walk,2,0,v11core,arterial,14041053768,fold31,,,,
R,fold31_room1_mix0394,caution,walk,2,0,v11core,daily,14041158497,fold31,,,,
L,fold31_room1_mix0395,critical,static,1,1,v11core,residential,14041263226,fold31,siren,R,,
R,fold31_room1_mix0396,critical,walk,1,1,v11core,residential,14041367955,fold31,backup_beep,L,,
R,fold31_room1_mix0397,caution,walk,1,1,v11core,residential,14041472684,fold31,horn,R,,
R,fold31_room1_mix0398,safe,walk,1,0,v11core,residential,14041577413,fold31,,,,
L,fold31_room1_mix0399,critical,walk,1,0,v11core,residential,14041682142,fold31,,,,
R,fold31_room1_mix0400,safe,walk,2,0,v11core,daily,14041786871,fold31,,,,
L,fold31_room1_mix0401,critical,walk,1,0,v11core,daily,14041891600,fold31,,,,
,fold31_room1_mix0402,na,walk,0,1,v11core,residential,14041996329,fold31,siren,L,,
L,fold31_room1_mix0403,critical,walk,3,0,v11core,arterial,14042101058,fold31,,,,
R,fold31_room1_mix0404,caution,static,1,2,v11core,daily,14042205787,fold31,horn,R,bike_bell,L
R,fold31_room1_mix0405,safe,static,3,1,v11core,daily,14042310516,fold31,bike_bell,R,,
L,fold31_room1_mix0406,safe,walk,2,0,v11core,daily,14042415245,fold31,,,,
L,fold31_room1_mix0407,critical,walk,1,1,v11core,daily,14042519974,fold31,horn,R,,
R,fold31_room1_mix0408,caution,static,1,0,v11core,daily,14042624703,fold31,,,,
L,fold31_room1_mix0409,safe,static,2,0,v11core,arterial,14042729432,fold31,,,,
,fold31_room1_mix0410,na,walk,0,0,v11core,residential,14042834161,fold31,,,,
L,fold31_room1_mix0411,caution,walk,3,0,v11core,arterial,14042938890,fold31,,,,
,fold31_room1_mix0412,na,static,0,0,v11core,residential,14043043619,fold31,,,,
,fold31_room1_mix0413,na,static,0,1,v11core,residential,14043148348,fold31,crossing,R,,
L,fold31_room1_mix0414,critical,walk,2,2,v11core,residential,14043253077,fold31,backup_beep,L,crossing,R
L,fold31_room1_mix0415,critical,static,3,2,v11core,arterial,14043357806,fold31,siren,L,siren,R
L,fold31_room1_mix0416,safe,walk,1,1,v11core,daily,14043462535,fold31,horn,R,,
,fold31_room1_mix0417,na,static,0,0,v11core,residential,14043567264,fold31,,,,
R,fold31_room1_mix0418,safe,walk,2,0,v11core,daily,14043671993,fold31,,,,
R,fold31_room1_mix0419,caution,static,1,0,v11core,residential,14043776722,fold31,,,,
L,fold31_room1_mix0420,critical,static,1,1,v11core,daily,14043881451,fold31,horn,L,,
L,fold31_room1_mix0421,safe,walk,3,2,v11core,arterial,14043986180,fold31,horn,L,bike_bell,L
L,fold31_room1_mix0422,critical,walk,1,2,v11core,arterial,14044090909,fold31,bike_bell,L,crossing,R
R,fold31_room1_mix0423,safe,static,3,0,v11core,arterial,14044195638,fold31,,,,
R,fold31_room1_mix0424,caution,static,1,1,v11core,residential,14044300367,fold31,backup_beep,L,,
,fold31_room1_mix0425,na,static,0,1,v11core,residential,14044405096,fold31,backup_beep,L,,
R,fold31_room1_mix0426,safe,static,1,1,v11core,daily,14044509825,fold31,backup_beep,L,,
,fold31_room1_mix0427,na,static,0,2,v11core,daily,14044614554,fold31,backup_beep,L,backup_beep,R
L,fold31_room1_mix0428,caution,walk,1,1,v11core,residential,14044719283,fold31,bike_bell,R,,
L,fold31_room1_mix0429,critical,walk,2,0,v11core,daily,14044824012,fold31,,,,
R,fold31_room1_mix0430,critical,walk,1,0,v11core,residential,14044928741,fold31,,,,
L,fold31_room1_mix0431,caution,walk,1,0,v11core,residential,14045033470,fold31,,,,
R,fold31_room1_mix0432,critical,static,1,0,v11core,residential,14045138199,fold31,,,,
R,fold31_room1_mix0433,caution,static,1,0,v11core,arterial,14045242928,fold31,,,,
R,fold31_room1_mix0434,caution,walk,1,0,v11core,residential,14045347657,fold31,,,,
R,fold31_room1_mix0435,caution,static,3,0,v11core,arterial,14045452386,fold31,,,,
,fold31_room1_mix0436,na,static,0,0,v11core,residential,14045557115,fold31,,,,
L,fold31_room1_mix0437,critical,static,1,0,v11core,residential,14045661844,fold31,,,,
L,fold31_room1_mix0438,critical,static,1,0,v11core,daily,14045766573,fold31,,,,
,fold31_room1_mix0439,na,walk,0,0,v11core,residential,14045871302,fold31,,,,
L,fold31_room1_mix0440,critical,walk,1,0,v11core,daily,14045976031,fold31,,,,
R,fold31_room1_mix0441,safe,static,1,1,v11core,daily,14046080760,fold31,backup_beep,L,,
L,fold31_room1_mix0442,caution,static,1,2,v11core,residential,14046185489,fold31,bike_bell,L,bike_bell,R
L,fold31_room1_mix0443,caution,static,1,0,v11core,daily,14046290218,fold31,,,,
L,fold31_room1_mix0444,caution,walk,1,0,v11core,daily,14046394947,fold31,,,,
L,fold31_room1_mix0445,critical,walk,2,1,v11core,arterial,14046499676,fold31,crossing,R,,
L,fold31_room1_mix0446,safe,walk,3,1,v11core,daily,14046604405,fold31,crossing,L,,
R,fold31_room1_mix0447,caution,walk,1,1,v11core,daily,14046709134,fold31,horn,R,,
R,fold31_room1_mix0448,safe,walk,2,0,v11core,arterial,14046813863,fold31,,,,
R,fold31_room1_mix0449,safe,static,2,2,v11core,daily,14046918592,fold31,backup_beep,L,backup_beep,R
L,fold31_room1_mix0450,critical,walk,3,1,v11core,arterial,14047023321,fold31,backup_beep,R,,
R,fold31_room1_mix0451,caution,static,1,2,v11core,residential,14047128050,fold31,siren,L,bike_bell,L
L,fold31_room1_mix0452,safe,static,2,0,v11core,residential,14047232779,fold31,,,,
R,fold31_room1_mix0453,safe,walk,1,1,v11core,daily,14047337508,fold31,horn,R,,
R,fold31_room1_mix0454,safe,walk,1,0,v11core,residential,14047442237,fold31,,,,
L,fold31_room1_mix0455,critical,static,1,2,v11core,daily,14047546966,fold31,siren,L,siren,R
L,fold31_room1_mix0456,safe,static,1,0,v11core,daily,14047651695,fold31,,,,
L,fold31_room1_mix0457,caution,static,1,0,v11core,residential,14047756424,fold31,,,,
L,fold31_room1_mix0458,safe,walk,1,0,v11core,residential,14047861153,fold31,,,,
R,fold31_room1_mix0459,critical,walk,1,1,v11core,daily,14047965882,fold31,siren,R,,
L,fold31_room1_mix0460,safe,static,1,1,v11core,daily,14048070611,fold31,bike_bell,L,,
R,fold31_room1_mix0461,safe,walk,1,2,v11core,residential,14048175340,fold31,horn,R,backup_beep,L
R,fold31_room1_mix0462,caution,static,1,2,v11core,daily,14048280069,fold31,backup_beep,R,crossing,R
R,fold31_room1_mix0463,safe,static,1,1,v11core,residential,14048384798,fold31,backup_beep,R,,
L,fold31_room1_mix0464,caution,walk,1,1,v11core,daily,14048489527,fold31,horn,L,,
,fold31_room1_mix0465,na,static,0,1,v11core,residential,14048594256,fold31,crossing,L,,
L,fold31_room1_mix0466,safe,static,1,1,v11core,daily,14048698985,fold31,crossing,L,,
L,fold31_room1_mix0467,caution,static,1,1,v11core,daily,14048803714,fold31,bike_bell,L,,
L,fold31_room1_mix0468,critical,walk,1,0,v11core,residential,14048908443,fold31,,,,
R,fold31_room1_mix0469,critical,walk,3,1,v11core,daily,14049013172,fold31,bike_bell,R,,
L,fold31_room1_mix0470,caution,walk,2,1,v11core,daily,14049117901,fold31,horn,L,,
R,fold31_room1_mix0471,critical,walk,3,0,v11core,daily,14049222630,fold31,,,,
R,fold31_room1_mix0472,safe,walk,1,0,v11core,daily,14049327359,fold31,,,,
R,fold31_room1_mix0473,caution,walk,3,0,v11core,arterial,14049432088,fold31,,,,
R,fold31_room1_mix0474,caution,walk,1,1,v11core,daily,14049536817,fold31,backup_beep,R,,
,fold31_room1_mix0475,na,walk,0,2,v11core,residential,14049641546,fold31,horn,L,backup_beep,L
L,fold31_room1_mix0476,critical,walk,1,1,v11core,residential,14049746275,fold31,bike_bell,L,,
L,fold31_room1_mix0477,caution,walk,1,0,v11core,residential,14049851004,fold31,,,,
,fold31_room1_mix0478,na,walk,0,2,v11core,residential,14049955733,fold31,siren,L,bike_bell,R
R,fold31_room1_mix0479,safe,static,1,0,v11core,daily,14050060462,fold31,,,,
R,fold31_room1_mix0480,caution,walk,2,0,v11core,arterial,14050165191,fold31,,,,
R,fold31_room1_mix0481,safe,walk,1,0,v11core,residential,14050269920,fold31,,,,
L,fold31_room1_mix0482,caution,walk,3,0,v11core,arterial,14050374649,fold31,,,,
L,fold31_room1_mix0483,caution,static,3,0,v11core,arterial,14050479378,fold31,,,,
R,fold31_room1_mix0484,caution,static,1,1,v11core,daily,14050584107,fold31,crossing,R,,
,fold31_room1_mix0485,na,walk,0,0,v11core,daily,14050688836,fold31,,,,
R,fold31_room1_mix0486,safe,walk,3,1,v11core,daily,14050793565,fold31,bike_bell,R,,
R,fold31_room1_mix0487,safe,static,1,0,v11core,daily,14050898294,fold31,,,,
R,fold31_room1_mix0488,caution,static,3,2,v11core,arterial,14051003023,fold31,backup_beep,R,bike_bell,R
,fold31_room1_mix0489,na,static,0,0,v11core,residential,14051107752,fold31,,,,
R,fold31_room1_mix0490,safe,walk,2,1,v11core,residential,14051212481,fold31,backup_beep,L,,
L,fold31_room1_mix0491,critical,static,1,0,v11core,daily,14051317210,fold31,,,,
L,fold31_room1_mix0492,safe,static,1,2,v11core,daily,14051421939,fold31,backup_beep,R,backup_beep,L
L,fold31_room1_mix0493,caution,walk,2,0,v11core,residential,14051526668,fold31,,,,
L,fold31_room1_mix0494,safe,static,1,2,v11core,daily,14051631397,fold31,horn,R,backup_beep,R
L,fold31_room1_mix0495,critical,static,2,0,v11core,arterial,14051736126,fold31,,,,
L,fold31_room1_mix0496,safe,walk,2,1,v11core,daily,14051840855,fold31,bike_bell,R,,
R,fold31_room1_mix0497,safe,static,1,0,v11core,daily,14051945584,fold31,,,,
,fold31_room1_mix0498,na,static,0,1,v11core,daily,14052050313,fold31,siren,L,,
R,fold31_room1_mix0499,safe,static,3,0,v11core,arterial,14052155042,fold31,,,,
R,fold31_room1_mix0500,critical,static,1,0,v11core,residential,14052259771,fold31,,,,
,fold31_room1_mix0501,na,static,0,0,v11core,residential,14052364500,fold31,,,,
L,fold31_room1_mix0502,caution,walk,1,1,v11core,daily,14052469229,fold31,crossing,L,,
,fold31_room1_mix0503,na,walk,0,0,v11core,residential,14052573958,fold31,,,,
R,fold31_room1_mix0504,caution,static,2,0,v11core,daily,14052678687,fold31,,,,
,fold31_room1_mix0505,na,static,0,0,v11core,daily,14052783416,fold31,,,,
R,fold31_room1_mix0506,critical,static,2,1,v11core,daily,14052888145,fold31,backup_beep,R,,
L,fold31_room1_mix0507,caution,walk,1,1,v11core,daily,14052992874,fold31,backup_beep,L,,
L,fold31_room1_mix0508,critical,static,1,0,v11core,arterial,14053097603,fold31,,,,
,fold31_room1_mix0509,na,walk,0,0,v11core,residential,14053202332,fold31,,,,
L,fold31_room1_mix0510,critical,walk,3,1,v11core,arterial,14053307061,fold31,horn,R,,
R,fold31_room1_mix0511,critical,static,1,0,v11core,daily,14053411790,fold31,,,,
L,fold31_room1_mix0512,caution,walk,1,1,v11core,residential,14053516519,fold31,siren,R,,
,fold31_room1_mix0513,na,static,0,1,v11core,daily,14053621248,fold31,horn,L,,
L,fold31_room1_mix0514,safe,walk,1,1,v11core,residential,14053725977,fold31,horn,L,,
L,fold31_room1_mix0515,caution,static,3,1,v11core,daily,14053830706,fold31,crossing,L,,
L,fold31_room1_mix0516,safe,static,2,1,v11core,daily,14053935435,fold31,bike_bell,L,,
R,fold31_room1_mix0517,critical,walk,1,0,v11core,daily,14054040164,fold31,,,,
L,fold31_room1_mix0518,critical,walk,1,0,v11core,daily,14054144893,fold31,,,,
L,fold31_room1_mix0519,safe,static,1,0,v11core,daily,14054249622,fold31,,,,
,fold31_room1_mix0520,na,static,0,0,v11core,residential,14054354351,fold31,,,,
L,fold31_room1_mix0521,safe,walk,2,0,v11core,daily,14054459080,fold31,,,,
L,fold31_room1_mix0522,caution,static,1,2,v11core,daily,14054563809,fold31,siren,R,horn,L
,fold31_room1_mix0523,na,static,0,0,v11core,residential,14054668538,fold31,,,,
R,fold31_room1_mix0524,safe,walk,1,0,v11core,daily,14054773267,fold31,,,,
L,fold31_room1_mix0525,critical,walk,2,1,v11core,daily,14054877996,fold31,crossing,L,,
,fold31_room1_mix0526,na,static,0,1,v11core,residential,14054982725,fold31,siren,L,,
R,fold31_room1_mix0527,caution,static,2,0,v11core,daily,14055087454,fold31,,,,
L,fold31_room1_mix0528,safe,static,1,0,v11core,residential,14055192183,fold31,,,,
,fold31_room1_mix0529,na,walk,0,2,v11core,residential,14055296912,fold31,siren,R,crossing,L
,fold31_room1_mix0530,na,walk,0,1,v11core,residential,14055401641,fold31,crossing,R,,
,fold31_room1_mix0531,na,walk,0,1,v11core,daily,14055506370,fold31,horn,L,,
R,fold31_room1_mix0532,safe,static,2,0,v11core,daily,14055611099,fold31,,,,
R,fold31_room1_mix0533,safe,static,1,0,v11core,daily,14055715828,fold31,,,,
L,fold31_room1_mix0534,safe,walk,1,0,v11core,daily,14055820557,fold31,,,,
,fold31_room1_mix0535,na,static,0,1,v11core,residential,14055925286,fold31,crossing,R,,
L,fold31_room1_mix0536,safe,static,2,0,v11core,arterial,14056030015,fold31,,,,
R,fold31_room1_mix0537,critical,static,1,2,v11core,residential,14056134744,fold31,horn,R,bike_bell,L
R,fold31_room1_mix0538,safe,static,2,1,v11core,daily,14056239473,fold31,bike_bell,R,,
R,fold31_room1_mix0539,safe,walk,1,0,v11core,arterial,14056344202,fold31,,,,
R,fold31_room1_mix0540,caution,static,3,0,v11core,arterial,14056448931,fold31,,,,
L,fold31_room1_mix0541,caution,static,2,1,v11core,arterial,14056553660,fold31,siren,L,,
R,fold31_room1_mix0542,caution,static,2,0,v11core,arterial,14056658389,fold31,,,,
L,fold31_room1_mix0543,safe,walk,3,2,v11core,daily,14056763118,fold31,horn,L,backup_beep,R
L,fold31_room1_mix0544,caution,walk,2,0,v11core,arterial,14056867847,fold31,,,,
L,fold31_room1_mix0545,safe,walk,1,0,v11core,residential,14056972576,fold31,,,,
L,fold31_room1_mix0546,safe,walk,1,0,v11core,daily,14057077305,fold31,,,,
R,fold31_room1_mix0547,critical,static,2,0,v11core,daily,14057182034,fold31,,,,
R,fold31_room1_mix0548,caution,walk,1,0,v11core,residential,14057286763,fold31,,,,
L,fold31_room1_mix0549,caution,walk,2,2,v11core,daily,14057391492,fold31,siren,L,siren,R
R,fold31_room1_mix0550,critical,walk,1,1,v11core,arterial,14057496221,fold31,siren,L,,
L,fold31_room1_mix0551,critical,static,3,2,v11core,daily,14057600950,fold31,horn,L,crossing,L
R,fold31_room1_mix0552,critical,static,2,1,v11core,daily,14057705679,fold31,crossing,R,,
,fold31_room1_mix0553,na,walk,0,0,v11core,residential,14057810408,fold31,,,,
L,fold31_room1_mix0554,safe,static,2,0,v11core,daily,14057915137,fold31,,,,
R,fold31_room1_mix0555,critical,walk,1,1,v11core,daily,14058019866,fold31,backup_beep,L,,
L,fold31_room1_mix0556,critical,static,2,1,v11core,arterial,14058124595,fold31,horn,R,,
L,fold31_room1_mix0557,safe,static,2,1,v11core,residential,14058229324,fold31,crossing,R,,
R,fold31_room1_mix0558,safe,walk,1,1,v11core,daily,14058334053,fold31,horn,L,,
R,fold31_room1_mix0559,safe,static,1,0,v11core,daily,14058438782,fold31,,,,
R,fold31_room1_mix0560,caution,static,2,0,v11core,residential,14058543511,fold31,,,,
R,fold31_room1_mix0561,caution,walk,2,1,v11core,arterial,14058648240,fold31,horn,L,,
R,fold31_room1_mix0562,safe,static,1,1,v11core,residential,14058752969,fold31,crossing,R,,
L,fold31_room1_mix0563,caution,static,1,0,v11core,daily,14058857698,fold31,,,,
L,fold31_room1_mix0564,critical,walk,1,2,v11core,residential,14058962427,fold31,horn,R,crossing,R
R,fold31_room1_mix0565,safe,walk,2,0,v11core,arterial,14059067156,fold31,,,,
L,fold31_room1_mix0566,safe,walk,1,0,v11core,residential,14059171885,fold31,,,,
L,fold31_room1_mix0567,critical,static,1,2,v11core,arterial,14059276614,fold31,siren,L,siren,R
L,fold31_room1_mix0568,critical,static,3,1,v11core,arterial,14059381343,fold31,crossing,R,,
L,fold31_room1_mix0569,critical,walk,1,1,v11core,daily,14059486072,fold31,crossing,L,,
,fold31_room1_mix0570,na,walk,0,0,v11core,residential,14059590801,fold31,,,,
L,fold31_room1_mix0571,safe,walk,2,1,v11core,daily,14059695530,fold31,horn,L,,
L,fold31_room1_mix0572,critical,static,2,2,v11core,daily,14059800259,fold31,bike_bell,R,crossing,L
L,fold31_room1_mix0573,critical,walk,2,0,v11core,arterial,14059904988,fold31,,,,
R,fold31_room1_mix0574,critical,walk,1,0,v11core,residential,14060009717,fold31,,,,
L,fold31_room1_mix0575,caution,walk,2,0,v11core,daily,14060114446,fold31,,,,
L,fold31_room1_mix0576,caution,static,1,2,v11core,residential,14060219175,fold31,horn,L,crossing,R
,fold31_room1_mix0577,na,walk,0,0,v11core,residential,14060323904,fold31,,,,
L,fold31_room1_mix0578,critical,walk,2,0,v11core,daily,14060428633,fold31,,,,
,fold31_room1_mix0579,na,walk,0,1,v11core,residential,14060533362,fold31,horn,L,,
,fold31_room1_mix0580,na,walk,0,1,v11core,residential,14060638091,fold31,siren,L,,
R,fold31_room1_mix0581,caution,walk,1,1,v11core,residential,14060742820,fold31,backup_beep,R,,
R,fold31_room1_mix0582,caution,walk,2,1,v11core,daily,14060847549,fold31,backup_beep,R,,
,fold31_room1_mix0583,na,walk,0,1,v11core,residential,14060952278,fold31,crossing,R,,
R,fold31_room1_mix0584,safe,walk,2,2,v11core,arterial,14061057007,fold31,bike_bell,L,bike_bell,R
R,fold31_room1_mix0585,critical,static,1,1,v11core,daily,14061161736,fold31,horn,R,,
,fold31_room1_mix0586,na,walk,0,2,v11core,residential,14061266465,fold31,backup_beep,L,crossing,R
R,fold31_room1_mix0587,caution,walk,3,1,v11core,arterial,14061371194,fold31,crossing,L,,
R,fold31_room1_mix0588,safe,static,1,0,v11core,daily,14061475923,fold31,,,,
R,fold31_room1_mix0589,caution,static,1,0,v11core,daily,14061580652,fold31,,,,
R,fold31_room1_mix0590,safe,static,1,1,v11core,residential,14061685381,fold31,crossing,R,,
L,fold31_room1_mix0591,critical,static,2,1,v11core,daily,14061790110,fold31,siren,R,,
,fold31_room1_mix0592,na,static,0,1,v11core,residential,14061894839,fold31,crossing,L,,
,fold31_room1_mix0593,na,static,0,0,v11core,residential,14061999568,fold31,,,,
,fold31_room1_mix0594,na,static,0,0,v11core,residential,14062104297,fold31,,,,
R,fold31_room1_mix0595,critical,walk,3,1,v11core,daily,14062209026,fold31,siren,L,,
L,fold31_room1_mix0596,caution,static,1,0,v11core,daily,14062313755,fold31,,,,
,fold31_room1_mix0597,na,static,0,2,v11core,residential,14062418484,fold31,horn,R,crossing,L
L,fold31_room1_mix0598,caution,static,3,0,v11core,daily,14062523213,fold31,,,,
